pm25,datetime
0.75,2023-12-31 00:00:00+00:00
1.49,2023-12-31 01:00:00+00:00
-0.13,2023-12-31 02:00:00+00:00
-1.02,2023-12-31 03:00:00+00:00
0.94,2023-12-31 04:00:00+00:00
-0.8,2023-12-31 05:00:00+00:00
-1.51,2023-12-31 06:00:00+00:00
0.8,2023-12-31 07:00:00+00:00
0.49,2023-12-31 08:00:00+00:00
0.92,2023-12-31 09:00:00+00:00
8.7,2023-12-31 10:00:00+00:00
2.31,2023-12-31 11:00:00+00:00
6.09,2023-12-31 12:00:00+00:00
6.68,2023-12-31 13:00:00+00:00
15.96,2023-12-31 14:00:00+00:00
5.91,2023-12-31 15:00:00+00:00
23.66,2023-12-31 16:00:00+00:00
38.62,2023-12-31 17:00:00+00:00
51.61,2023-12-31 18:00:00+00:00
144.23,2023-12-31 19:00:00+00:00
53.4,2023-12-31 20:00:00+00:00
302.99,2023-12-31 21:00:00+00:00
150.9,2023-12-31 22:00:00+00:00
37.91,2023-12-31 23:00:00+00:00
6.42,2024-01-01 02:00:00+00:00
6.45,2024-01-01 03:00:00+00:00
4.34,2024-01-01 04:00:00+00:00
5.43,2024-01-01 05:00:00+00:00
3.46,2024-01-01 06:00:00+00:00
2.51,2024-01-01 07:00:00+00:00
1.37,2024-01-01 08:00:00+00:00
-0.57,2024-01-01 09:00:00+00:00
0.36,2024-01-01 10:00:00+00:00
3.38,2024-01-01 11:00:00+00:00
1.42,2024-01-01 12:00:00+00:00
1.65,2024-01-01 13:00:00+00:00
2.97,2024-01-01 14:00:00+00:00
2.15,2024-01-01 15:00:00+00:00
6.27,2024-01-01 16:00:00+00:00
4.93,2024-01-01 17:00:00+00:00
1.09,2024-01-01 18:00:00+00:00
-1.05,2024-01-01 19:00:00+00:00
3.12,2024-01-01 20:00:00+00:00
5.02,2024-01-01 21:00:00+00:00
8.11,2024-01-01 22:00:00+00:00
5.17,2024-01-01 23:00:00+00:00
