pm25,datetime
6.14,2023-12-31 00:00:00+00:00
4.82,2023-12-31 01:00:00+00:00
2.44,2023-12-31 02:00:00+00:00
4.31,2023-12-31 03:00:00+00:00
4.93,2023-12-31 04:00:00+00:00
6.01,2023-12-31 05:00:00+00:00
6.41,2023-12-31 06:00:00+00:00
4.71,2023-12-31 07:00:00+00:00
10.1,2023-12-31 08:00:00+00:00
6.33,2023-12-31 09:00:00+00:00
2.46,2023-12-31 10:00:00+00:00
3.05,2023-12-31 11:00:00+00:00
6.66,2023-12-31 12:00:00+00:00
5.46,2023-12-31 13:00:00+00:00
4.49,2023-12-31 14:00:00+00:00
9.0,2023-12-31 15:00:00+00:00
9.06,2023-12-31 16:00:00+00:00
9.68,2023-12-31 17:00:00+00:00
11.0,2023-12-31 18:00:00+00:00
10.74,2023-12-31 19:00:00+00:00
12.03,2023-12-31 20:00:00+00:00
14.34,2023-12-31 21:00:00+00:00
12.92,2023-12-31 22:00:00+00:00
12.27,2023-12-31 23:00:00+00:00
56.45,2024-01-01 00:00:00+00:00
74.63,2024-01-01 01:00:00+00:00
15.89,2024-01-01 02:00:00+00:00
10.42,2024-01-01 03:00:00+00:00
9.61,2024-01-01 04:00:00+00:00
10.38,2024-01-01 05:00:00+00:00
6.17,2024-01-01 06:00:00+00:00
14.48,2024-01-01 07:00:00+00:00
6.26,2024-01-01 08:00:00+00:00
7.45,2024-01-01 09:00:00+00:00
9.72,2024-01-01 10:00:00+00:00
7.67,2024-01-01 11:00:00+00:00
8.73,2024-01-01 12:00:00+00:00
6.9,2024-01-01 13:00:00+00:00
5.71,2024-01-01 14:00:00+00:00
9.04,2024-01-01 15:00:00+00:00
8.69,2024-01-01 16:00:00+00:00
8.16,2024-01-01 17:00:00+00:00
10.95,2024-01-01 18:00:00+00:00
9.23,2024-01-01 19:00:00+00:00
7.2,2024-01-01 20:00:00+00:00
10.45,2024-01-01 21:00:00+00:00
8.85,2024-01-01 22:00:00+00:00
10.94,2024-01-01 23:00:00+00:00
