pm25,datetime
2.03,2023-12-31 00:00:00+00:00
2.03,2023-12-31 01:00:00+00:00
2.22,2023-12-31 02:00:00+00:00
2.43,2023-12-31 03:00:00+00:00
2.6,2023-12-31 04:00:00+00:00
2.87,2023-12-31 05:00:00+00:00
3.21,2023-12-31 06:00:00+00:00
2.96,2023-12-31 07:00:00+00:00
0.79,2023-12-31 08:00:00+00:00
1.49,2023-12-31 09:00:00+00:00
1.49,2023-12-31 10:00:00+00:00
1.77,2023-12-31 11:00:00+00:00
4.01,2023-12-31 12:00:00+00:00
3.07,2023-12-31 13:00:00+00:00
4.76,2023-12-31 14:00:00+00:00
5.06,2023-12-31 15:00:00+00:00
5.19,2023-12-31 16:00:00+00:00
5.69,2023-12-31 17:00:00+00:00
4.44,2023-12-31 18:00:00+00:00
4.63,2023-12-31 19:00:00+00:00
3.96,2023-12-31 20:00:00+00:00
5.39,2023-12-31 21:00:00+00:00
4.58,2023-12-31 22:00:00+00:00
19.31,2023-12-31 23:00:00+00:00
4.37,2024-01-01 00:00:00+00:00
3.84,2024-01-01 01:00:00+00:00
4.61,2024-01-01 02:00:00+00:00
4.05,2024-01-01 03:00:00+00:00
4.6,2024-01-01 04:00:00+00:00
4.95,2024-01-01 05:00:00+00:00
5.11,2024-01-01 06:00:00+00:00
3.91,2024-01-01 07:00:00+00:00
3.98,2024-01-01 08:00:00+00:00
4.27,2024-01-01 09:00:00+00:00
5.86,2024-01-01 10:00:00+00:00
7.02,2024-01-01 11:00:00+00:00
6.92,2024-01-01 12:00:00+00:00
8.01,2024-01-01 13:00:00+00:00
8.45,2024-01-01 14:00:00+00:00
8.0,2024-01-01 15:00:00+00:00
7.09,2024-01-01 16:00:00+00:00
5.21,2024-01-01 17:00:00+00:00
3.69,2024-01-01 18:00:00+00:00
3.36,2024-01-01 19:00:00+00:00
4.49,2024-01-01 20:00:00+00:00
6.28,2024-01-01 21:00:00+00:00
5.29,2024-01-01 22:00:00+00:00
3.6,2024-01-01 23:00:00+00:00
