pm25,datetime
12.6,2023-12-31 00:00:00+00:00
10.09,2023-12-31 01:00:00+00:00
5.97,2023-12-31 02:00:00+00:00
4.45,2023-12-31 03:00:00+00:00
1.85,2023-12-31 04:00:00+00:00
7.68,2023-12-31 05:00:00+00:00
7.61,2023-12-31 06:00:00+00:00
3.68,2023-12-31 07:00:00+00:00
4.68,2023-12-31 08:00:00+00:00
6.83,2023-12-31 09:00:00+00:00
4.53,2023-12-31 10:00:00+00:00
1.53,2023-12-31 11:00:00+00:00
2.88,2023-12-31 12:00:00+00:00
6.27,2023-12-31 13:00:00+00:00
6.01,2023-12-31 14:00:00+00:00
5.36,2023-12-31 15:00:00+00:00
4.36,2023-12-31 16:00:00+00:00
12.9,2023-12-31 17:00:00+00:00
14.18,2023-12-31 18:00:00+00:00
14.98,2023-12-31 19:00:00+00:00
11.8,2023-12-31 20:00:00+00:00
15.14,2023-12-31 21:00:00+00:00
23.59,2023-12-31 22:00:00+00:00
25.35,2023-12-31 23:00:00+00:00
171.67,2024-01-01 00:00:00+00:00
31.64,2024-01-01 01:00:00+00:00
4.27,2024-01-01 02:00:00+00:00
7.11,2024-01-01 03:00:00+00:00
3.64,2024-01-01 04:00:00+00:00
3.63,2024-01-01 05:00:00+00:00
5.52,2024-01-01 06:00:00+00:00
6.18,2024-01-01 07:00:00+00:00
8.81,2024-01-01 08:00:00+00:00
7.34,2024-01-01 09:00:00+00:00
1.15,2024-01-01 10:00:00+00:00
1.76,2024-01-01 11:00:00+00:00
1.8,2024-01-01 12:00:00+00:00
3.45,2024-01-01 13:00:00+00:00
3.63,2024-01-01 14:00:00+00:00
5.33,2024-01-01 15:00:00+00:00
5.41,2024-01-01 16:00:00+00:00
6.2,2024-01-01 17:00:00+00:00
3.75,2024-01-01 18:00:00+00:00
6.73,2024-01-01 19:00:00+00:00
7.61,2024-01-01 20:00:00+00:00
10.41,2024-01-01 21:00:00+00:00
7.32,2024-01-01 22:00:00+00:00
5.85,2024-01-01 23:00:00+00:00
