pm25,datetime
8.56,2023-12-31 00:00:00+00:00
6.27,2023-12-31 01:00:00+00:00
5.83,2023-12-31 02:00:00+00:00
12.52,2023-12-31 03:00:00+00:00
7.64,2023-12-31 04:00:00+00:00
5.1,2023-12-31 05:00:00+00:00
3.02,2023-12-31 06:00:00+00:00
5.48,2023-12-31 07:00:00+00:00
7.02,2023-12-31 08:00:00+00:00
5.28,2023-12-31 09:00:00+00:00
3.24,2023-12-31 10:00:00+00:00
7.96,2023-12-31 11:00:00+00:00
6.69,2023-12-31 12:00:00+00:00
6.0,2023-12-31 13:00:00+00:00
3.25,2023-12-31 14:00:00+00:00
3.02,2023-12-31 15:00:00+00:00
9.02,2023-12-31 16:00:00+00:00
8.71,2023-12-31 17:00:00+00:00
6.48,2023-12-31 18:00:00+00:00
9.34,2023-12-31 19:00:00+00:00
12.43,2023-12-31 20:00:00+00:00
11.78,2023-12-31 21:00:00+00:00
11.13,2023-12-31 22:00:00+00:00
18.48,2023-12-31 23:00:00+00:00
33.5,2024-01-01 00:00:00+00:00
22.94,2024-01-01 01:00:00+00:00
25.69,2024-01-01 02:00:00+00:00
35.54,2024-01-01 03:00:00+00:00
19.43,2024-01-01 04:00:00+00:00
11.74,2024-01-01 05:00:00+00:00
9.99,2024-01-01 06:00:00+00:00
8.35,2024-01-01 07:00:00+00:00
7.29,2024-01-01 08:00:00+00:00
5.68,2024-01-01 09:00:00+00:00
3.17,2024-01-01 10:00:00+00:00
5.23,2024-01-01 11:00:00+00:00
9.83,2024-01-01 12:00:00+00:00
7.6,2024-01-01 13:00:00+00:00
4.69,2024-01-01 14:00:00+00:00
8.11,2024-01-01 15:00:00+00:00
7.02,2024-01-01 16:00:00+00:00
6.47,2024-01-01 17:00:00+00:00
5.18,2024-01-01 18:00:00+00:00
4.08,2024-01-01 19:00:00+00:00
6.18,2024-01-01 20:00:00+00:00
7.52,2024-01-01 21:00:00+00:00
5.88,2024-01-01 22:00:00+00:00
4.32,2024-01-01 23:00:00+00:00
