pm25,datetime
2.89,2023-12-31 00:00:00+00:00
-0.34,2023-12-31 01:00:00+00:00
-2.04,2023-12-31 02:00:00+00:00
-1.1,2023-12-31 03:00:00+00:00
0.25,2023-12-31 04:00:00+00:00
3.42,2023-12-31 05:00:00+00:00
1.24,2023-12-31 06:00:00+00:00
0.35,2023-12-31 07:00:00+00:00
2.55,2023-12-31 08:00:00+00:00
3.59,2023-12-31 09:00:00+00:00
2.05,2023-12-31 10:00:00+00:00
-0.57,2023-12-31 11:00:00+00:00
0.3,2023-12-31 12:00:00+00:00
0.47,2023-12-31 13:00:00+00:00
2.37,2023-12-31 14:00:00+00:00
1.41,2023-12-31 15:00:00+00:00
4.72,2023-12-31 16:00:00+00:00
7.82,2023-12-31 17:00:00+00:00
9.62,2023-12-31 18:00:00+00:00
14.23,2023-12-31 19:00:00+00:00
13.31,2023-12-31 20:00:00+00:00
20.43,2023-12-31 21:00:00+00:00
18.26,2023-12-31 22:00:00+00:00
17.89,2023-12-31 23:00:00+00:00
150.02,2024-01-01 00:00:00+00:00
36.31,2024-01-01 01:00:00+00:00
14.32,2024-01-01 02:00:00+00:00
2.62,2024-01-01 03:00:00+00:00
0.48,2024-01-01 04:00:00+00:00
0.12,2024-01-01 05:00:00+00:00
1.9,2024-01-01 06:00:00+00:00
5.13,2024-01-01 07:00:00+00:00
2.11,2024-01-01 08:00:00+00:00
-0.7,2024-01-01 09:00:00+00:00
1.38,2024-01-01 10:00:00+00:00
3.05,2024-01-01 11:00:00+00:00
5.08,2024-01-01 12:00:00+00:00
2.54,2024-01-01 13:00:00+00:00
-0.44,2024-01-01 14:00:00+00:00
1.99,2024-01-01 15:00:00+00:00
3.43,2024-01-01 16:00:00+00:00
5.13,2024-01-01 17:00:00+00:00
6.1,2024-01-01 18:00:00+00:00
6.1,2024-01-01 19:00:00+00:00
6.52,2024-01-01 20:00:00+00:00
5.7,2024-01-01 21:00:00+00:00
4.0,2024-01-01 22:00:00+00:00
3.6,2024-01-01 23:00:00+00:00
