pm25,datetime
21.3,2023-09-08 00:00:00+00:00
21.7,2023-09-08 01:00:00+00:00
21.8,2023-09-08 02:00:00+00:00
20.9,2023-09-08 03:00:00+00:00
18.9,2023-09-08 04:00:00+00:00
17.8,2023-09-08 05:00:00+00:00
17.2,2023-09-08 06:00:00+00:00
20.0,2023-09-08 07:00:00+00:00
23.3,2023-09-08 08:00:00+00:00
22.9,2023-09-08 09:00:00+00:00
20.5,2023-09-08 10:00:00+00:00
17.6,2023-09-08 11:00:00+00:00
12.6,2023-09-08 12:00:00+00:00
12.4,2023-09-08 13:00:00+00:00
9.7,2023-09-08 14:00:00+00:00
9.6,2023-09-08 15:00:00+00:00
9.0,2023-09-08 16:00:00+00:00
9.8,2023-09-08 17:00:00+00:00
13.2,2023-09-08 18:00:00+00:00
22.1,2023-09-08 19:00:00+00:00
29.3,2023-09-08 20:00:00+00:00
25.4,2023-09-08 21:00:00+00:00
26.3,2023-09-08 22:00:00+00:00
39.8,2023-09-08 23:00:00+00:00
50.1,2023-09-09 00:00:00+00:00
70.1,2023-09-09 01:00:00+00:00
73.0,2023-09-09 02:00:00+00:00
57.3,2023-09-09 03:00:00+00:00
47.5,2023-09-09 04:00:00+00:00
44.7,2023-09-09 05:00:00+00:00
26.6,2023-09-09 06:00:00+00:00
25.9,2023-09-09 07:00:00+00:00
45.8,2023-09-09 08:00:00+00:00
38.2,2023-09-09 09:00:00+00:00
25.4,2023-09-09 10:00:00+00:00
19.7,2023-09-09 11:00:00+00:00
20.4,2023-09-09 12:00:00+00:00
18.6,2023-09-09 13:00:00+00:00
17.7,2023-09-09 14:00:00+00:00
17.6,2023-09-09 15:00:00+00:00
16.4,2023-09-09 16:00:00+00:00
16.0,2023-09-09 17:00:00+00:00
16.3,2023-09-09 18:00:00+00:00
21.5,2023-09-09 19:00:00+00:00
21.1,2023-09-09 20:00:00+00:00
25.4,2023-09-09 21:00:00+00:00
28.6,2023-09-09 22:00:00+00:00
34.7,2023-09-09 23:00:00+00:00
