pm25,datetime
9.7,2023-09-08 00:00:00+00:00
11.0,2023-09-08 01:00:00+00:00
10.5,2023-09-08 02:00:00+00:00
9.2,2023-09-08 03:00:00+00:00
11.6,2023-09-08 04:00:00+00:00
12.9,2023-09-08 05:00:00+00:00
12.8,2023-09-08 06:00:00+00:00
20.7,2023-09-08 07:00:00+00:00
22.4,2023-09-08 08:00:00+00:00
25.9,2023-09-08 09:00:00+00:00
22.9,2023-09-08 10:00:00+00:00
19.6,2023-09-08 11:00:00+00:00
21.8,2023-09-08 12:00:00+00:00
26.7,2023-09-08 13:00:00+00:00
21.1,2023-09-08 14:00:00+00:00
14.0,2023-09-08 15:00:00+00:00
9.1,2023-09-08 16:00:00+00:00
9.1,2023-09-08 17:00:00+00:00
8.7,2023-09-08 18:00:00+00:00
17.0,2023-09-08 19:00:00+00:00
66.3,2023-09-08 20:00:00+00:00
63.5,2023-09-08 21:00:00+00:00
67.8,2023-09-08 22:00:00+00:00
63.6,2023-09-08 23:00:00+00:00
42.5,2023-09-09 00:00:00+00:00
55.7,2023-09-09 01:00:00+00:00
56.6,2023-09-09 02:00:00+00:00
54.3,2023-09-09 03:00:00+00:00
54.9,2023-09-09 04:00:00+00:00
40.5,2023-09-09 05:00:00+00:00
26.1,2023-09-09 06:00:00+00:00
45.6,2023-09-09 07:00:00+00:00
18.7,2023-09-09 08:00:00+00:00
16.7,2023-09-09 09:00:00+00:00
11.7,2023-09-09 10:00:00+00:00
20.0,2023-09-09 11:00:00+00:00
16.7,2023-09-09 12:00:00+00:00
7.6,2023-09-09 13:00:00+00:00
9.7,2023-09-09 14:00:00+00:00
19.8,2023-09-09 15:00:00+00:00
12.1,2023-09-09 16:00:00+00:00
8.7,2023-09-09 17:00:00+00:00
7.7,2023-09-09 18:00:00+00:00
11.8,2023-09-09 19:00:00+00:00
21.3,2023-09-09 20:00:00+00:00
19.0,2023-09-09 21:00:00+00:00
39.3,2023-09-09 22:00:00+00:00
24.8,2023-09-09 23:00:00+00:00
