pm25,datetime
3.05,2023-09-08 00:00:00+00:00
4.05,2023-09-08 01:00:00+00:00
4.44,2023-09-08 02:00:00+00:00
4.8,2023-09-08 03:00:00+00:00
4.32,2023-09-08 04:00:00+00:00
8.21,2023-09-08 05:00:00+00:00
10.05,2023-09-08 06:00:00+00:00
14.54,2023-09-08 07:00:00+00:00
2.87,2023-09-08 08:00:00+00:00
4.5,2023-09-08 09:00:00+00:00
3.84,2023-09-08 10:00:00+00:00
4.63,2023-09-08 11:00:00+00:00
3.44,2023-09-08 12:00:00+00:00
4.62,2023-09-08 13:00:00+00:00
4.59,2023-09-08 14:00:00+00:00
5.29,2023-09-08 15:00:00+00:00
9.14,2023-09-08 16:00:00+00:00
9.46,2023-09-08 17:00:00+00:00
6.91,2023-09-08 18:00:00+00:00
5.31,2023-09-08 19:00:00+00:00
6.92,2023-09-08 20:00:00+00:00
4.61,2023-09-08 21:00:00+00:00
7.0,2023-09-08 22:00:00+00:00
4.78,2023-09-08 23:00:00+00:00
2.1,2023-09-09 00:00:00+00:00
3.01,2023-09-09 01:00:00+00:00
5.64,2023-09-09 02:00:00+00:00
7.12,2023-09-09 03:00:00+00:00
5.14,2023-09-09 04:00:00+00:00
12.34,2023-09-09 05:00:00+00:00
8.37,2023-09-09 06:00:00+00:00
8.54,2023-09-09 07:00:00+00:00
5.18,2023-09-09 08:00:00+00:00
5.47,2023-09-09 09:00:00+00:00
7.45,2023-09-09 10:00:00+00:00
8.4,2023-09-09 11:00:00+00:00
11.05,2023-09-09 12:00:00+00:00
12.35,2023-09-09 13:00:00+00:00
10.13,2023-09-09 14:00:00+00:00
8.46,2023-09-09 15:00:00+00:00
8.47,2023-09-09 16:00:00+00:00
11.54,2023-09-09 17:00:00+00:00
10.75,2023-09-09 18:00:00+00:00
14.37,2023-09-09 19:00:00+00:00
10.44,2023-09-09 20:00:00+00:00
14.76,2023-09-09 21:00:00+00:00
13.77,2023-09-09 22:00:00+00:00
11.37,2023-09-09 23:00:00+00:00
