pm25,datetime
-0.15,2023-12-31 00:00:00+00:00
-0.81,2023-12-31 01:00:00+00:00
-1.34,2023-12-31 02:00:00+00:00
-0.67,2023-12-31 03:00:00+00:00
1.29,2023-12-31 04:00:00+00:00
-0.76,2023-12-31 05:00:00+00:00
-2.85,2023-12-31 06:00:00+00:00
-2.39,2023-12-31 07:00:00+00:00
-0.39,2023-12-31 08:00:00+00:00
1.02,2023-12-31 09:00:00+00:00
-1.54,2023-12-31 10:00:00+00:00
-2.78,2023-12-31 11:00:00+00:00
1.88,2023-12-31 12:00:00+00:00
-1.37,2023-12-31 13:00:00+00:00
-0.7,2023-12-31 14:00:00+00:00
-1.34,2023-12-31 15:00:00+00:00
-1.22,2023-12-31 16:00:00+00:00
5.87,2023-12-31 17:00:00+00:00
14.4,2023-12-31 18:00:00+00:00
8.66,2023-12-31 19:00:00+00:00
7.43,2023-12-31 20:00:00+00:00
9.44,2023-12-31 21:00:00+00:00
19.52,2023-12-31 22:00:00+00:00
12.7,2023-12-31 23:00:00+00:00
75.48,2024-01-01 00:00:00+00:00
38.14,2024-01-01 01:00:00+00:00
37.76,2024-01-01 02:00:00+00:00
24.23,2024-01-01 03:00:00+00:00
9.82,2024-01-01 04:00:00+00:00
7.5,2024-01-01 05:00:00+00:00
3.58,2024-01-01 06:00:00+00:00
2.06,2024-01-01 07:00:00+00:00
0.47,2024-01-01 08:00:00+00:00
0.94,2024-01-01 09:00:00+00:00
-0.08,2024-01-01 10:00:00+00:00
-1.63,2024-01-01 11:00:00+00:00
-1.92,2024-01-01 12:00:00+00:00
1.74,2024-01-01 13:00:00+00:00
2.9,2024-01-01 14:00:00+00:00
0.36,2024-01-01 15:00:00+00:00
-1.77,2024-01-01 16:00:00+00:00
-2.69,2024-01-01 17:00:00+00:00
-2.44,2024-01-01 18:00:00+00:00
3.42,2024-01-01 19:00:00+00:00
5.03,2024-01-01 20:00:00+00:00
5.76,2024-01-01 21:00:00+00:00
4.54,2024-01-01 22:00:00+00:00
4.95,2024-01-01 23:00:00+00:00
