pm25,datetime
-0.07,2023-12-31 00:00:00+00:00
0.54,2023-12-31 01:00:00+00:00
-1.86,2023-12-31 02:00:00+00:00
-0.66,2023-12-31 03:00:00+00:00
0.37,2023-12-31 04:00:00+00:00
0.34,2023-12-31 05:00:00+00:00
0.55,2023-12-31 06:00:00+00:00
-0.13,2023-12-31 07:00:00+00:00
2.94,2023-12-31 08:00:00+00:00
1.7,2023-12-31 09:00:00+00:00
0.52,2023-12-31 10:00:00+00:00
-0.02,2023-12-31 11:00:00+00:00
-1.42,2023-12-31 12:00:00+00:00
0.11,2023-12-31 13:00:00+00:00
-0.94,2023-12-31 14:00:00+00:00
-0.66,2023-12-31 15:00:00+00:00
0.68,2023-12-31 16:00:00+00:00
1.55,2023-12-31 17:00:00+00:00
11.61,2023-12-31 18:00:00+00:00
8.24,2023-12-31 19:00:00+00:00
10.33,2023-12-31 20:00:00+00:00
7.07,2023-12-31 21:00:00+00:00
13.39,2023-12-31 22:00:00+00:00
8.08,2023-12-31 23:00:00+00:00
101.6,2024-01-01 00:00:00+00:00
39.65,2024-01-01 01:00:00+00:00
13.66,2024-01-01 02:00:00+00:00
4.59,2024-01-01 03:00:00+00:00
4.25,2024-01-01 04:00:00+00:00
3.3,2024-01-01 05:00:00+00:00
1.46,2024-01-01 06:00:00+00:00
2.84,2024-01-01 07:00:00+00:00
5.49,2024-01-01 08:00:00+00:00
4.08,2024-01-01 09:00:00+00:00
0.94,2024-01-01 10:00:00+00:00
2.07,2024-01-01 11:00:00+00:00
4.13,2024-01-01 12:00:00+00:00
3.87,2024-01-01 13:00:00+00:00
1.87,2024-01-01 14:00:00+00:00
2.62,2024-01-01 15:00:00+00:00
1.32,2024-01-01 16:00:00+00:00
7.46,2024-01-01 17:00:00+00:00
7.44,2024-01-01 18:00:00+00:00
5.92,2024-01-01 19:00:00+00:00
8.5,2024-01-01 20:00:00+00:00
5.32,2024-01-01 21:00:00+00:00
4.19,2024-01-01 22:00:00+00:00
1.13,2024-01-01 23:00:00+00:00
