pm25,datetime
1.49,2023-12-31 00:00:00+00:00
0.69,2023-12-31 01:00:00+00:00
-1.12,2023-12-31 02:00:00+00:00
-2.37,2023-12-31 03:00:00+00:00
0.04,2023-12-31 04:00:00+00:00
-0.11,2023-12-31 05:00:00+00:00
-0.12,2023-12-31 06:00:00+00:00
2.49,2023-12-31 07:00:00+00:00
2.29,2023-12-31 08:00:00+00:00
0.38,2023-12-31 09:00:00+00:00
3.02,2023-12-31 10:00:00+00:00
2.4,2023-12-31 11:00:00+00:00
0.34,2023-12-31 12:00:00+00:00
1.12,2023-12-31 13:00:00+00:00
0.46,2023-12-31 14:00:00+00:00
-0.06,2023-12-31 15:00:00+00:00
0.98,2023-12-31 16:00:00+00:00
4.11,2023-12-31 17:00:00+00:00
5.09,2023-12-31 18:00:00+00:00
31.31,2023-12-31 19:00:00+00:00
5.74,2023-12-31 20:00:00+00:00
13.77,2023-12-31 21:00:00+00:00
9.36,2023-12-31 22:00:00+00:00
18.45,2023-12-31 23:00:00+00:00
168.15,2024-01-01 00:00:00+00:00
26.16,2024-01-01 01:00:00+00:00
1.07,2024-01-01 02:00:00+00:00
3.61,2024-01-01 03:00:00+00:00
3.66,2024-01-01 04:00:00+00:00
1.52,2024-01-01 05:00:00+00:00
1.86,2024-01-01 06:00:00+00:00
3.92,2024-01-01 07:00:00+00:00
3.56,2024-01-01 08:00:00+00:00
2.47,2024-01-01 09:00:00+00:00
1.67,2024-01-01 10:00:00+00:00
1.78,2024-01-01 11:00:00+00:00
2.9,2024-01-01 12:00:00+00:00
2.79,2024-01-01 13:00:00+00:00
-0.79,2024-01-01 14:00:00+00:00
0.57,2024-01-01 15:00:00+00:00
1.77,2024-01-01 16:00:00+00:00
2.41,2024-01-01 17:00:00+00:00
5.38,2024-01-01 18:00:00+00:00
3.02,2024-01-01 19:00:00+00:00
3.15,2024-01-01 20:00:00+00:00
4.11,2024-01-01 21:00:00+00:00
2.66,2024-01-01 22:00:00+00:00
2.8,2024-01-01 23:00:00+00:00
