pm25,datetime
4.78,2023-12-31 00:00:00+00:00
3.95,2023-12-31 01:00:00+00:00
2.26,2023-12-31 02:00:00+00:00
3.16,2023-12-31 03:00:00+00:00
4.61,2023-12-31 04:00:00+00:00
2.53,2023-12-31 05:00:00+00:00
5.24,2023-12-31 06:00:00+00:00
5.0,2023-12-31 07:00:00+00:00
3.73,2023-12-31 08:00:00+00:00
3.38,2023-12-31 09:00:00+00:00
2.04,2023-12-31 10:00:00+00:00
3.35,2023-12-31 11:00:00+00:00
3.98,2023-12-31 12:00:00+00:00
4.06,2023-12-31 13:00:00+00:00
2.84,2023-12-31 14:00:00+00:00
3.66,2023-12-31 15:00:00+00:00
9.55,2023-12-31 16:00:00+00:00
5.62,2023-12-31 17:00:00+00:00
16.09,2023-12-31 18:00:00+00:00
10.5,2023-12-31 19:00:00+00:00
15.0,2023-12-31 20:00:00+00:00
18.37,2023-12-31 21:00:00+00:00
15.41,2023-12-31 22:00:00+00:00
21.07,2023-12-31 23:00:00+00:00
193.14,2024-01-01 00:00:00+00:00
43.16,2024-01-01 01:00:00+00:00
8.78,2024-01-01 02:00:00+00:00
4.97,2024-01-01 03:00:00+00:00
7.09,2024-01-01 04:00:00+00:00
5.56,2024-01-01 05:00:00+00:00
7.82,2024-01-01 06:00:00+00:00
5.71,2024-01-01 07:00:00+00:00
7.11,2024-01-01 08:00:00+00:00
5.0,2024-01-01 09:00:00+00:00
7.96,2024-01-01 10:00:00+00:00
6.55,2024-01-01 11:00:00+00:00
5.42,2024-01-01 12:00:00+00:00
9.77,2024-01-01 13:00:00+00:00
6.95,2024-01-01 14:00:00+00:00
12.78,2024-01-01 15:00:00+00:00
8.62,2024-01-01 16:00:00+00:00
8.86,2024-01-01 17:00:00+00:00
7.85,2024-01-01 18:00:00+00:00
12.13,2024-01-01 19:00:00+00:00
8.94,2024-01-01 20:00:00+00:00
5.76,2024-01-01 21:00:00+00:00
2.54,2024-01-01 22:00:00+00:00
8.69,2024-01-01 23:00:00+00:00
