pm25,datetime
-2.92,2023-12-31 00:00:00+00:00
-3.44,2023-12-31 01:00:00+00:00
-2.51,2023-12-31 02:00:00+00:00
-2.21,2023-12-31 03:00:00+00:00
-0.11,2023-12-31 04:00:00+00:00
0.55,2023-12-31 05:00:00+00:00
-1.72,2023-12-31 06:00:00+00:00
-3.59,2023-12-31 07:00:00+00:00
-1.3,2023-12-31 08:00:00+00:00
-2.33,2023-12-31 09:00:00+00:00
-5.25,2023-12-31 11:00:00+00:00
-3.02,2023-12-31 12:00:00+00:00
-1.88,2023-12-31 13:00:00+00:00
-0.06,2023-12-31 14:00:00+00:00
0.72,2023-12-31 15:00:00+00:00
7.59,2023-12-31 16:00:00+00:00
12.77,2023-12-31 17:00:00+00:00
23.5,2023-12-31 18:00:00+00:00
27.02,2023-12-31 19:00:00+00:00
27.75,2023-12-31 20:00:00+00:00
59.14,2023-12-31 21:00:00+00:00
41.05,2023-12-31 22:00:00+00:00
60.78,2023-12-31 23:00:00+00:00
456.46,2024-01-01 00:00:00+00:00
86.9,2024-01-01 01:00:00+00:00
55.68,2024-01-01 02:00:00+00:00
20.03,2024-01-01 03:00:00+00:00
8.26,2024-01-01 04:00:00+00:00
5.12,2024-01-01 05:00:00+00:00
2.21,2024-01-01 06:00:00+00:00
0.55,2024-01-01 07:00:00+00:00
-0.12,2024-01-01 08:00:00+00:00
-0.57,2024-01-01 09:00:00+00:00
-0.93,2024-01-01 10:00:00+00:00
1.37,2024-01-01 11:00:00+00:00
1.94,2024-01-01 12:00:00+00:00
2.02,2024-01-01 13:00:00+00:00
4.89,2024-01-01 14:00:00+00:00
3.16,2024-01-01 15:00:00+00:00
0.71,2024-01-01 16:00:00+00:00
1.37,2024-01-01 17:00:00+00:00
6.81,2024-01-01 18:00:00+00:00
9.33,2024-01-01 19:00:00+00:00
5.92,2024-01-01 20:00:00+00:00
5.22,2024-01-01 21:00:00+00:00
2.63,2024-01-01 22:00:00+00:00
0.99,2024-01-01 23:00:00+00:00
