pm25,datetime
10.1,2023-09-08 00:00:00+00:00
10.4,2023-09-08 01:00:00+00:00
11.9,2023-09-08 02:00:00+00:00
15.8,2023-09-08 03:00:00+00:00
15.2,2023-09-08 04:00:00+00:00
15.5,2023-09-08 05:00:00+00:00
15.8,2023-09-08 06:00:00+00:00
17.6,2023-09-08 07:00:00+00:00
21.1,2023-09-08 08:00:00+00:00
22.0,2023-09-08 09:00:00+00:00
27.1,2023-09-08 10:00:00+00:00
24.3,2023-09-08 11:00:00+00:00
23.0,2023-09-08 12:00:00+00:00
20.0,2023-09-08 13:00:00+00:00
18.6,2023-09-08 14:00:00+00:00
13.4,2023-09-08 15:00:00+00:00
9.8,2023-09-08 16:00:00+00:00
10.1,2023-09-08 17:00:00+00:00
11.2,2023-09-08 18:00:00+00:00
13.2,2023-09-08 19:00:00+00:00
16.1,2023-09-08 20:00:00+00:00
26.7,2023-09-08 21:00:00+00:00
53.5,2023-09-08 22:00:00+00:00
67.4,2023-09-08 23:00:00+00:00
70.5,2023-09-09 00:00:00+00:00
78.4,2023-09-09 01:00:00+00:00
89.0,2023-09-09 02:00:00+00:00
83.9,2023-09-09 03:00:00+00:00
65.0,2023-09-09 04:00:00+00:00
67.8,2023-09-09 05:00:00+00:00
67.3,2023-09-09 06:00:00+00:00
75.7,2023-09-09 07:00:00+00:00
66.1,2023-09-09 08:00:00+00:00
49.6,2023-09-09 09:00:00+00:00
29.4,2023-09-09 10:00:00+00:00
17.4,2023-09-09 11:00:00+00:00
13.2,2023-09-09 12:00:00+00:00
14.3,2023-09-09 13:00:00+00:00
15.1,2023-09-09 14:00:00+00:00
15.4,2023-09-09 15:00:00+00:00
15.6,2023-09-09 16:00:00+00:00
15.1,2023-09-09 17:00:00+00:00
21.8,2023-09-09 18:00:00+00:00
25.6,2023-09-09 19:00:00+00:00
24.6,2023-09-09 20:00:00+00:00
26.7,2023-09-09 21:00:00+00:00
23.1,2023-09-09 22:00:00+00:00
24.9,2023-09-09 23:00:00+00:00
