pm25,datetime
4.7,2023-09-08 00:00:00+00:00
7.0,2023-09-08 01:00:00+00:00
10.6,2023-09-08 02:00:00+00:00
9.7,2023-09-08 03:00:00+00:00
11.3,2023-09-08 04:00:00+00:00
13.0,2023-09-08 05:00:00+00:00
20.4,2023-09-08 06:00:00+00:00
15.6,2023-09-08 07:00:00+00:00
14.5,2023-09-08 08:00:00+00:00
19.3,2023-09-08 09:00:00+00:00
19.4,2023-09-08 10:00:00+00:00
22.2,2023-09-08 11:00:00+00:00
10.8,2023-09-08 12:00:00+00:00
18.3,2023-09-08 13:00:00+00:00
10.5,2023-09-08 14:00:00+00:00
11.6,2023-09-08 15:00:00+00:00
10.4,2023-09-08 16:00:00+00:00
18.3,2023-09-08 17:00:00+00:00
16.6,2023-09-08 18:00:00+00:00
11.4,2023-09-08 19:00:00+00:00
19.5,2023-09-08 20:00:00+00:00
26.5,2023-09-08 21:00:00+00:00
58.9,2023-09-08 22:00:00+00:00
63.7,2023-09-08 23:00:00+00:00
71.6,2023-09-09 00:00:00+00:00
71.7,2023-09-09 01:00:00+00:00
92.9,2023-09-09 02:00:00+00:00
93.0,2023-09-09 03:00:00+00:00
81.6,2023-09-09 04:00:00+00:00
82.1,2023-09-09 05:00:00+00:00
74.7,2023-09-09 06:00:00+00:00
69.2,2023-09-09 07:00:00+00:00
51.8,2023-09-09 08:00:00+00:00
23.6,2023-09-09 09:00:00+00:00
25.9,2023-09-09 10:00:00+00:00
20.7,2023-09-09 11:00:00+00:00
15.8,2023-09-09 12:00:00+00:00
18.1,2023-09-09 13:00:00+00:00
19.2,2023-09-09 14:00:00+00:00
22.6,2023-09-09 15:00:00+00:00
21.2,2023-09-09 16:00:00+00:00
27.8,2023-09-09 17:00:00+00:00
22.5,2023-09-09 18:00:00+00:00
21.5,2023-09-09 19:00:00+00:00
20.6,2023-09-09 20:00:00+00:00
22.7,2023-09-09 21:00:00+00:00
21.3,2023-09-09 22:00:00+00:00
19.3,2023-09-09 23:00:00+00:00
