pm25,datetime
3.86,2023-12-31 00:00:00+00:00
5.82,2023-12-31 01:00:00+00:00
6.13,2023-12-31 02:00:00+00:00
5.04,2023-12-31 03:00:00+00:00
3.39,2023-12-31 04:00:00+00:00
2.27,2023-12-31 05:00:00+00:00
2.52,2023-12-31 06:00:00+00:00
4.03,2023-12-31 07:00:00+00:00
4.29,2023-12-31 08:00:00+00:00
2.82,2023-12-31 09:00:00+00:00
0.91,2023-12-31 10:00:00+00:00
0.21,2023-12-31 11:00:00+00:00
2.78,2023-12-31 12:00:00+00:00
4.06,2023-12-31 13:00:00+00:00
2.4,2023-12-31 14:00:00+00:00
2.03,2023-12-31 15:00:00+00:00
8.74,2023-12-31 16:00:00+00:00
7.94,2023-12-31 17:00:00+00:00
11.42,2023-12-31 18:00:00+00:00
9.67,2023-12-31 19:00:00+00:00
13.28,2023-12-31 20:00:00+00:00
14.25,2023-12-31 21:00:00+00:00
12.45,2023-12-31 22:00:00+00:00
14.19,2023-12-31 23:00:00+00:00
261.44,2024-01-01 00:00:00+00:00
18.24,2024-01-01 01:00:00+00:00
3.61,2024-01-01 02:00:00+00:00
6.71,2024-01-01 03:00:00+00:00
5.35,2024-01-01 04:00:00+00:00
6.22,2024-01-01 05:00:00+00:00
4.69,2024-01-01 06:00:00+00:00
1.72,2024-01-01 07:00:00+00:00
0.55,2024-01-01 08:00:00+00:00
0.43,2024-01-01 09:00:00+00:00
2.57,2024-01-01 10:00:00+00:00
7.17,2024-01-01 11:00:00+00:00
8.26,2024-01-01 12:00:00+00:00
6.61,2024-01-01 13:00:00+00:00
11.09,2024-01-01 14:00:00+00:00
9.75,2024-01-01 15:00:00+00:00
8.95,2024-01-01 16:00:00+00:00
7.65,2024-01-01 17:00:00+00:00
10.1,2024-01-01 18:00:00+00:00
12.52,2024-01-01 19:00:00+00:00
8.56,2024-01-01 20:00:00+00:00
6.32,2024-01-01 21:00:00+00:00
14.08,2024-01-01 22:00:00+00:00
10.35,2024-01-01 23:00:00+00:00
