pm25,datetime
0.01,2023-12-31 00:00:00+00:00
-0.82,2023-12-31 01:00:00+00:00
-0.19,2023-12-31 02:00:00+00:00
-0.03,2023-12-31 03:00:00+00:00
0.45,2023-12-31 04:00:00+00:00
-0.19,2023-12-31 05:00:00+00:00
-0.35,2023-12-31 06:00:00+00:00
-1.43,2023-12-31 07:00:00+00:00
-1.8,2023-12-31 08:00:00+00:00
0.48,2023-12-31 09:00:00+00:00
-0.1,2023-12-31 10:00:00+00:00
-1.1,2023-12-31 11:00:00+00:00
-1.26,2023-12-31 12:00:00+00:00
-1.79,2023-12-31 13:00:00+00:00
-0.19,2023-12-31 14:00:00+00:00
1.69,2023-12-31 15:00:00+00:00
3.15,2023-12-31 16:00:00+00:00
5.25,2023-12-31 17:00:00+00:00
7.3,2023-12-31 18:00:00+00:00
4.25,2023-12-31 19:00:00+00:00
6.76,2023-12-31 20:00:00+00:00
7.2,2023-12-31 21:00:00+00:00
13.46,2023-12-31 22:00:00+00:00
11.27,2023-12-31 23:00:00+00:00
203.23,2024-01-01 00:00:00+00:00
26.9,2024-01-01 01:00:00+00:00
2.25,2024-01-01 02:00:00+00:00
0.57,2024-01-01 03:00:00+00:00
1.2,2024-01-01 04:00:00+00:00
0.98,2024-01-01 05:00:00+00:00
0.39,2024-01-01 06:00:00+00:00
2.45,2024-01-01 07:00:00+00:00
2.46,2024-01-01 08:00:00+00:00
1.53,2024-01-01 09:00:00+00:00
0.75,2024-01-01 10:00:00+00:00
2.71,2024-01-01 11:00:00+00:00
2.07,2024-01-01 12:00:00+00:00
-0.27,2024-01-01 13:00:00+00:00
3.09,2024-01-01 14:00:00+00:00
6.75,2024-01-01 15:00:00+00:00
3.31,2024-01-01 16:00:00+00:00
6.31,2024-01-01 17:00:00+00:00
5.26,2024-01-01 18:00:00+00:00
2.74,2024-01-01 19:00:00+00:00
2.5,2024-01-01 20:00:00+00:00
1.84,2024-01-01 21:00:00+00:00
4.6,2024-01-01 22:00:00+00:00
2.48,2024-01-01 23:00:00+00:00
