pm25,datetime
12.7,2023-09-08 00:00:00+00:00
14.2,2023-09-08 01:00:00+00:00
19.7,2023-09-08 02:00:00+00:00
12.3,2023-09-08 03:00:00+00:00
11.4,2023-09-08 04:00:00+00:00
17.9,2023-09-08 05:00:00+00:00
19.6,2023-09-08 06:00:00+00:00
21.2,2023-09-08 07:00:00+00:00
17.1,2023-09-08 08:00:00+00:00
23.1,2023-09-08 09:00:00+00:00
24.0,2023-09-08 10:00:00+00:00
27.9,2023-09-08 11:00:00+00:00
21.3,2023-09-08 12:00:00+00:00
23.5,2023-09-08 13:00:00+00:00
20.7,2023-09-08 14:00:00+00:00
22.5,2023-09-08 15:00:00+00:00
22.4,2023-09-08 16:00:00+00:00
15.1,2023-09-08 17:00:00+00:00
18.1,2023-09-08 18:00:00+00:00
22.3,2023-09-08 19:00:00+00:00
21.8,2023-09-08 20:00:00+00:00
25.9,2023-09-08 21:00:00+00:00
41.6,2023-09-08 22:00:00+00:00
44.4,2023-09-08 23:00:00+00:00
55.7,2023-09-09 00:00:00+00:00
63.3,2023-09-09 01:00:00+00:00
79.5,2023-09-09 02:00:00+00:00
94.1,2023-09-09 03:00:00+00:00
90.3,2023-09-09 04:00:00+00:00
88.8,2023-09-09 05:00:00+00:00
85.9,2023-09-09 06:00:00+00:00
97.2,2023-09-09 07:00:00+00:00
62.6,2023-09-09 08:00:00+00:00
39.7,2023-09-09 09:00:00+00:00
26.8,2023-09-09 10:00:00+00:00
20.1,2023-09-09 11:00:00+00:00
17.7,2023-09-09 12:00:00+00:00
18.1,2023-09-09 13:00:00+00:00
25.6,2023-09-09 14:00:00+00:00
24.4,2023-09-09 15:00:00+00:00
24.8,2023-09-09 16:00:00+00:00
18.9,2023-09-09 17:00:00+00:00
27.8,2023-09-09 18:00:00+00:00
28.0,2023-09-09 19:00:00+00:00
23.9,2023-09-09 20:00:00+00:00
31.5,2023-09-09 21:00:00+00:00
22.4,2023-09-09 22:00:00+00:00
35.1,2023-09-09 23:00:00+00:00
