pm25,datetime
-2.83,2023-12-31 00:00:00+00:00
-3.72,2023-12-31 01:00:00+00:00
-3.14,2023-12-31 02:00:00+00:00
-1.52,2023-12-31 03:00:00+00:00
-1.07,2023-12-31 04:00:00+00:00
-1.65,2023-12-31 05:00:00+00:00
-0.22,2023-12-31 06:00:00+00:00
-0.51,2023-12-31 07:00:00+00:00
-1.77,2023-12-31 08:00:00+00:00
1.01,2023-12-31 09:00:00+00:00
1.3,2023-12-31 10:00:00+00:00
-1.76,2023-12-31 11:00:00+00:00
-3.82,2023-12-31 12:00:00+00:00
-2.36,2023-12-31 13:00:00+00:00
-1.78,2023-12-31 14:00:00+00:00
-2.77,2023-12-31 15:00:00+00:00
0.13,2023-12-31 16:00:00+00:00
2.4,2023-12-31 17:00:00+00:00
7.01,2023-12-31 18:00:00+00:00
8.24,2023-12-31 19:00:00+00:00
8.56,2023-12-31 20:00:00+00:00
11.85,2023-12-31 21:00:00+00:00
9.66,2023-12-31 22:00:00+00:00
6.09,2023-12-31 23:00:00+00:00
194.41,2024-01-01 00:00:00+00:00
5.69,2024-01-01 01:00:00+00:00
3.04,2024-01-01 02:00:00+00:00
1.12,2024-01-01 03:00:00+00:00
4.25,2024-01-01 04:00:00+00:00
2.81,2024-01-01 05:00:00+00:00
1.7,2024-01-01 06:00:00+00:00
2.23,2024-01-01 07:00:00+00:00
-1.5,2024-01-01 08:00:00+00:00
-2.64,2024-01-01 09:00:00+00:00
1.87,2024-01-01 10:00:00+00:00
0.61,2024-01-01 11:00:00+00:00
-0.74,2024-01-01 12:00:00+00:00
4.34,2024-01-01 13:00:00+00:00
2.44,2024-01-01 14:00:00+00:00
3.3,2024-01-01 15:00:00+00:00
2.57,2024-01-01 16:00:00+00:00
0.2,2024-01-01 17:00:00+00:00
4.88,2024-01-01 18:00:00+00:00
5.23,2024-01-01 19:00:00+00:00
5.1,2024-01-01 20:00:00+00:00
3.71,2024-01-01 21:00:00+00:00
3.03,2024-01-01 22:00:00+00:00
1.06,2024-01-01 23:00:00+00:00
