pm25,datetime
4.6,2023-12-31 00:00:00+00:00
9.87,2023-12-31 01:00:00+00:00
6.2,2023-12-31 02:00:00+00:00
3.9,2023-12-31 03:00:00+00:00
10.38,2023-12-31 04:00:00+00:00
5.7,2023-12-31 05:00:00+00:00
3.07,2023-12-31 06:00:00+00:00
1.21,2023-12-31 07:00:00+00:00
5.37,2023-12-31 08:00:00+00:00
5.22,2023-12-31 09:00:00+00:00
0.82,2023-12-31 10:00:00+00:00
7.03,2023-12-31 11:00:00+00:00
5.67,2023-12-31 12:00:00+00:00
9.82,2023-12-31 13:00:00+00:00
6.47,2023-12-31 14:00:00+00:00
6.53,2023-12-31 15:00:00+00:00
7.3,2023-12-31 16:00:00+00:00
8.75,2023-12-31 17:00:00+00:00
5.22,2023-12-31 18:00:00+00:00
14.26,2023-12-31 19:00:00+00:00
-0.41,2023-12-31 20:00:00+00:00
8.15,2023-12-31 21:00:00+00:00
5.88,2023-12-31 22:00:00+00:00
8.29,2023-12-31 23:00:00+00:00
7.21,2024-01-01 00:00:00+00:00
6.21,2024-01-01 01:00:00+00:00
4.62,2024-01-01 02:00:00+00:00
1.09,2024-01-01 03:00:00+00:00
15.38,2024-01-01 04:00:00+00:00
1.28,2024-01-01 05:00:00+00:00
12.09,2024-01-01 06:00:00+00:00
5.98,2024-01-01 07:00:00+00:00
5.51,2024-01-01 08:00:00+00:00
10.03,2024-01-01 09:00:00+00:00
5.57,2024-01-01 10:00:00+00:00
6.57,2024-01-01 11:00:00+00:00
8.86,2024-01-01 12:00:00+00:00
7.64,2024-01-01 13:00:00+00:00
16.91,2024-01-01 14:00:00+00:00
7.64,2024-01-01 15:00:00+00:00
14.22,2024-01-01 16:00:00+00:00
6.91,2024-01-01 17:00:00+00:00
9.71,2024-01-01 18:00:00+00:00
2.67,2024-01-01 19:00:00+00:00
8.33,2024-01-01 20:00:00+00:00
9.13,2024-01-01 21:00:00+00:00
15.79,2024-01-01 22:00:00+00:00
3.99,2024-01-01 23:00:00+00:00
