pm25,datetime
6.42,2023-12-31 00:00:00+00:00
3.16,2023-12-31 01:00:00+00:00
1.57,2023-12-31 02:00:00+00:00
0.69,2023-12-31 03:00:00+00:00
0.57,2023-12-31 04:00:00+00:00
-0.46,2023-12-31 05:00:00+00:00
-0.71,2023-12-31 06:00:00+00:00
0.46,2023-12-31 07:00:00+00:00
0.58,2023-12-31 08:00:00+00:00
1.53,2023-12-31 09:00:00+00:00
3.7,2023-12-31 10:00:00+00:00
1.83,2023-12-31 11:00:00+00:00
-0.96,2023-12-31 12:00:00+00:00
0.61,2023-12-31 13:00:00+00:00
-0.24,2023-12-31 14:00:00+00:00
-0.05,2023-12-31 15:00:00+00:00
3.49,2023-12-31 16:00:00+00:00
3.92,2023-12-31 17:00:00+00:00
5.42,2023-12-31 18:00:00+00:00
7.96,2023-12-31 19:00:00+00:00
4.52,2023-12-31 20:00:00+00:00
8.27,2023-12-31 21:00:00+00:00
11.08,2023-12-31 22:00:00+00:00
22.8,2023-12-31 23:00:00+00:00
218.62,2024-01-01 00:00:00+00:00
18.49,2024-01-01 01:00:00+00:00
2.85,2024-01-01 02:00:00+00:00
3.08,2024-01-01 03:00:00+00:00
4.77,2024-01-01 04:00:00+00:00
3.6,2024-01-01 05:00:00+00:00
0.85,2024-01-01 06:00:00+00:00
0.26,2024-01-01 07:00:00+00:00
0.37,2024-01-01 08:00:00+00:00
0.64,2024-01-01 09:00:00+00:00
3.7,2024-01-01 10:00:00+00:00
3.06,2024-01-01 11:00:00+00:00
4.2,2024-01-01 12:00:00+00:00
2.8,2024-01-01 13:00:00+00:00
1.67,2024-01-01 14:00:00+00:00
1.86,2024-01-01 15:00:00+00:00
2.98,2024-01-01 16:00:00+00:00
3.8,2024-01-01 17:00:00+00:00
6.97,2024-01-01 18:00:00+00:00
5.61,2024-01-01 19:00:00+00:00
2.85,2024-01-01 20:00:00+00:00
3.13,2024-01-01 21:00:00+00:00
3.27,2024-01-01 22:00:00+00:00
3.11,2024-01-01 23:00:00+00:00
