datetime,pm25,temperature,humidity
2023-09-08 00:00:00+00:00,11.02,22.96,66.79
2023-09-08 01:00:00+00:00,12.24,22.19,69.45
2023-09-08 02:00:00+00:00,14.24,21.54,71.93
2023-09-08 03:00:00+00:00,14.5,20.73,74.29
2023-09-08 04:00:00+00:00,19.79,19.9,76.61
2023-09-08 05:00:00+00:00,20.11,19.56,77.85
2023-09-08 06:00:00+00:00,22.7,19.36,78.47
2023-09-08 07:00:00+00:00,27.09,20.6,76.48
2023-09-08 08:00:00+00:00,25.15,26.09,60.07
2023-09-08 09:00:00+00:00,22.69,33.7,41.29
2023-09-08 10:00:00+00:00,21.1,39.97,31.48
2023-09-08 11:00:00+00:00,19.81,42.97,28.65
2023-09-08 12:00:00+00:00,14.07,43.13,28.22
2023-09-08 13:00:00+00:00,15.68,40.84,31.18
2023-09-08 14:00:00+00:00,14.24,36.18,38.33
2023-09-08 15:00:00+00:00,7.37,33.73,40.27
2023-09-08 16:00:00+00:00,7.8,32.42,43.47
2023-09-08 17:00:00+00:00,7.75,31.28,48.0
2023-09-08 18:00:00+00:00,8.93,29.66,50.57
2023-09-08 19:00:00+00:00,10.53,27.75,58.39
2023-09-08 20:00:00+00:00,27.41,25.4,63.05
2023-09-08 21:00:00+00:00,91.12,23.9,68.52
2023-09-08 22:00:00+00:00,130.22,22.96,73.74
2023-09-08 23:00:00+00:00,143.51,22.42,75.63
2023-09-09 00:00:00+00:00,108.02,21.71,76.92
2023-09-09 01:00:00+00:00,141.68,21.05,79.19
2023-09-09 02:00:00+00:00,145.3,20.68,80.34
2023-09-09 03:00:00+00:00,102.9,20.11,80.24
2023-09-09 04:00:00+00:00,73.64,19.06,81.67
2023-09-09 05:00:00+00:00,65.96,18.3,83.12
2023-09-09 06:00:00+00:00,51.29,18.17,83.28
2023-09-09 07:00:00+00:00,43.49,19.64,82.78
2023-09-09 08:00:00+00:00,70.93,25.81,67.93
2023-09-09 09:00:00+00:00,36.26,34.96,44.14
2023-09-09 10:00:00+00:00,18.49,40.79,30.35
2023-09-09 11:00:00+00:00,8.03,41.56,26.9
2023-09-09 12:00:00+00:00,8.67,39.15,29.24
2023-09-09 13:00:00+00:00,9.89,37.17,32.24
2023-09-09 14:00:00+00:00,10.9,34.23,37.57
2023-09-09 15:00:00+00:00,11.03,33.07,40.26
2023-09-09 16:00:00+00:00,12.52,31.91,43.59
2023-09-09 17:00:00+00:00,11.97,30.72,46.76
2023-09-09 18:00:00+00:00,14.54,29.21,51.51
2023-09-09 19:00:00+00:00,24.4,27.72,58.19
2023-09-09 20:00:00+00:00,26.77,26.36,62.71
2023-09-09 21:00:00+00:00,32.0,25.27,67.46
2023-09-09 22:00:00+00:00,41.87,24.54,70.14
2023-09-09 23:00:00+00:00,43.68,23.88,72.4
