pm25,datetime
11.8,2023-09-08 00:00:00+00:00
11.9,2023-09-08 01:00:00+00:00
10.9,2023-09-08 02:00:00+00:00
11.2,2023-09-08 03:00:00+00:00
17.4,2023-09-08 04:00:00+00:00
18.0,2023-09-08 05:00:00+00:00
15.4,2023-09-08 06:00:00+00:00
23.4,2023-09-08 07:00:00+00:00
25.0,2023-09-08 08:00:00+00:00
25.8,2023-09-08 09:00:00+00:00
27.4,2023-09-08 10:00:00+00:00
27.6,2023-09-08 11:00:00+00:00
32.8,2023-09-08 12:00:00+00:00
28.5,2023-09-08 13:00:00+00:00
22.7,2023-09-08 14:00:00+00:00
18.1,2023-09-08 15:00:00+00:00
13.4,2023-09-08 16:00:00+00:00
14.0,2023-09-08 17:00:00+00:00
25.3,2023-09-08 18:00:00+00:00
56.5,2023-09-08 19:00:00+00:00
71.7,2023-09-08 20:00:00+00:00
64.3,2023-09-08 21:00:00+00:00
57.3,2023-09-08 22:00:00+00:00
61.4,2023-09-08 23:00:00+00:00
58.3,2023-09-09 00:00:00+00:00
51.3,2023-09-09 01:00:00+00:00
47.0,2023-09-09 02:00:00+00:00
53.0,2023-09-09 03:00:00+00:00
32.6,2023-09-09 04:00:00+00:00
16.2,2023-09-09 05:00:00+00:00
18.8,2023-09-09 06:00:00+00:00
31.7,2023-09-09 07:00:00+00:00
36.9,2023-09-09 08:00:00+00:00
18.2,2023-09-09 09:00:00+00:00
12.3,2023-09-09 10:00:00+00:00
11.3,2023-09-09 11:00:00+00:00
9.1,2023-09-09 12:00:00+00:00
11.0,2023-09-09 13:00:00+00:00
17.4,2023-09-09 14:00:00+00:00
13.0,2023-09-09 15:00:00+00:00
12.6,2023-09-09 16:00:00+00:00
12.2,2023-09-09 17:00:00+00:00
12.5,2023-09-09 18:00:00+00:00
13.1,2023-09-09 19:00:00+00:00
22.3,2023-09-09 20:00:00+00:00
31.5,2023-09-09 21:00:00+00:00
29.3,2023-09-09 22:00:00+00:00
31.1,2023-09-09 23:00:00+00:00
