pm25,datetime
2.46,2023-12-31 00:00:00+00:00
3.03,2023-12-31 01:00:00+00:00
1.86,2023-12-31 02:00:00+00:00
0.89,2023-12-31 03:00:00+00:00
1.76,2023-12-31 04:00:00+00:00
2.42,2023-12-31 05:00:00+00:00
5.39,2023-12-31 06:00:00+00:00
4.29,2023-12-31 07:00:00+00:00
4.59,2023-12-31 08:00:00+00:00
5.32,2023-12-31 09:00:00+00:00
6.68,2023-12-31 10:00:00+00:00
4.5,2023-12-31 11:00:00+00:00
2.3,2023-12-31 12:00:00+00:00
3.53,2023-12-31 13:00:00+00:00
2.81,2023-12-31 14:00:00+00:00
1.85,2023-12-31 15:00:00+00:00
4.64,2023-12-31 16:00:00+00:00
7.29,2023-12-31 17:00:00+00:00
11.66,2023-12-31 18:00:00+00:00
8.75,2023-12-31 19:00:00+00:00
5.07,2023-12-31 20:00:00+00:00
4.51,2023-12-31 21:00:00+00:00
4.98,2023-12-31 22:00:00+00:00
5.86,2023-12-31 23:00:00+00:00
24.09,2024-01-01 00:00:00+00:00
11.03,2024-01-01 01:00:00+00:00
6.16,2024-01-01 02:00:00+00:00
4.43,2024-01-01 03:00:00+00:00
6.17,2024-01-01 04:00:00+00:00
4.65,2024-01-01 05:00:00+00:00
3.53,2024-01-01 06:00:00+00:00
5.53,2024-01-01 07:00:00+00:00
5.24,2024-01-01 08:00:00+00:00
6.34,2024-01-01 09:00:00+00:00
4.24,2024-01-01 10:00:00+00:00
5.6,2024-01-01 11:00:00+00:00
7.51,2024-01-01 12:00:00+00:00
7.96,2024-01-01 13:00:00+00:00
8.22,2024-01-01 14:00:00+00:00
5.69,2024-01-01 15:00:00+00:00
7.83,2024-01-01 16:00:00+00:00
7.86,2024-01-01 17:00:00+00:00
10.09,2024-01-01 18:00:00+00:00
5.71,2024-01-01 19:00:00+00:00
7.04,2024-01-01 20:00:00+00:00
5.59,2024-01-01 21:00:00+00:00
3.63,2024-01-01 22:00:00+00:00
4.18,2024-01-01 23:00:00+00:00
