pm25,datetime
10.6,2023-09-08 00:00:00+00:00
10.7,2023-09-08 01:00:00+00:00
10.6,2023-09-08 02:00:00+00:00
11.8,2023-09-08 03:00:00+00:00
13.7,2023-09-08 04:00:00+00:00
13.0,2023-09-08 05:00:00+00:00
13.3,2023-09-08 06:00:00+00:00
17.8,2023-09-08 07:00:00+00:00
21.7,2023-09-08 08:00:00+00:00
26.1,2023-09-08 09:00:00+00:00
32.3,2023-09-08 10:00:00+00:00
30.4,2023-09-08 11:00:00+00:00
29.9,2023-09-08 12:00:00+00:00
21.5,2023-09-08 13:00:00+00:00
18.6,2023-09-08 14:00:00+00:00
12.1,2023-09-08 15:00:00+00:00
10.1,2023-09-08 16:00:00+00:00
9.8,2023-09-08 17:00:00+00:00
11.3,2023-09-08 18:00:00+00:00
9.1,2023-09-08 19:00:00+00:00
32.5,2023-09-08 20:00:00+00:00
59.1,2023-09-08 21:00:00+00:00
69.1,2023-09-08 22:00:00+00:00
66.3,2023-09-08 23:00:00+00:00
60.2,2023-09-09 00:00:00+00:00
68.2,2023-09-09 01:00:00+00:00
61.7,2023-09-09 02:00:00+00:00
39.3,2023-09-09 03:00:00+00:00
24.1,2023-09-09 04:00:00+00:00
34.5,2023-09-09 05:00:00+00:00
25.7,2023-09-09 06:00:00+00:00
15.8,2023-09-09 07:00:00+00:00
25.8,2023-09-09 08:00:00+00:00
31.7,2023-09-09 09:00:00+00:00
20.7,2023-09-09 10:00:00+00:00
16.2,2023-09-09 11:00:00+00:00
12.9,2023-09-09 12:00:00+00:00
14.5,2023-09-09 13:00:00+00:00
15.0,2023-09-09 14:00:00+00:00
15.7,2023-09-09 15:00:00+00:00
16.6,2023-09-09 16:00:00+00:00
17.4,2023-09-09 17:00:00+00:00
17.8,2023-09-09 18:00:00+00:00
18.7,2023-09-09 19:00:00+00:00
20.8,2023-09-09 20:00:00+00:00
26.5,2023-09-09 21:00:00+00:00
27.7,2023-09-09 22:00:00+00:00
26.1,2023-09-09 23:00:00+00:00
