pm25,temperature,datetime,humidity
29.84,12.21,2023-05-06 05:00:00+00:00,86.62
29.16,12.91,2023-05-06 06:00:00+00:00,85.88
32.61,13.96,2023-05-06 07:00:00+00:00,84.01
21.18,16.39,2023-05-06 08:00:00+00:00,74.61
8.87,19.84,2023-05-06 09:00:00+00:00,64.9
8.49,21.65,2023-05-06 10:00:00+00:00,56.64
6.75,22.12,2023-05-06 11:00:00+00:00,52.65
5.53,22.75,2023-05-06 12:00:00+00:00,51.68
7.81,25.32,2023-05-06 13:00:00+00:00,44.73
11.05,26.85,2023-05-06 14:00:00+00:00,39.17
8.64,27.38,2023-05-06 15:00:00+00:00,39.78
14.11,25.65,2023-05-06 16:00:00+00:00,46.03
16.81,23.65,2023-05-06 17:00:00+00:00,50.26
39.32,21.42,2023-05-06 18:00:00+00:00,56.48
25.69,20.15,2023-05-06 19:00:00+00:00,62.97
18.59,18.07,2023-05-06 20:00:00+00:00,68.02
11.55,17.45,2023-05-06 21:00:00+00:00,65.97
9.74,16.85,2023-05-06 22:00:00+00:00,67.75
8.66,16.24,2023-05-06 23:00:00+00:00,67.89
15.66,15.9,2023-05-07 00:00:00+00:00,71.68
31.93,15.51,2023-05-07 01:00:00+00:00,81.49
50.38,15.29,2023-05-07 02:00:00+00:00,85.14
40.36,15.25,2023-05-07 03:00:00+00:00,84.38
21.35,15.32,2023-05-07 04:00:00+00:00,82.88
15.82,15.24,2023-05-07 05:00:00+00:00,82.66
15.09,15.74,2023-05-07 06:00:00+00:00,81.17
23.16,16.39,2023-05-07 07:00:00+00:00,80.16
23.53,17.72,2023-05-07 08:00:00+00:00,76.44
15.34,20.3,2023-05-07 09:00:00+00:00,67.16
10.77,22.08,2023-05-07 10:00:00+00:00,60.65
6.16,25.09,2023-05-07 11:00:00+00:00,54.4
5.54,27.03,2023-05-07 12:00:00+00:00,53.07
8.38,25.54,2023-05-07 13:00:00+00:00,52.92
9.61,22.56,2023-05-07 14:00:00+00:00,62.3
13.64,23.57,2023-05-07 15:00:00+00:00,59.65
15.09,23.44,2023-05-07 16:00:00+00:00,59.14
14.44,22.82,2023-05-07 17:00:00+00:00,60.64
18.1,21.76,2023-05-07 18:00:00+00:00,63.82
12.7,20.95,2023-05-07 19:00:00+00:00,65.63
23.13,19.25,2023-05-07 20:00:00+00:00,68.31
36.14,17.38,2023-05-07 21:00:00+00:00,72.03
33.48,16.27,2023-05-07 22:00:00+00:00,72.89
