pm25_HLL_298,temperature_HLL_298,datetime,humidity_HLL_298,pm25_HLL_345,temperature_HLL_345,humidity_HLL_345,winddirection,windspeed,temperature_KNMI_240,humidity_KNMI_240,pm25_NL49701,pm25_HLL_256,temperature_HLL_256,humidity_HLL_256,pm25_HLL_307,temperature_HLL_307,humidity_HLL_307,pm25_HLL_320,temperature_HLL_320,humidity_HLL_320,pm25_HLL_448,temperature_HLL_448,humidity_HLL_448,winddirection_knmi,windspeed_knmi,temperature_knmi,humidity_knmi,pm25_diff_HLL_345_HLL_345,pm25_diff_HLL_345_HLL_307,pm25_diff_HLL_345_HLL_448,pm25_diff_HLL_345_HLL_298,pm25_diff_HLL_345_HLL_320,pm25_diff_HLL_345_HLL_256,pm25_diff_HLL_307_HLL_345,pm25_diff_HLL_307_HLL_307,pm25_diff_HLL_307_HLL_448,pm25_diff_HLL_307_HLL_298,pm25_diff_HLL_307_HLL_320,pm25_diff_HLL_307_HLL_256,pm25_diff_HLL_448_HLL_345,pm25_diff_HLL_448_HLL_307,pm25_diff_HLL_448_HLL_448,pm25_diff_HLL_448_HLL_298,pm25_diff_HLL_448_HLL_320,pm25_diff_HLL_448_HLL_256,pm25_diff_HLL_298_HLL_345,pm25_diff_HLL_298_HLL_307,pm25_diff_HLL_298_HLL_448,pm25_diff_HLL_298_HLL_298,pm25_diff_HLL_298_HLL_320,pm25_diff_HLL_298_HLL_256,pm25_diff_HLL_320_HLL_345,pm25_diff_HLL_320_HLL_307,pm25_diff_HLL_320_HLL_448,pm25_diff_HLL_320_HLL_298,pm25_diff_HLL_320_HLL_320,pm25_diff_HLL_320_HLL_256,pm25_diff_HLL_256_HLL_345,pm25_diff_HLL_256_HLL_307,pm25_diff_HLL_256_HLL_448,pm25_diff_HLL_256_HLL_298,pm25_diff_HLL_256_HLL_320,pm25_diff_HLL_256_HLL_256,highhumidity,datehour,dateday
9.12,7.26,2023-04-20 03:00:00+00:00,68.63,9.22,6.85,68.35,10.0,3.0,7.3,70.0,6.0,8.78,7.19,70.02,8.68,6.15,73.13,9.42,7.39,71.05,,,,10.0,3.0,7.3,70.0,0.0,0.5400000000000009,,0.10000000000000142,-0.1999999999999993,0.4400000000000013,-0.5400000000000009,0.0,,-0.4399999999999995,-0.7400000000000002,-0.09999999999999964,,,,,,,-0.10000000000000142,0.4399999999999995,,0.0,-0.3000000000000007,0.33999999999999986,0.1999999999999993,0.7400000000000002,,0.3000000000000007,0.0,0.6400000000000006,-0.4400000000000013,0.09999999999999964,,-0.33999999999999986,-0.6400000000000006,0.0,False,3,Thursday
6.75,7.63,2023-04-20 04:00:00+00:00,68.75,6.82,7.54,68.24,10.0,4.0,8.1,71.0,4.9,6.2,7.61,70.74,6.35,7.11,73.58,6.5,7.88,69.53,,,,10.0,4.0,8.1,71.0,0.0,0.47000000000000064,,0.07000000000000028,0.3200000000000003,0.6200000000000001,-0.47000000000000064,0.0,,-0.40000000000000036,-0.15000000000000036,0.14999999999999947,,,,,,,-0.07000000000000028,0.40000000000000036,,0.0,0.25,0.5499999999999998,-0.3200000000000003,0.15000000000000036,,-0.25,0.0,0.2999999999999998,-0.6200000000000001,-0.14999999999999947,,-0.5499999999999998,-0.2999999999999998,0.0,False,4,Thursday
4.63,8.0,2023-04-20 05:00:00+00:00,70.73,5.41,7.75,72.43,20.0,5.0,8.4,73.0,3.4,4.34,8.05,71.05,4.92,7.6,75.13,5.14,8.18,72.36,,,,20.0,5.0,8.4,73.0,0.0,0.4900000000000002,,0.7800000000000002,0.27000000000000046,1.0700000000000003,-0.4900000000000002,0.0,,0.29000000000000004,-0.21999999999999975,0.5800000000000001,,,,,,,-0.7800000000000002,-0.29000000000000004,,0.0,-0.5099999999999998,0.29000000000000004,-0.27000000000000046,0.21999999999999975,,0.5099999999999998,0.0,0.7999999999999998,-1.0700000000000003,-0.5800000000000001,,-0.29000000000000004,-0.7999999999999998,0.0,False,5,Thursday
4.67,8.66,2023-04-20 06:00:00+00:00,66.24,4.7,8.6,69.71,40.0,8.0,9.0,64.0,4.4,4.57,8.82,65.85,4.47,8.43,72.15,5.1,9.06,68.15,,,,40.0,8.0,9.0,64.0,0.0,0.23000000000000043,,0.03000000000000025,-0.39999999999999947,0.1299999999999999,-0.23000000000000043,0.0,,-0.20000000000000018,-0.6299999999999999,-0.10000000000000053,,,,,,,-0.03000000000000025,0.20000000000000018,,0.0,-0.4299999999999997,0.09999999999999964,0.39999999999999947,0.6299999999999999,,0.4299999999999997,0.0,0.5299999999999994,-0.1299999999999999,0.10000000000000053,,-0.09999999999999964,-0.5299999999999994,0.0,False,6,Thursday
4.97,9.25,2023-04-20 07:00:00+00:00,61.95,5.07,9.26,60.17,60.0,8.0,8.4,70.0,5.0,4.82,9.27,63.69,4.65,8.98,64.65,5.22,9.42,64.87,,,,60.0,8.0,8.4,70.0,0.0,0.41999999999999993,,0.10000000000000053,-0.14999999999999947,0.25,-0.41999999999999993,0.0,,-0.3199999999999994,-0.5699999999999994,-0.16999999999999993,,,,,,,-0.10000000000000053,0.3199999999999994,,0.0,-0.25,0.14999999999999947,0.14999999999999947,0.5699999999999994,,0.25,0.0,0.39999999999999947,-0.25,0.16999999999999993,,-0.14999999999999947,-0.39999999999999947,0.0,False,7,Thursday
5.2,9.0,2023-04-20 08:00:00+00:00,63.03,5.49,8.9,63.49,50.0,9.0,7.1,75.0,4.6,5.05,9.05,62.74,4.92,8.54,67.32,7.35,9.38,63.38,,,,50.0,9.0,7.1,75.0,0.0,0.5700000000000003,,0.29000000000000004,-1.8599999999999994,0.4400000000000004,-0.5700000000000003,0.0,,-0.28000000000000025,-2.4299999999999997,-0.1299999999999999,,,,,,,-0.29000000000000004,0.28000000000000025,,0.0,-2.1499999999999995,0.15000000000000036,1.8599999999999994,2.4299999999999997,,2.1499999999999995,0.0,2.3,-0.4400000000000004,0.1299999999999999,,-0.15000000000000036,-2.3,0.0,False,8,Thursday
6.19,8.23,2023-04-20 09:00:00+00:00,70.04,6.81,7.97,71.73,40.0,7.0,6.4,86.0,4.6,6.09,7.97,72.28,6.27,7.41,74.62,7.14,8.44,71.65,,,,40.0,7.0,6.4,86.0,0.0,0.54,,0.6199999999999992,-0.33000000000000007,0.7199999999999998,-0.54,0.0,,0.07999999999999918,-0.8700000000000001,0.17999999999999972,,,,,,,-0.6199999999999992,-0.07999999999999918,,0.0,-0.9499999999999993,0.10000000000000053,0.33000000000000007,0.8700000000000001,,0.9499999999999993,0.0,1.0499999999999998,-0.7199999999999998,-0.17999999999999972,,-0.10000000000000053,-1.0499999999999998,0.0,False,9,Thursday
7.9,8.0,2023-04-20 10:00:00+00:00,75.02,7.86,7.78,77.3,50.0,8.0,7.1,83.0,4.6,7.05,8.02,75.03,7.13,7.36,78.33,8.18,8.31,76.12,,,,50.0,8.0,7.1,83.0,0.0,0.7300000000000004,,-0.040000000000000036,-0.3199999999999994,0.8100000000000005,-0.7300000000000004,0.0,,-0.7700000000000005,-1.0499999999999998,0.08000000000000007,,,,,,,0.040000000000000036,0.7700000000000005,,0.0,-0.27999999999999936,0.8500000000000005,0.3199999999999994,1.0499999999999998,,0.27999999999999936,0.0,1.13,-0.8100000000000005,-0.08000000000000007,,-0.8500000000000005,-1.13,0.0,False,10,Thursday
9.32,8.59,2023-04-20 11:00:00+00:00,72.7,8.63,8.92,71.81,60.0,7.0,8.0,78.0,5.0,9.19,8.53,72.32,8.86,7.93,76.16,9.78,9.2,72.29,,,,60.0,7.0,8.0,78.0,0.0,-0.22999999999999865,,-0.6899999999999995,-1.1499999999999986,-0.5599999999999987,0.22999999999999865,0.0,,-0.46000000000000085,-0.9199999999999999,-0.33000000000000007,,,,,,,0.6899999999999995,0.46000000000000085,,0.0,-0.4599999999999991,0.13000000000000078,1.1499999999999986,0.9199999999999999,,0.4599999999999991,0.0,0.5899999999999999,0.5599999999999987,0.33000000000000007,,-0.13000000000000078,-0.5899999999999999,0.0,False,11,Thursday
11.08,9.82,2023-04-20 12:00:00+00:00,67.86,9.44,11.28,62.83,40.0,9.0,9.2,70.0,7.1,9.97,10.32,66.03,10.47,9.19,71.47,11.36,10.84,66.21,,,,40.0,9.0,9.2,70.0,0.0,-1.0300000000000011,,-1.6400000000000006,-1.92,-0.5300000000000011,1.0300000000000011,0.0,,-0.6099999999999994,-0.8899999999999988,0.5,,,,,,,1.6400000000000006,0.6099999999999994,,0.0,-0.27999999999999936,1.1099999999999994,1.92,0.8899999999999988,,0.27999999999999936,0.0,1.3899999999999988,0.5300000000000011,-0.5,,-1.1099999999999994,-1.3899999999999988,0.0,False,12,Thursday
11.7,12.11,2023-04-20 13:00:00+00:00,60.19,10.69,12.7,56.73,50.0,9.0,9.8,69.0,8.4,11.0,12.21,60.71,12.3,10.4,66.86,12.79,12.24,61.34,,,,50.0,9.0,9.8,69.0,0.0,-1.6100000000000012,,-1.0099999999999998,-2.0999999999999996,-0.3100000000000005,1.6100000000000012,0.0,,0.6000000000000014,-0.48999999999999844,1.3000000000000007,,,,,,,1.0099999999999998,-0.6000000000000014,,0.0,-1.0899999999999999,0.6999999999999993,2.0999999999999996,0.48999999999999844,,1.0899999999999999,0.0,1.7899999999999991,0.3100000000000005,-1.3000000000000007,,-0.6999999999999993,-1.7899999999999991,0.0,False,13,Thursday
12.99,12.98,2023-04-20 14:00:00+00:00,57.74,13.42,12.24,58.9,60.0,8.0,9.9,66.0,9.3,12.55,12.06,62.57,14.02,10.31,68.49,14.17,12.38,61.66,,,,60.0,8.0,9.9,66.0,0.0,-0.5999999999999996,,0.4299999999999997,-0.75,0.8699999999999992,0.5999999999999996,0.0,,1.0299999999999994,-0.15000000000000036,1.4699999999999989,,,,,,,-0.4299999999999997,-1.0299999999999994,,0.0,-1.1799999999999997,0.4399999999999995,0.75,0.15000000000000036,,1.1799999999999997,0.0,1.6199999999999992,-0.8699999999999992,-1.4699999999999989,,-0.4399999999999995,-1.6199999999999992,0.0,False,14,Thursday
14.97,12.71,2023-04-20 15:00:00+00:00,55.81,15.16,12.18,57.07,60.0,9.0,10.7,66.0,9.9,14.03,12.6,56.31,14.79,11.0,63.79,14.91,12.84,55.62,,,,60.0,9.0,10.7,66.0,0.0,0.370000000000001,,0.1899999999999995,0.25,1.1300000000000008,-0.370000000000001,0.0,,-0.1800000000000015,-0.120000000000001,0.7599999999999998,,,,,,,-0.1899999999999995,0.1800000000000015,,0.0,0.0600000000000005,0.9400000000000013,-0.25,0.120000000000001,,-0.0600000000000005,0.0,0.8800000000000008,-1.1300000000000008,-0.7599999999999998,,-0.9400000000000013,-0.8800000000000008,0.0,False,15,Thursday
15.77,13.33,2023-04-20 16:00:00+00:00,52.53,15.63,12.25,54.58,60.0,7.0,11.8,57.0,10.6,14.28,13.23,53.59,14.65,11.49,60.43,14.68,13.26,52.71,,,,60.0,7.0,11.8,57.0,0.0,0.9800000000000004,,-0.1399999999999988,0.9500000000000011,1.3500000000000014,-0.9800000000000004,0.0,,-1.1199999999999992,-0.02999999999999936,0.370000000000001,,,,,,,0.1399999999999988,1.1199999999999992,,0.0,1.0899999999999999,1.4900000000000002,-0.9500000000000011,0.02999999999999936,,-1.0899999999999999,0.0,0.40000000000000036,-1.3500000000000014,-0.370000000000001,,-1.4900000000000002,-0.40000000000000036,0.0,False,16,Thursday
16.38,12.61,2023-04-20 17:00:00+00:00,54.54,15.87,12.24,54.96,50.0,7.0,11.5,59.0,10.6,14.45,12.95,54.28,14.34,11.77,58.74,15.31,13.39,52.56,,,,50.0,7.0,11.5,59.0,0.0,1.5299999999999994,,-0.5099999999999998,0.5599999999999987,1.42,-1.5299999999999994,0.0,,-2.039999999999999,-0.9700000000000006,-0.10999999999999943,,,,,,,0.5099999999999998,2.039999999999999,,0.0,1.0699999999999985,1.9299999999999997,-0.5599999999999987,0.9700000000000006,,-1.0699999999999985,0.0,0.8600000000000012,-1.42,0.10999999999999943,,-1.9299999999999997,-0.8600000000000012,0.0,False,17,Thursday
15.41,12.14,2023-04-20 18:00:00+00:00,57.1,15.78,12.14,56.53,70.0,6.0,10.8,54.0,9.7,12.86,12.37,55.43,15.64,11.6,59.86,17.61,12.97,54.73,,,,70.0,6.0,10.8,54.0,0.0,0.1399999999999988,,0.3699999999999992,-1.83,2.92,-0.1399999999999988,0.0,,0.23000000000000043,-1.9699999999999989,2.780000000000001,,,,,,,-0.3699999999999992,-0.23000000000000043,,0.0,-2.1999999999999993,2.5500000000000007,1.83,1.9699999999999989,,2.1999999999999993,0.0,4.75,-2.92,-2.780000000000001,,-2.5500000000000007,-4.75,0.0,False,18,Thursday
16.91,11.33,2023-04-20 19:00:00+00:00,61.84,17.54,11.23,62.54,50.0,5.0,10.4,62.0,9.7,14.31,11.5,59.77,15.27,10.77,63.97,20.08,12.09,59.19,,,,50.0,5.0,10.4,62.0,0.0,2.2699999999999996,,0.629999999999999,-2.539999999999999,3.2299999999999986,-2.2699999999999996,0.0,,-1.6400000000000006,-4.809999999999999,0.9599999999999991,,,,,,,-0.629999999999999,1.6400000000000006,,0.0,-3.169999999999998,2.5999999999999996,2.539999999999999,4.809999999999999,,3.169999999999998,0.0,5.769999999999998,-3.2299999999999986,-0.9599999999999991,,-2.5999999999999996,-5.769999999999998,0.0,False,19,Thursday
20.65,10.63,2023-04-20 20:00:00+00:00,70.85,20.92,10.5,70.78,70.0,7.0,9.7,72.0,11.4,17.81,10.81,69.91,18.76,10.18,71.68,19.52,11.26,70.38,,,,70.0,7.0,9.7,72.0,0.0,2.16,,0.2700000000000031,1.4000000000000021,3.110000000000003,-2.16,0.0,,-1.889999999999997,-0.759999999999998,0.9500000000000028,,,,,,,-0.2700000000000031,1.889999999999997,,0.0,1.129999999999999,2.84,-1.4000000000000021,0.759999999999998,,-1.129999999999999,0.0,1.7100000000000009,-3.110000000000003,-0.9500000000000028,,-2.84,-1.7100000000000009,0.0,False,20,Thursday
20.14,10.07,2023-04-20 21:00:00+00:00,76.03,22.27,9.8,78.09,60.0,5.0,9.1,78.0,9.8,17.28,10.12,75.26,19.85,9.59,76.35,19.12,10.63,75.92,,,,60.0,5.0,9.1,78.0,0.0,2.419999999999998,,2.129999999999999,3.1499999999999986,4.989999999999998,-2.419999999999998,0.0,,-0.28999999999999915,0.7300000000000004,2.5700000000000003,,,,,,,-2.129999999999999,0.28999999999999915,,0.0,1.0199999999999996,2.8599999999999994,-3.1499999999999986,-0.7300000000000004,,-1.0199999999999996,0.0,1.8399999999999999,-4.989999999999998,-2.5700000000000003,,-2.8599999999999994,-1.8399999999999999,0.0,False,21,Thursday
24.73,9.76,2023-04-20 22:00:00+00:00,77.76,24.64,9.49,79.83,70.0,4.0,8.8,80.0,11.0,22.46,9.79,78.06,23.33,9.36,79.54,23.06,10.28,77.62,,,,70.0,4.0,8.8,80.0,0.0,1.3100000000000023,,-0.08999999999999986,1.5800000000000018,2.1799999999999997,-1.3100000000000023,0.0,,-1.4000000000000021,0.2699999999999996,0.8699999999999974,,,,,,,0.08999999999999986,1.4000000000000021,,0.0,1.6700000000000017,2.2699999999999996,-1.5800000000000018,-0.2699999999999996,,-1.6700000000000017,0.0,0.5999999999999979,-2.1799999999999997,-0.8699999999999974,,-2.2699999999999996,-0.5999999999999979,0.0,False,22,Thursday
25.27,9.8,2023-04-20 23:00:00+00:00,77.76,27.06,9.59,79.28,70.0,4.0,9.0,82.0,12.4,24.43,9.84,78.1,25.37,9.4,79.6,23.83,10.29,77.21,,,,70.0,4.0,9.0,82.0,0.0,1.6899999999999977,,1.7899999999999991,3.2300000000000004,2.629999999999999,-1.6899999999999977,0.0,,0.10000000000000142,1.5400000000000027,0.9400000000000013,,,,,,,-1.7899999999999991,-0.10000000000000142,,0.0,1.4400000000000013,0.8399999999999999,-3.2300000000000004,-1.5400000000000027,,-1.4400000000000013,0.0,-0.6000000000000014,-2.629999999999999,-0.9400000000000013,,-0.8399999999999999,0.6000000000000014,0.0,False,23,Thursday
25.59,9.7,2023-04-21 00:00:00+00:00,77.33,25.76,9.54,78.55,60.0,4.0,8.6,85.0,12.1,23.56,9.79,77.7,24.25,9.36,79.23,23.65,10.15,77.16,,,,60.0,4.0,8.6,85.0,0.0,1.5100000000000016,,0.1700000000000017,2.110000000000003,2.200000000000003,-1.5100000000000016,0.0,,-1.3399999999999999,0.6000000000000014,0.6900000000000013,,,,,,,-0.1700000000000017,1.3399999999999999,,0.0,1.9400000000000013,2.030000000000001,-2.110000000000003,-0.6000000000000014,,-1.9400000000000013,0.0,0.08999999999999986,-2.200000000000003,-0.6900000000000013,,-2.030000000000001,-0.08999999999999986,0.0,False,0,Friday
29.78,9.59,2023-04-21 01:00:00+00:00,79.23,30.72,9.39,80.22,60.0,4.0,8.4,89.0,13.8,27.44,9.6,79.2,27.58,9.18,80.39,28.21,10.0,78.7,,,,60.0,4.0,8.4,89.0,0.0,3.1400000000000006,,0.9399999999999977,2.509999999999998,3.2799999999999976,-3.1400000000000006,0.0,,-2.200000000000003,-0.6300000000000026,0.13999999999999702,,,,,,,-0.9399999999999977,2.200000000000003,,0.0,1.5700000000000003,2.34,-2.509999999999998,0.6300000000000026,,-1.5700000000000003,0.0,0.7699999999999996,-3.2799999999999976,-0.13999999999999702,,-2.34,-0.7699999999999996,0.0,False,1,Friday
42.9,12.53,2023-04-21 11:00:00+00:00,77.19,36.14,15.1,67.22,80.0,5.0,12.7,79.0,23.4,40.67,12.88,77.06,42.87,11.96,79.79,37.13,13.85,72.73,,,,80.0,5.0,12.7,79.0,0.0,-6.729999999999997,,-6.759999999999998,-0.990000000000002,-4.530000000000001,6.729999999999997,0.0,,-0.030000000000001137,5.739999999999995,2.1999999999999957,,,,,,,6.759999999999998,0.030000000000001137,,0.0,5.769999999999996,2.229999999999997,0.990000000000002,-5.739999999999995,,-5.769999999999996,0.0,-3.539999999999999,4.530000000000001,-2.1999999999999957,,-2.229999999999997,3.539999999999999,0.0,False,11,Friday
42.62,12.65,2023-04-21 12:00:00+00:00,76.81,39.51,14.09,70.53,80.0,5.0,13.2,75.0,24.3,41.67,13.0,76.88,44.58,12.17,79.3,37.96,14.04,71.76,,,,80.0,5.0,13.2,75.0,0.0,-5.07,,-3.1099999999999994,1.5499999999999972,-2.1600000000000037,5.07,0.0,,1.9600000000000009,6.619999999999997,2.9099999999999966,,,,,,,3.1099999999999994,-1.9600000000000009,,0.0,4.659999999999997,0.9499999999999957,-1.5499999999999972,-6.619999999999997,,-4.659999999999997,0.0,-3.710000000000001,2.1600000000000037,-2.9099999999999966,,-0.9499999999999957,3.710000000000001,0.0,False,12,Friday
42.35,13.95,2023-04-21 13:00:00+00:00,72.15,39.01,15.4,66.29,60.0,6.0,13.8,73.0,25.5,40.27,14.2,72.32,43.76,13.13,76.05,37.17,15.19,67.15,,,,60.0,6.0,13.8,73.0,0.0,-4.75,,-3.3400000000000034,1.8399999999999963,-1.2600000000000051,4.75,0.0,,1.4099999999999966,6.589999999999996,3.489999999999995,,,,,,,3.3400000000000034,-1.4099999999999966,,0.0,5.18,2.0799999999999983,-1.8399999999999963,-6.589999999999996,,-5.18,0.0,-3.1000000000000014,1.2600000000000051,-3.489999999999995,,-2.0799999999999983,3.1000000000000014,0.0,False,13,Friday
37.63,16.26,2023-04-21 14:00:00+00:00,63.42,36.99,16.75,60.51,60.0,5.0,14.6,71.0,26.1,36.5,16.06,64.7,38.11,14.25,70.79,35.96,16.75,61.1,,,,60.0,5.0,14.6,71.0,0.0,-1.1199999999999974,,-0.6400000000000006,1.0300000000000011,0.490000000000002,1.1199999999999974,0.0,,0.4799999999999969,2.1499999999999986,1.6099999999999994,,,,,,,0.6400000000000006,-0.4799999999999969,,0.0,1.6700000000000017,1.1300000000000026,-1.0300000000000011,-2.1499999999999986,,-1.6700000000000017,0.0,-0.5399999999999991,-0.490000000000002,-1.6099999999999994,,-1.1300000000000026,0.5399999999999991,0.0,False,14,Friday
36.49,17.22,2023-04-21 15:00:00+00:00,60.61,37.57,17.06,60.7,90.0,4.0,15.2,69.0,26.6,36.45,16.94,63.08,39.96,14.95,69.86,34.36,17.62,58.92,,,,90.0,4.0,15.2,69.0,0.0,-2.3900000000000006,,1.0799999999999983,3.210000000000001,1.1199999999999974,2.3900000000000006,0.0,,3.469999999999999,5.600000000000001,3.509999999999998,,,,,,,-1.0799999999999983,-3.469999999999999,,0.0,2.1300000000000026,0.03999999999999915,-3.210000000000001,-5.600000000000001,,-2.1300000000000026,0.0,-2.0900000000000034,-1.1199999999999974,-3.509999999999998,,-0.03999999999999915,2.0900000000000034,0.0,False,15,Friday
33.15,17.56,2023-04-21 16:00:00+00:00,58.96,33.72,17.31,60.0,70.0,2.0,15.5,68.0,24.0,32.14,17.55,61.97,34.57,15.59,67.28,33.61,18.0,58.3,,,,70.0,2.0,15.5,68.0,0.0,-0.8500000000000014,,0.5700000000000003,0.10999999999999943,1.5799999999999983,0.8500000000000014,0.0,,1.4200000000000017,0.9600000000000009,2.4299999999999997,,,,,,,-0.5700000000000003,-1.4200000000000017,,0.0,-0.46000000000000085,1.009999999999998,-0.10999999999999943,-0.9600000000000009,,0.46000000000000085,0.0,1.4699999999999989,-1.5799999999999983,-2.4299999999999997,,-1.009999999999998,-1.4699999999999989,0.0,False,16,Friday
41.62,16.21,2023-04-21 17:00:00+00:00,70.41,41.42,15.65,72.22,80.0,1.0,15.3,74.0,26.4,40.67,15.98,73.79,40.67,14.79,75.68,39.91,16.38,71.31,,,,80.0,1.0,15.3,74.0,0.0,0.75,,-0.19999999999999574,1.5100000000000051,0.75,-0.75,0.0,,-0.9499999999999957,0.7600000000000051,0.0,,,,,,,0.19999999999999574,0.9499999999999957,,0.0,1.7100000000000009,0.9499999999999957,-1.5100000000000051,-0.7600000000000051,,-1.7100000000000009,0.0,-0.7600000000000051,-0.75,0.0,,-0.9499999999999957,0.7600000000000051,0.0,False,17,Friday
46.24,15.49,2023-04-21 18:00:00+00:00,72.28,48.97,14.87,74.46,40.0,4.0,13.8,79.0,30.0,47.47,15.29,74.83,51.34,14.44,75.79,46.37,15.24,73.77,,,,40.0,4.0,13.8,79.0,0.0,-2.3700000000000045,,2.729999999999997,2.6000000000000014,1.5,2.3700000000000045,0.0,,5.100000000000001,4.970000000000006,3.8700000000000045,,,,,,,-2.729999999999997,-5.100000000000001,,0.0,-0.12999999999999545,-1.2299999999999969,-2.6000000000000014,-4.970000000000006,,0.12999999999999545,0.0,-1.1000000000000014,-1.5,-3.8700000000000045,,1.2299999999999969,1.1000000000000014,0.0,False,18,Friday
41.99,14.55,2023-04-21 19:00:00+00:00,73.9,46.43,13.9,77.42,70.0,6.0,13.1,81.0,26.3,44.64,14.21,77.3,46.05,13.53,78.76,43.38,14.48,76.22,,,,70.0,6.0,13.1,81.0,0.0,0.38000000000000256,,4.439999999999998,3.049999999999997,1.7899999999999991,-0.38000000000000256,0.0,,4.059999999999995,2.6699999999999946,1.4099999999999966,,,,,,,-4.439999999999998,-4.059999999999995,,0.0,-1.3900000000000006,-2.6499999999999986,-3.049999999999997,-2.6699999999999946,,1.3900000000000006,0.0,-1.259999999999998,-1.7899999999999991,-1.4099999999999966,,2.6499999999999986,1.259999999999998,0.0,False,19,Friday
36.58,13.54,2023-04-21 20:00:00+00:00,76.45,39.13,12.98,80.1,160.0,4.0,9.5,87.0,21.0,34.72,13.4,78.53,36.25,12.75,79.78,35.76,13.83,77.11,,,,160.0,4.0,9.5,87.0,0.0,2.8800000000000026,,2.5500000000000043,3.3700000000000045,4.410000000000004,-2.8800000000000026,0.0,,-0.3299999999999983,0.490000000000002,1.5300000000000011,,,,,,,-2.5500000000000043,0.3299999999999983,,0.0,0.8200000000000003,1.8599999999999994,-3.3700000000000045,-0.490000000000002,,-0.8200000000000003,0.0,1.0399999999999991,-4.410000000000004,-1.5300000000000011,,-1.8599999999999994,-1.0399999999999991,0.0,False,20,Friday
32.93,12.72,2023-04-21 21:00:00+00:00,76.62,43.21,11.77,83.0,90.0,2.0,8.5,94.0,21.0,35.35,12.52,80.04,27.49,11.15,81.27,34.5,13.05,77.67,,,,90.0,2.0,8.5,94.0,0.0,15.720000000000002,,10.280000000000001,8.71,7.859999999999999,-15.720000000000002,0.0,,-5.440000000000001,-7.010000000000002,-7.860000000000003,,,,,,,-10.280000000000001,5.440000000000001,,0.0,-1.5700000000000003,-2.4200000000000017,-8.71,7.010000000000002,,1.5700000000000003,0.0,-0.8500000000000014,-7.859999999999999,7.860000000000003,,2.4200000000000017,0.8500000000000014,0.0,False,21,Friday
17.95,12.07,2023-04-21 22:00:00+00:00,76.96,28.25,11.04,83.83,130.0,4.0,10.2,87.0,12.5,20.0,11.77,80.73,16.35,10.64,82.63,18.2,12.43,77.76,,,,130.0,4.0,10.2,87.0,0.0,11.899999999999999,,10.3,10.05,8.25,-11.899999999999999,0.0,,-1.5999999999999979,-1.8499999999999979,-3.6499999999999986,,,,,,,-10.3,1.5999999999999979,,0.0,-0.25,-2.0500000000000007,-10.05,1.8499999999999979,,0.25,0.0,-1.8000000000000007,-8.25,3.6499999999999986,,2.0500000000000007,1.8000000000000007,0.0,False,22,Friday
11.69,11.47,2023-04-21 23:00:00+00:00,79.39,11.82,10.88,82.86,110.0,2.0,8.8,92.0,6.4,10.93,11.4,81.14,10.04,11.06,80.3,10.19,11.98,78.91,,,,110.0,2.0,8.8,92.0,0.0,1.7800000000000011,,0.13000000000000078,1.6300000000000008,0.8900000000000006,-1.7800000000000011,0.0,,-1.6500000000000004,-0.15000000000000036,-0.8900000000000006,,,,,,,-0.13000000000000078,1.6500000000000004,,0.0,1.5,0.7599999999999998,-1.6300000000000008,0.15000000000000036,,-1.5,0.0,-0.7400000000000002,-0.8900000000000006,0.8900000000000006,,-0.7599999999999998,0.7400000000000002,0.0,False,23,Friday
36.18,12.63,2023-04-22 09:00:00+00:00,75.25,26.37,21.46,49.81,180.0,1.0,12.7,75.0,17.2,27.55,14.55,69.69,30.06,12.59,74.3,32.81,14.03,71.61,,,,180.0,1.0,12.7,75.0,0.0,-3.6899999999999977,,-9.809999999999999,-6.440000000000001,-1.1799999999999997,3.6899999999999977,0.0,,-6.120000000000001,-2.7500000000000036,2.509999999999998,,,,,,,9.809999999999999,6.120000000000001,,0.0,3.3699999999999974,8.629999999999999,6.440000000000001,2.7500000000000036,,-3.3699999999999974,0.0,5.260000000000002,1.1799999999999997,-2.509999999999998,,-8.629999999999999,-5.260000000000002,0.0,False,9,Saturday
25.3,15.68,2023-04-22 10:00:00+00:00,63.34,16.23,26.8,34.14,990.0,1.0,14.0,68.0,12.6,15.63,17.23,57.68,23.96,14.18,66.74,21.6,15.71,62.19,,,,,,,,0.0,-7.73,,-9.07,-5.370000000000001,0.5999999999999996,7.73,0.0,,-1.3399999999999999,2.3599999999999994,8.33,,,,,,,9.07,1.3399999999999999,,0.0,3.6999999999999993,9.67,5.370000000000001,-2.3599999999999994,,-3.6999999999999993,0.0,5.970000000000001,-0.5999999999999996,-8.33,,-9.67,-5.970000000000001,0.0,False,10,Saturday
25.69,17.14,2023-04-22 11:00:00+00:00,60.01,16.77,23.21,41.62,210.0,2.0,14.0,69.0,15.4,21.9,17.28,60.19,23.86,14.7,65.02,24.97,16.59,60.53,,,,210.0,2.0,14.0,69.0,0.0,-7.09,,-8.920000000000002,-8.2,-5.129999999999999,7.09,0.0,,-1.8300000000000018,-1.1099999999999994,1.9600000000000009,,,,,,,8.920000000000002,1.8300000000000018,,0.0,0.7200000000000024,3.7900000000000027,8.2,1.1099999999999994,,-0.7200000000000024,0.0,3.0700000000000003,5.129999999999999,-1.9600000000000009,,-3.7900000000000027,-3.0700000000000003,0.0,False,11,Saturday
