pm25_HLL_298,temperature_HLL_298,datetime,humidity_HLL_298,pm25_HLL_345,temperature_HLL_345,humidity_HLL_345,winddirection,windspeed,temperature_KNMI_240,humidity_KNMI_240,pm25_NL49701,pm25_HLL_256,temperature_HLL_256,humidity_HLL_256,pm25_HLL_307,temperature_HLL_307,humidity_HLL_307,pm25_HLL_320,temperature_HLL_320,humidity_HLL_320,pm25_HLL_448,temperature_HLL_448,humidity_HLL_448,winddirection_knmi,windspeed_knmi,temperature_knmi,humidity_knmi,pm25_diff_HLL_345_HLL_345,pm25_diff_HLL_345_HLL_307,pm25_diff_HLL_345_HLL_448,pm25_diff_HLL_345_HLL_298,pm25_diff_HLL_345_HLL_320,pm25_diff_HLL_345_HLL_256,pm25_diff_HLL_307_HLL_345,pm25_diff_HLL_307_HLL_307,pm25_diff_HLL_307_HLL_448,pm25_diff_HLL_307_HLL_298,pm25_diff_HLL_307_HLL_320,pm25_diff_HLL_307_HLL_256,pm25_diff_HLL_448_HLL_345,pm25_diff_HLL_448_HLL_307,pm25_diff_HLL_448_HLL_448,pm25_diff_HLL_448_HLL_298,pm25_diff_HLL_448_HLL_320,pm25_diff_HLL_448_HLL_256,pm25_diff_HLL_298_HLL_345,pm25_diff_HLL_298_HLL_307,pm25_diff_HLL_298_HLL_448,pm25_diff_HLL_298_HLL_298,pm25_diff_HLL_298_HLL_320,pm25_diff_HLL_298_HLL_256,pm25_diff_HLL_320_HLL_345,pm25_diff_HLL_320_HLL_307,pm25_diff_HLL_320_HLL_448,pm25_diff_HLL_320_HLL_298,pm25_diff_HLL_320_HLL_320,pm25_diff_HLL_320_HLL_256,pm25_diff_HLL_256_HLL_345,pm25_diff_HLL_256_HLL_307,pm25_diff_HLL_256_HLL_448,pm25_diff_HLL_256_HLL_298,pm25_diff_HLL_256_HLL_320,pm25_diff_HLL_256_HLL_256,highhumidity,datehour,dateday
5.98,17.89,2023-08-16 01:00:00+00:00,75.79,9.34,16.39,80.92,340.0,1.0,13.0,97.0,4.9,7.16,16.37,80.04,4.84,16.01,82.2,5.21,17.17,76.78,2.03,15.96,69.23,340.0,1.0,13.0,97.0,0.0,4.5,7.3100000000000005,3.3599999999999994,4.13,2.1799999999999997,-4.5,0.0,2.81,-1.1400000000000006,-0.3700000000000001,-2.3200000000000003,-7.3100000000000005,-2.81,0.0,-3.9500000000000006,-3.18,-5.130000000000001,-3.3599999999999994,1.1400000000000006,3.9500000000000006,0.0,0.7700000000000005,-1.1799999999999997,-4.13,0.3700000000000001,3.18,-0.7700000000000005,0.0,-1.9500000000000002,-2.1799999999999997,2.3200000000000003,5.130000000000001,1.1799999999999997,1.9500000000000002,0.0,False,1,Wednesday
8.72,17.45,2023-08-16 02:00:00+00:00,77.46,9.03,15.83,82.43,0.0,0.0,13.5,97.0,5.5,9.04,15.99,81.28,10.9,15.06,84.41,7.49,16.85,79.41,3.67,14.52,74.19,,,,,0.0,-1.870000000000001,5.359999999999999,0.3099999999999987,1.5399999999999991,-0.009999999999999787,1.870000000000001,0.0,7.23,2.1799999999999997,3.41,1.8600000000000012,-5.359999999999999,-7.23,0.0,-5.050000000000001,-3.8200000000000003,-5.369999999999999,-0.3099999999999987,-2.1799999999999997,5.050000000000001,0.0,1.2300000000000004,-0.3199999999999985,-1.5399999999999991,-3.41,3.8200000000000003,-1.2300000000000004,0.0,-1.549999999999999,0.009999999999999787,-1.8600000000000012,5.369999999999999,0.3199999999999985,1.549999999999999,0.0,False,2,Wednesday
10.63,17.26,2023-08-16 03:00:00+00:00,77.88,4.37,15.2,83.17,360.0,1.0,11.5,97.0,5.5,10.01,15.74,81.81,10.62,14.96,82.1,9.91,16.57,80.25,6.27,14.75,75.05,360.0,1.0,11.5,97.0,0.0,-6.249999999999999,-1.8999999999999995,-6.260000000000001,-5.54,-5.64,6.249999999999999,0.0,4.35,-0.010000000000001563,0.7099999999999991,0.6099999999999994,1.8999999999999995,-4.35,0.0,-4.360000000000001,-3.6400000000000006,-3.74,6.260000000000001,0.010000000000001563,4.360000000000001,0.0,0.7200000000000006,0.620000000000001,5.54,-0.7099999999999991,3.6400000000000006,-0.7200000000000006,0.0,-0.09999999999999964,5.64,-0.6099999999999994,3.74,-0.620000000000001,0.09999999999999964,0.0,False,3,Wednesday
15.11,16.97,2023-08-16 04:00:00+00:00,78.84,4.08,14.95,83.8,20.0,1.0,13.3,97.0,7.2,13.92,15.5,82.55,10.21,14.89,84.33,12.95,16.22,80.32,7.01,14.62,80.37,20.0,1.0,13.3,97.0,0.0,-6.130000000000001,-2.9299999999999997,-11.03,-8.87,-9.84,6.130000000000001,0.0,3.200000000000001,-4.899999999999999,-2.7399999999999984,-3.709999999999999,2.9299999999999997,-3.200000000000001,0.0,-8.1,-5.9399999999999995,-6.91,11.03,4.899999999999999,8.1,0.0,2.16,1.1899999999999995,8.87,2.7399999999999984,5.9399999999999995,-2.16,0.0,-0.9700000000000006,9.84,3.709999999999999,6.91,-1.1899999999999995,0.9700000000000006,0.0,False,4,Wednesday
12.04,16.78,2023-08-16 05:00:00+00:00,78.78,8.05,14.95,84.78,130.0,1.0,13.0,97.0,7.4,13.83,15.31,82.62,5.13,14.71,82.88,10.58,15.92,80.11,2.77,13.98,76.67,130.0,1.0,13.0,97.0,0.0,2.920000000000001,5.280000000000001,-3.9899999999999984,-2.5299999999999994,-5.779999999999999,-2.920000000000001,0.0,2.36,-6.909999999999999,-5.45,-8.7,-5.280000000000001,-2.36,0.0,-9.27,-7.8100000000000005,-11.06,3.9899999999999984,6.909999999999999,9.27,0.0,1.459999999999999,-1.790000000000001,2.5299999999999994,5.45,7.8100000000000005,-1.459999999999999,0.0,-3.25,5.779999999999999,8.7,11.06,1.790000000000001,3.25,0.0,False,5,Wednesday
9.12,18.27,2023-08-16 07:00:00+00:00,79.42,7.61,19.13,78.45,90.0,2.0,17.0,76.0,4.9,10.3,17.6,83.19,8.7,17.86,83.08,7.3,18.32,79.88,10.02,16.41,86.69,90.0,2.0,17.0,76.0,0.0,-1.089999999999999,-2.4099999999999993,-1.509999999999999,0.3100000000000005,-2.6900000000000004,1.089999999999999,0.0,-1.3200000000000003,-0.41999999999999993,1.3999999999999995,-1.6000000000000014,2.4099999999999993,1.3200000000000003,0.0,0.9000000000000004,2.7199999999999998,-0.28000000000000114,1.509999999999999,0.41999999999999993,-0.9000000000000004,0.0,1.8199999999999994,-1.1800000000000015,-0.3100000000000005,-1.3999999999999995,-2.7199999999999998,-1.8199999999999994,0.0,-3.000000000000001,2.6900000000000004,1.6000000000000014,0.28000000000000114,1.1800000000000015,3.000000000000001,0.0,False,7,Wednesday
6.87,20.37,2023-08-16 08:00:00+00:00,75.49,4.4,28.36,50.97,90.0,3.0,19.7,65.0,5.1,5.99,22.61,66.44,8.09,20.16,77.17,6.02,20.34,75.5,8.08,19.59,79.8,90.0,3.0,19.7,65.0,0.0,-3.6899999999999995,-3.6799999999999997,-2.4699999999999998,-1.6199999999999992,-1.5899999999999999,3.6899999999999995,0.0,0.009999999999999787,1.2199999999999998,2.0700000000000003,2.0999999999999996,3.6799999999999997,-0.009999999999999787,0.0,1.21,2.0600000000000005,2.09,2.4699999999999998,-1.2199999999999998,-1.21,0.0,0.8500000000000005,0.8799999999999999,1.6199999999999992,-2.0700000000000003,-2.0600000000000005,-0.8500000000000005,0.0,0.02999999999999936,1.5899999999999999,-2.0999999999999996,-2.09,-0.8799999999999999,-0.02999999999999936,0.0,False,8,Wednesday
4.29,22.62,2023-08-16 09:00:00+00:00,66.15,2.49,34.33,35.32,60.0,5.0,20.6,61.0,3.7,3.47,23.52,61.26,3.24,21.73,68.22,3.49,22.21,66.27,2.82,22.91,65.68,60.0,5.0,20.6,61.0,0.0,-0.75,-0.3299999999999996,-1.7999999999999998,-1.0,-0.98,0.75,0.0,0.4200000000000004,-1.0499999999999998,-0.25,-0.22999999999999998,0.3299999999999996,-0.4200000000000004,0.0,-1.4700000000000002,-0.6700000000000004,-0.6500000000000004,1.7999999999999998,1.0499999999999998,1.4700000000000002,0.0,0.7999999999999998,0.8199999999999998,1.0,0.25,0.6700000000000004,-0.7999999999999998,0.0,0.020000000000000018,0.98,0.22999999999999998,0.6500000000000004,-0.8199999999999998,-0.020000000000000018,0.0,False,9,Wednesday
2.4,25.0,2023-08-16 10:00:00+00:00,54.2,1.55,35.97,30.25,80.0,5.0,21.3,61.0,2.7,2.37,24.6,53.54,2.56,22.77,61.5,2.35,23.32,57.97,1.89,26.18,55.75,80.0,5.0,21.3,61.0,0.0,-1.01,-0.33999999999999986,-0.8499999999999999,-0.8,-0.8200000000000001,1.01,0.0,0.6700000000000002,0.16000000000000014,0.20999999999999996,0.18999999999999995,0.33999999999999986,-0.6700000000000002,0.0,-0.51,-0.4600000000000002,-0.4800000000000002,0.8499999999999999,-0.16000000000000014,0.51,0.0,0.04999999999999982,0.029999999999999805,0.8,-0.20999999999999996,0.4600000000000002,-0.04999999999999982,0.0,-0.020000000000000018,0.8200000000000001,-0.18999999999999995,0.4800000000000002,-0.029999999999999805,0.020000000000000018,0.0,False,10,Wednesday
2.78,26.06,2023-08-16 11:00:00+00:00,49.17,1.62,36.22,28.6,80.0,5.0,22.0,58.0,3.6,3.14,25.42,50.46,2.54,23.3,57.66,2.56,24.18,53.9,1.55,29.59,48.31,80.0,5.0,22.0,58.0,0.0,-0.9199999999999999,0.07000000000000006,-1.1599999999999997,-0.94,-1.52,0.9199999999999999,0.0,0.99,-0.23999999999999977,-0.020000000000000018,-0.6000000000000001,-0.07000000000000006,-0.99,0.0,-1.2299999999999998,-1.01,-1.59,1.1599999999999997,0.23999999999999977,1.2299999999999998,0.0,0.21999999999999975,-0.3600000000000003,0.94,0.020000000000000018,1.01,-0.21999999999999975,0.0,-0.5800000000000001,1.52,0.6000000000000001,1.59,0.3600000000000003,0.5800000000000001,0.0,False,11,Wednesday
2.45,27.3,2023-08-16 12:00:00+00:00,45.86,1.5,35.18,29.27,80.0,4.0,22.4,57.0,3.7,3.24,25.82,48.92,2.8,23.91,56.88,2.63,24.71,52.28,1.48,32.8,40.61,80.0,4.0,22.4,57.0,0.0,-1.2999999999999998,0.020000000000000018,-0.9500000000000002,-1.13,-1.7400000000000002,1.2999999999999998,0.0,1.3199999999999998,0.34999999999999964,0.16999999999999993,-0.4400000000000004,-0.020000000000000018,-1.3199999999999998,0.0,-0.9700000000000002,-1.15,-1.7600000000000002,0.9500000000000002,-0.34999999999999964,0.9700000000000002,0.0,-0.17999999999999972,-0.79,1.13,-0.16999999999999993,1.15,0.17999999999999972,0.0,-0.6100000000000003,1.7400000000000002,0.4400000000000004,1.7600000000000002,0.79,0.6100000000000003,0.0,False,12,Wednesday
2.7,28.97,2023-08-16 13:00:00+00:00,42.57,2.04,31.22,35.56,60.0,4.0,22.8,59.0,3.9,3.32,26.89,47.7,3.23,24.13,55.33,2.75,25.44,49.99,1.48,34.77,38.14,60.0,4.0,22.8,59.0,0.0,-1.19,0.56,-0.6600000000000001,-0.71,-1.2799999999999998,1.19,0.0,1.75,0.5299999999999998,0.48,-0.08999999999999986,-0.56,-1.75,0.0,-1.2200000000000002,-1.27,-1.8399999999999999,0.6600000000000001,-0.5299999999999998,1.2200000000000002,0.0,-0.04999999999999982,-0.6199999999999997,0.71,-0.48,1.27,0.04999999999999982,0.0,-0.5699999999999998,1.2799999999999998,0.08999999999999986,1.8399999999999999,0.6199999999999997,0.5699999999999998,0.0,False,13,Wednesday
2.56,30.9,2023-08-16 14:00:00+00:00,39.64,2.49,27.75,42.32,60.0,5.0,22.7,59.0,3.8,2.88,27.98,44.95,2.75,24.15,54.65,3.05,25.78,49.23,1.65,34.74,35.0,60.0,5.0,22.7,59.0,0.0,-0.2599999999999998,0.8400000000000003,-0.06999999999999984,-0.5599999999999996,-0.3899999999999997,0.2599999999999998,0.0,1.1,0.18999999999999995,-0.2999999999999998,-0.1299999999999999,-0.8400000000000003,-1.1,0.0,-0.9100000000000001,-1.4,-1.23,0.06999999999999984,-0.18999999999999995,0.9100000000000001,0.0,-0.48999999999999977,-0.31999999999999984,0.5599999999999996,0.2999999999999998,1.4,0.48999999999999977,0.0,0.16999999999999993,0.3899999999999997,0.1299999999999999,1.23,0.31999999999999984,-0.16999999999999993,0.0,False,14,Wednesday
2.36,31.09,2023-08-16 15:00:00+00:00,39.07,2.27,26.82,45.41,50.0,6.0,22.7,59.0,3.4,2.78,27.95,45.22,2.73,24.24,56.48,2.98,25.65,50.3,1.33,34.42,37.5,50.0,6.0,22.7,59.0,0.0,-0.45999999999999996,0.94,-0.08999999999999986,-0.71,-0.5099999999999998,0.45999999999999996,0.0,1.4,0.3700000000000001,-0.25,-0.04999999999999982,-0.94,-1.4,0.0,-1.0299999999999998,-1.65,-1.4499999999999997,0.08999999999999986,-0.3700000000000001,1.0299999999999998,0.0,-0.6200000000000001,-0.41999999999999993,0.71,0.25,1.65,0.6200000000000001,0.0,0.20000000000000018,0.5099999999999998,0.04999999999999982,1.4499999999999997,0.41999999999999993,-0.20000000000000018,0.0,False,15,Wednesday
2.95,30.3,2023-08-16 16:00:00+00:00,41.99,2.84,26.03,48.77,50.0,5.0,22.7,57.0,3.7,3.17,27.35,48.22,3.18,24.12,58.53,5.64,25.52,52.64,1.65,32.62,40.75,50.0,5.0,22.7,57.0,0.0,-0.3400000000000003,1.19,-0.11000000000000032,-2.8,-0.33000000000000007,0.3400000000000003,0.0,1.5300000000000002,0.22999999999999998,-2.4599999999999995,0.010000000000000231,-1.19,-1.5300000000000002,0.0,-1.3000000000000003,-3.9899999999999998,-1.52,0.11000000000000032,-0.22999999999999998,1.3000000000000003,0.0,-2.6899999999999995,-0.21999999999999975,2.8,2.4599999999999995,3.9899999999999998,2.6899999999999995,0.0,2.4699999999999998,0.33000000000000007,-0.010000000000000231,1.52,0.21999999999999975,-2.4699999999999998,0.0,False,16,Wednesday
2.72,27.52,2023-08-16 17:00:00+00:00,47.78,2.89,25.15,52.54,40.0,6.0,21.8,62.0,3.5,2.82,25.64,52.69,2.87,23.54,60.44,2.91,24.61,55.89,1.69,29.55,45.47,40.0,6.0,21.8,62.0,0.0,0.020000000000000018,1.2000000000000002,0.16999999999999993,-0.020000000000000018,0.07000000000000028,-0.020000000000000018,0.0,1.1800000000000002,0.1499999999999999,-0.040000000000000036,0.050000000000000266,-1.2000000000000002,-1.1800000000000002,0.0,-1.0300000000000002,-1.2200000000000002,-1.13,-0.16999999999999993,-0.1499999999999999,1.0300000000000002,0.0,-0.18999999999999995,-0.09999999999999964,0.020000000000000018,0.040000000000000036,1.2200000000000002,0.18999999999999995,0.0,0.0900000000000003,-0.07000000000000028,-0.050000000000000266,1.13,0.09999999999999964,-0.0900000000000003,0.0,False,17,Wednesday
2.75,25.28,2023-08-16 18:00:00+00:00,55.17,2.23,24.11,57.4,20.0,5.0,21.1,69.0,3.2,2.67,23.75,60.04,2.49,22.48,65.82,2.6,22.97,62.97,1.67,26.11,52.33,20.0,5.0,21.1,69.0,0.0,-0.26000000000000023,0.56,-0.52,-0.3700000000000001,-0.43999999999999995,0.26000000000000023,0.0,0.8200000000000003,-0.2599999999999998,-0.10999999999999988,-0.17999999999999972,-0.56,-0.8200000000000003,0.0,-1.08,-0.9300000000000002,-1.0,0.52,0.2599999999999998,1.08,0.0,0.1499999999999999,0.08000000000000007,0.3700000000000001,0.10999999999999988,0.9300000000000002,-0.1499999999999999,0.0,-0.06999999999999984,0.43999999999999995,0.17999999999999972,1.0,-0.08000000000000007,0.06999999999999984,0.0,False,18,Wednesday
2.43,23.19,2023-08-16 19:00:00+00:00,60.24,2.51,22.48,61.84,40.0,7.0,20.2,72.0,3.0,2.75,22.36,63.75,2.77,21.29,68.61,2.71,21.6,66.83,1.72,23.7,57.92,40.0,7.0,20.2,72.0,0.0,-0.26000000000000023,0.7899999999999998,0.07999999999999963,-0.20000000000000018,-0.2400000000000002,0.26000000000000023,0.0,1.05,0.33999999999999986,0.06000000000000005,0.020000000000000018,-0.7899999999999998,-1.05,0.0,-0.7100000000000002,-0.99,-1.03,-0.07999999999999963,-0.33999999999999986,0.7100000000000002,0.0,-0.2799999999999998,-0.31999999999999984,0.20000000000000018,-0.06000000000000005,0.99,0.2799999999999998,0.0,-0.040000000000000036,0.2400000000000002,-0.020000000000000018,1.03,0.31999999999999984,0.040000000000000036,0.0,False,19,Wednesday
3.13,21.97,2023-08-16 20:00:00+00:00,62.87,2.95,21.04,65.46,40.0,5.0,19.5,73.0,3.1,3.24,21.21,65.45,2.87,20.36,70.53,3.04,20.71,68.74,2.11,22.13,61.27,40.0,5.0,19.5,73.0,0.0,0.08000000000000007,0.8400000000000003,-0.17999999999999972,-0.08999999999999986,-0.29000000000000004,-0.08000000000000007,0.0,0.7600000000000002,-0.2599999999999998,-0.16999999999999993,-0.3700000000000001,-0.8400000000000003,-0.7600000000000002,0.0,-1.02,-0.9300000000000002,-1.1300000000000003,0.17999999999999972,0.2599999999999998,1.02,0.0,0.08999999999999986,-0.11000000000000032,0.08999999999999986,0.16999999999999993,0.9300000000000002,-0.08999999999999986,0.0,-0.20000000000000018,0.29000000000000004,0.3700000000000001,1.1300000000000003,0.11000000000000032,0.20000000000000018,0.0,False,20,Wednesday
3.59,21.13,2023-08-16 21:00:00+00:00,64.75,3.51,20.09,68.29,40.0,5.0,18.8,75.0,3.3,4.08,20.3,68.49,3.47,19.62,72.14,3.76,19.84,72.03,2.5,20.93,63.87,40.0,5.0,18.8,75.0,0.0,0.03999999999999959,1.0099999999999998,-0.08000000000000007,-0.25,-0.5700000000000003,-0.03999999999999959,0.0,0.9700000000000002,-0.11999999999999966,-0.2899999999999996,-0.6099999999999999,-1.0099999999999998,-0.9700000000000002,0.0,-1.0899999999999999,-1.2599999999999998,-1.58,0.08000000000000007,0.11999999999999966,1.0899999999999999,0.0,-0.16999999999999993,-0.4900000000000002,0.25,0.2899999999999996,1.2599999999999998,0.16999999999999993,0.0,-0.3200000000000003,0.5700000000000003,0.6099999999999999,1.58,0.4900000000000002,0.3200000000000003,0.0,False,21,Wednesday
4.38,20.16,2023-08-16 22:00:00+00:00,68.99,4.55,19.2,73.41,40.0,5.0,18.1,81.0,3.8,5.09,19.45,72.8,4.63,18.83,76.4,5.09,19.08,76.4,3.11,19.83,68.08,40.0,5.0,18.1,81.0,0.0,-0.08000000000000007,1.44,0.16999999999999993,-0.54,-0.54,0.08000000000000007,0.0,1.52,0.25,-0.45999999999999996,-0.45999999999999996,-1.44,-1.52,0.0,-1.27,-1.98,-1.98,-0.16999999999999993,-0.25,1.27,0.0,-0.71,-0.71,0.54,0.45999999999999996,1.98,0.71,0.0,0.0,0.54,0.45999999999999996,1.98,0.71,0.0,0.0,False,22,Wednesday
5.1,19.31,2023-08-16 23:00:00+00:00,73.39,5.74,18.39,77.24,40.0,6.0,17.6,82.0,4.4,6.11,18.73,76.59,5.67,18.05,80.4,5.56,18.51,79.3,3.76,19.01,71.2,40.0,6.0,17.6,82.0,0.0,0.07000000000000028,1.9800000000000004,0.6400000000000006,0.1800000000000006,-0.3700000000000001,-0.07000000000000028,0.0,1.9100000000000001,0.5700000000000003,0.11000000000000032,-0.4400000000000004,-1.9800000000000004,-1.9100000000000001,0.0,-1.3399999999999999,-1.7999999999999998,-2.3500000000000005,-0.6400000000000006,-0.5700000000000003,1.3399999999999999,0.0,-0.45999999999999996,-1.0100000000000007,-0.1800000000000006,-0.11000000000000032,1.7999999999999998,0.45999999999999996,0.0,-0.5500000000000007,0.3700000000000001,0.4400000000000004,2.3500000000000005,1.0100000000000007,0.5500000000000007,0.0,False,23,Wednesday
4.42,18.89,2023-08-17 00:00:00+00:00,73.99,5.17,17.91,78.45,40.0,6.0,17.3,80.0,4.0,5.21,18.19,77.31,4.99,17.57,81.4,4.71,18.19,79.27,3.93,18.25,73.83,40.0,6.0,17.3,80.0,0.0,0.17999999999999972,1.2399999999999998,0.75,0.45999999999999996,-0.040000000000000036,-0.17999999999999972,0.0,1.06,0.5700000000000003,0.28000000000000025,-0.21999999999999975,-1.2399999999999998,-1.06,0.0,-0.48999999999999977,-0.7799999999999998,-1.2799999999999998,-0.75,-0.5700000000000003,0.48999999999999977,0.0,-0.29000000000000004,-0.79,-0.45999999999999996,-0.28000000000000025,0.7799999999999998,0.29000000000000004,0.0,-0.5,0.040000000000000036,0.21999999999999975,1.2799999999999998,0.79,0.5,0.0,False,0,Thursday
4.21,18.38,2023-08-17 01:00:00+00:00,74.4,4.7,17.51,78.79,40.0,5.0,17.1,79.0,3.9,5.34,17.85,78.13,4.71,17.36,80.66,4.61,17.66,80.36,3.64,17.66,74.96,40.0,5.0,17.1,79.0,0.0,-0.009999999999999787,1.06,0.4900000000000002,0.08999999999999986,-0.6399999999999997,0.009999999999999787,0.0,1.0699999999999998,0.5,0.09999999999999964,-0.6299999999999999,-1.06,-1.0699999999999998,0.0,-0.5699999999999998,-0.9700000000000002,-1.6999999999999997,-0.4900000000000002,-0.5,0.5699999999999998,0.0,-0.40000000000000036,-1.13,-0.08999999999999986,-0.09999999999999964,0.9700000000000002,0.40000000000000036,0.0,-0.7299999999999995,0.6399999999999997,0.6299999999999999,1.6999999999999997,1.13,0.7299999999999995,0.0,False,1,Thursday
4.52,17.86,2023-08-17 02:00:00+00:00,75.92,4.9,17.22,79.57,50.0,5.0,16.8,82.0,3.6,5.13,17.45,79.1,4.63,17.13,80.87,4.72,17.19,81.94,3.85,17.19,76.98,50.0,5.0,16.8,82.0,0.0,0.27000000000000046,1.0500000000000003,0.3800000000000008,0.1800000000000006,-0.22999999999999954,-0.27000000000000046,0.0,0.7799999999999998,0.11000000000000032,-0.08999999999999986,-0.5,-1.0500000000000003,-0.7799999999999998,0.0,-0.6699999999999995,-0.8699999999999997,-1.2799999999999998,-0.3800000000000008,-0.11000000000000032,0.6699999999999995,0.0,-0.20000000000000018,-0.6100000000000003,-0.1800000000000006,0.08999999999999986,0.8699999999999997,0.20000000000000018,0.0,-0.41000000000000014,0.22999999999999954,0.5,1.2799999999999998,0.6100000000000003,0.41000000000000014,0.0,False,2,Thursday
4.9,17.53,2023-08-17 03:00:00+00:00,76.89,5.22,16.88,80.76,50.0,5.0,16.5,82.0,3.5,5.69,17.03,80.38,5.0,16.8,81.86,5.21,16.9,83.0,4.27,16.84,77.71,50.0,5.0,16.5,82.0,0.0,0.21999999999999975,0.9500000000000002,0.3199999999999994,0.009999999999999787,-0.47000000000000064,-0.21999999999999975,0.0,0.7300000000000004,0.09999999999999964,-0.20999999999999996,-0.6900000000000004,-0.9500000000000002,-0.7300000000000004,0.0,-0.6300000000000008,-0.9400000000000004,-1.4200000000000008,-0.3199999999999994,-0.09999999999999964,0.6300000000000008,0.0,-0.3099999999999996,-0.79,-0.009999999999999787,0.20999999999999996,0.9400000000000004,0.3099999999999996,0.0,-0.4800000000000004,0.47000000000000064,0.6900000000000004,1.4200000000000008,0.79,0.4800000000000004,0.0,False,3,Thursday
5.23,17.24,2023-08-17 04:00:00+00:00,78.02,5.73,16.66,81.43,40.0,5.0,16.6,82.0,3.5,5.77,16.81,81.34,5.68,16.58,82.85,5.69,16.73,83.69,4.34,16.56,79.6,40.0,5.0,16.6,82.0,0.0,0.05000000000000071,1.3900000000000006,0.5,0.040000000000000036,-0.03999999999999915,-0.05000000000000071,0.0,1.3399999999999999,0.4499999999999993,-0.010000000000000675,-0.08999999999999986,-1.3900000000000006,-1.3399999999999999,0.0,-0.8900000000000006,-1.3500000000000005,-1.4299999999999997,-0.5,-0.4499999999999993,0.8900000000000006,0.0,-0.45999999999999996,-0.5399999999999991,-0.040000000000000036,0.010000000000000675,1.3500000000000005,0.45999999999999996,0.0,-0.07999999999999918,0.03999999999999915,0.08999999999999986,1.4299999999999997,0.5399999999999991,0.07999999999999918,0.0,False,4,Thursday
5.46,16.99,2023-08-17 05:00:00+00:00,78.82,5.63,16.43,82.25,40.0,5.0,16.6,82.0,3.7,6.68,16.56,82.09,5.93,16.4,83.29,5.91,16.38,84.72,4.42,16.35,81.04,40.0,5.0,16.6,82.0,0.0,-0.2999999999999998,1.21,0.16999999999999993,-0.28000000000000025,-1.0499999999999998,0.2999999999999998,0.0,1.5099999999999998,0.46999999999999975,0.019999999999999574,-0.75,-1.21,-1.5099999999999998,0.0,-1.04,-1.4900000000000002,-2.26,-0.16999999999999993,-0.46999999999999975,1.04,0.0,-0.4500000000000002,-1.2199999999999998,0.28000000000000025,-0.019999999999999574,1.4900000000000002,0.4500000000000002,0.0,-0.7699999999999996,1.0499999999999998,0.75,2.26,1.2199999999999998,0.7699999999999996,0.0,False,5,Thursday
4.7,17.24,2023-08-17 06:00:00+00:00,79.19,4.75,17.11,79.94,40.0,6.0,17.6,79.0,3.6,5.75,16.84,81.52,5.02,16.83,81.98,5.04,16.83,83.56,4.0,16.74,80.78,40.0,6.0,17.6,79.0,0.0,-0.2699999999999996,0.75,0.04999999999999982,-0.29000000000000004,-1.0,0.2699999999999996,0.0,1.0199999999999996,0.3199999999999994,-0.020000000000000462,-0.7300000000000004,-0.75,-1.0199999999999996,0.0,-0.7000000000000002,-1.04,-1.75,-0.04999999999999982,-0.3199999999999994,0.7000000000000002,0.0,-0.33999999999999986,-1.0499999999999998,0.29000000000000004,0.020000000000000462,1.04,0.33999999999999986,0.0,-0.71,1.0,0.7300000000000004,1.75,1.0499999999999998,0.71,0.0,False,6,Thursday
3.35,18.56,2023-08-17 07:00:00+00:00,75.78,3.14,19.83,70.94,40.0,5.0,17.8,79.0,3.0,3.51,19.7,72.09,2.7,19.03,74.45,3.35,18.29,78.53,3.11,18.08,77.1,40.0,5.0,17.8,79.0,0.0,0.43999999999999995,0.03000000000000025,-0.20999999999999996,-0.20999999999999996,-0.36999999999999966,-0.43999999999999995,0.0,-0.4099999999999997,-0.6499999999999999,-0.6499999999999999,-0.8099999999999996,-0.03000000000000025,0.4099999999999997,0.0,-0.2400000000000002,-0.2400000000000002,-0.3999999999999999,0.20999999999999996,0.6499999999999999,0.2400000000000002,0.0,0.0,-0.1599999999999997,0.20999999999999996,0.6499999999999999,0.2400000000000002,0.0,0.0,-0.1599999999999997,0.36999999999999966,0.8099999999999996,0.3999999999999999,0.1599999999999997,0.1599999999999997,0.0,False,7,Thursday
2.75,19.91,2023-08-17 08:00:00+00:00,70.4,2.35,20.86,64.92,40.0,6.0,18.4,77.0,2.8,2.72,20.47,68.15,3.11,18.55,76.25,3.4,19.66,72.06,2.39,18.96,72.18,40.0,6.0,18.4,77.0,0.0,-0.7599999999999998,-0.040000000000000036,-0.3999999999999999,-1.0499999999999998,-0.3700000000000001,0.7599999999999998,0.0,0.7199999999999998,0.3599999999999999,-0.29000000000000004,0.3899999999999997,0.040000000000000036,-0.7199999999999998,0.0,-0.3599999999999999,-1.0099999999999998,-0.33000000000000007,0.3999999999999999,-0.3599999999999999,0.3599999999999999,0.0,-0.6499999999999999,0.029999999999999805,1.0499999999999998,0.29000000000000004,1.0099999999999998,0.6499999999999999,0.0,0.6799999999999997,0.3700000000000001,-0.3899999999999997,0.33000000000000007,-0.029999999999999805,-0.6799999999999997,0.0,False,8,Thursday
