pm25,temperature,datetime,humidity
9.34,6.9,2023-01-09 07:00:00+00:00,81.92
9.67,7.28,2023-01-09 08:00:00+00:00,83.03
16.78,7.39,2023-01-09 09:00:00+00:00,84.07
19.6,7.37,2023-01-09 10:00:00+00:00,86.41
5.23,8.47,2023-01-09 11:00:00+00:00,81.26
5.46,9.07,2023-01-09 12:00:00+00:00,77.58
5.63,9.65,2023-01-09 13:00:00+00:00,75.14
5.16,10.2,2023-01-09 14:00:00+00:00,71.82
4.92,9.6,2023-01-09 15:00:00+00:00,72.61
5.27,8.99,2023-01-09 16:00:00+00:00,74.55
4.39,8.69,2023-01-09 17:00:00+00:00,75.63
3.91,8.05,2023-01-09 18:00:00+00:00,77.7
5.24,8.13,2023-01-09 19:00:00+00:00,78.45
6.56,8.33,2023-01-09 20:00:00+00:00,75.94
6.04,8.25,2023-01-09 21:00:00+00:00,73.68
5.87,8.16,2023-01-09 22:00:00+00:00,71.84
5.51,8.03,2023-01-09 23:00:00+00:00,71.24
6.67,8.19,2023-01-10 00:00:00+00:00,72.38
6.51,8.43,2023-01-10 01:00:00+00:00,73.37
7.71,8.31,2023-01-10 02:00:00+00:00,76.94
7.71,8.36,2023-01-10 03:00:00+00:00,76.47
7.9,8.38,2023-01-10 04:00:00+00:00,76.12
7.85,8.41,2023-01-10 05:00:00+00:00,75.22
8.73,7.94,2023-01-10 06:00:00+00:00,76.53
7.76,8.12,2023-01-10 07:00:00+00:00,76.42
8.62,8.11,2023-01-10 08:00:00+00:00,77.17
9.39,8.03,2023-01-10 09:00:00+00:00,78.47
9.33,7.79,2023-01-10 10:00:00+00:00,78.62
9.62,7.49,2023-01-10 11:00:00+00:00,78.66
9.5,7.21,2023-01-10 12:00:00+00:00,77.45
8.86,7.28,2023-01-10 13:00:00+00:00,76.31
8.73,7.37,2023-01-10 14:00:00+00:00,77.59
8.29,7.09,2023-01-10 15:00:00+00:00,82.47
6.88,6.93,2023-01-10 16:00:00+00:00,84.92
