datetime,pm25,temperature,humidity
2023-01-01 00:00:00+00:00,178.94,15.08,68.72
2023-01-01 01:00:00+00:00,33.82,14.81,69.75
2023-01-01 03:00:00+00:00,6.66,14.66,69.73
2023-01-01 04:00:00+00:00,5.6,14.27,72.04
2023-01-01 05:00:00+00:00,4.83,13.17,72.91
2023-01-01 06:00:00+00:00,6.66,12.62,74.61
2023-01-01 07:00:00+00:00,7.89,12.44,76.26
2023-01-01 08:00:00+00:00,8.63,12.09,77.03
2023-01-01 09:00:00+00:00,8.45,11.96,76.14
2023-01-01 10:00:00+00:00,6.9,12.28,73.79
2023-01-01 11:00:00+00:00,5.65,12.68,72.08
2023-01-01 12:00:00+00:00,5.63,13.32,71.28
2023-01-01 13:00:00+00:00,6.22,13.35,70.06
2023-01-01 14:00:00+00:00,6.4,13.12,70.31
2023-01-01 15:00:00+00:00,7.57,13.01,70.56
2023-01-01 16:00:00+00:00,11.67,12.62,74.84
2023-01-01 17:00:00+00:00,18.31,12.32,77.28
2023-01-01 18:00:00+00:00,10.18,12.43,77.31
2023-01-01 19:00:00+00:00,17.96,12.4,76.99
2023-01-01 20:00:00+00:00,11.54,11.82,81.67
2023-01-01 21:00:00+00:00,19.14,11.73,86.56
2023-01-01 22:00:00+00:00,15.54,11.76,87.34
2023-01-01 23:00:00+00:00,13.7,11.69,87.89
2023-01-02 00:00:00+00:00,13.39,11.59,89.13
2023-01-02 01:00:00+00:00,21.38,11.7,88.56
2023-01-02 02:00:00+00:00,19.68,11.67,89.96
2023-01-02 03:00:00+00:00,23.39,11.73,90.83
2023-01-02 04:00:00+00:00,23.88,11.8,90.96
2023-01-02 05:00:00+00:00,8.82,11.65,89.61
2023-01-02 06:00:00+00:00,3.5,10.6,87.65
2023-01-02 07:00:00+00:00,1.65,9.88,87.77
2023-01-02 08:00:00+00:00,2.28,9.98,87.16
2023-01-02 09:00:00+00:00,2.07,9.87,86.24
2023-01-02 10:00:00+00:00,2.3,9.88,84.03
2023-01-02 11:00:00+00:00,3.68,10.17,84.59
2023-01-02 12:00:00+00:00,3.38,10.63,83.24
2023-01-02 13:00:00+00:00,3.56,10.78,83.77
2023-01-02 14:00:00+00:00,4.17,10.49,83.4
2023-01-02 15:00:00+00:00,5.44,10.05,80.26
2023-01-02 16:00:00+00:00,3.31,9.49,79.63
2023-01-02 17:00:00+00:00,6.55,8.81,80.47
2023-01-02 18:00:00+00:00,6.77,8.29,79.71
2023-01-02 19:00:00+00:00,7.77,7.91,80.2
2023-01-02 20:00:00+00:00,6.74,7.41,79.54
2023-01-02 21:00:00+00:00,8.98,6.87,79.72
2023-01-02 22:00:00+00:00,6.36,6.64,78.01
2023-01-02 23:00:00+00:00,5.85,6.25,76.33
2023-01-03 00:00:00+00:00,4.9,5.74,76.75
2023-01-03 01:00:00+00:00,4.87,5.42,77.42
2023-01-03 02:00:00+00:00,9.48,5.27,77.22
2023-01-03 03:00:00+00:00,7.56,4.94,78.06
2023-01-03 04:00:00+00:00,6.64,4.72,78.97
2023-01-03 05:00:00+00:00,11.47,4.41,81.22
2023-01-03 06:00:00+00:00,27.85,4.03,86.94
2023-01-03 07:00:00+00:00,42.97,4.27,88.7
2023-01-03 08:00:00+00:00,45.15,5.22,86.81
2023-01-03 09:00:00+00:00,45.1,5.88,86.03
2023-01-03 10:00:00+00:00,42.61,6.45,88.43
2023-01-03 11:00:00+00:00,48.59,7.27,88.32
2023-01-03 12:00:00+00:00,44.12,7.87,88.27
2023-01-03 13:00:00+00:00,40.6,8.52,86.74
2023-01-03 14:00:00+00:00,28.0,9.02,84.73
2023-01-03 15:00:00+00:00,24.36,9.09,83.49
2023-01-03 16:00:00+00:00,35.66,8.89,84.09
2023-01-03 17:00:00+00:00,27.69,8.93,83.78
2023-01-03 18:00:00+00:00,28.76,8.8,84.37
2023-01-03 19:00:00+00:00,21.53,8.87,84.77
2023-01-03 20:00:00+00:00,17.57,9.08,83.99
2023-01-03 21:00:00+00:00,14.57,9.26,83.03
2023-01-03 22:00:00+00:00,8.03,9.45,83.13
2023-01-03 23:00:00+00:00,6.66,9.79,82.9
2023-01-04 00:00:00+00:00,7.7,9.49,87.93
2023-01-04 01:00:00+00:00,4.98,9.6,89.7
2023-01-04 03:00:00+00:00,5.9,11.03,89.78
2023-01-04 04:00:00+00:00,4.04,11.7,88.73
2023-01-04 05:00:00+00:00,4.65,11.86,88.54
2023-01-04 07:00:00+00:00,4.61,12.03,88.37
2023-01-04 08:00:00+00:00,5.55,11.9,89.01
2023-01-04 09:00:00+00:00,4.27,11.69,90.13
2023-01-04 10:00:00+00:00,11.36,11.74,90.21
2023-01-04 11:00:00+00:00,10.06,12.05,89.37
2023-01-04 12:00:00+00:00,5.74,12.13,89.53
2023-01-04 13:00:00+00:00,8.46,12.34,87.56
2023-01-04 14:00:00+00:00,7.46,12.44,85.92
2023-01-04 15:00:00+00:00,7.5,12.38,84.92
2023-01-04 16:00:00+00:00,8.41,12.31,83.95
2023-01-04 17:00:00+00:00,16.71,11.98,83.82
2023-01-04 18:00:00+00:00,12.8,11.77,82.66
2023-01-04 19:00:00+00:00,16.61,11.67,83.88
2023-01-04 20:00:00+00:00,14.81,11.51,83.77
2023-01-04 21:00:00+00:00,15.53,11.42,83.22
2023-01-04 22:00:00+00:00,15.57,11.35,82.53
2023-01-04 23:00:00+00:00,13.75,11.4,81.08
2023-01-05 00:00:00+00:00,14.17,10.99,81.89
2023-01-05 01:00:00+00:00,13.57,10.73,81.6
2023-01-05 02:00:00+00:00,12.5,10.69,82.13
2023-01-05 03:00:00+00:00,13.3,10.92,82.12
2023-01-05 04:00:00+00:00,12.76,10.84,82.38
2023-01-05 05:00:00+00:00,12.3,10.87,82.59
2023-01-05 06:00:00+00:00,12.06,10.86,82.89
2023-01-05 07:00:00+00:00,11.68,10.83,83.12
2023-01-05 08:00:00+00:00,10.64,10.78,82.65
2023-01-05 09:00:00+00:00,10.97,10.78,82.84
2023-01-05 10:00:00+00:00,11.2,11.09,82.0
2023-01-05 11:00:00+00:00,9.94,11.32,80.69
2023-01-05 12:00:00+00:00,9.62,11.75,79.35
2023-01-05 13:00:00+00:00,11.79,12.28,77.52
2023-01-05 14:00:00+00:00,12.95,12.03,79.44
2023-01-05 15:00:00+00:00,12.62,11.69,81.29
2023-01-05 16:00:00+00:00,10.26,11.18,85.29
2023-01-05 17:00:00+00:00,10.49,10.73,87.57
2023-01-05 18:00:00+00:00,20.28,10.79,89.7
2023-01-05 19:00:00+00:00,28.59,11.04,90.05
