pm25,temperature,datetime,humidity
10.52,19.32,2023-02-16 07:00:00+00:00,47.21
10.77,19.25,2023-02-16 08:00:00+00:00,47.3
12.53,19.5,2023-02-16 09:00:00+00:00,48.08
12.14,19.76,2023-02-16 10:00:00+00:00,48.09
11.64,19.76,2023-02-16 11:00:00+00:00,47.75
11.92,19.83,2023-02-16 12:00:00+00:00,48.54
10.71,19.98,2023-02-16 13:00:00+00:00,48.07
7.69,19.95,2023-02-16 14:00:00+00:00,47.86
7.73,19.91,2023-02-16 15:00:00+00:00,48.4
7.27,19.84,2023-02-16 16:00:00+00:00,48.42
6.12,20.07,2023-02-16 17:00:00+00:00,48.95
5.31,18.69,2023-02-16 18:00:00+00:00,51.92
4.3,18.38,2023-02-16 19:00:00+00:00,52.76
3.76,18.28,2023-02-16 20:00:00+00:00,53.21
3.76,18.45,2023-02-16 21:00:00+00:00,53.85
4.44,18.66,2023-02-16 22:00:00+00:00,53.44
3.68,18.66,2023-02-16 23:00:00+00:00,53.68
3.32,18.67,2023-02-17 00:00:00+00:00,53.6
3.07,18.7,2023-02-17 01:00:00+00:00,53.45
3.18,18.59,2023-02-17 03:00:00+00:00,53.01
2.95,18.56,2023-02-17 04:00:00+00:00,52.91
2.7,18.5,2023-02-17 05:00:00+00:00,52.85
3.74,19.27,2023-02-17 06:00:00+00:00,50.65
3.23,19.03,2023-02-17 07:00:00+00:00,51.13
3.54,19.02,2023-02-17 08:00:00+00:00,51.02
3.8,18.52,2023-02-17 09:00:00+00:00,52.21
5.27,18.36,2023-02-17 10:00:00+00:00,52.56
3.99,18.51,2023-02-17 11:00:00+00:00,52.65
3.41,18.55,2023-02-17 12:00:00+00:00,54.07
8.5,19.61,2023-02-17 13:00:00+00:00,50.72
6.68,15.08,2023-02-17 14:00:00+00:00,62.55
7.38,15.14,2023-02-17 15:00:00+00:00,62.67
7.88,14.23,2023-02-17 16:00:00+00:00,66.07
8.08,12.31,2023-02-17 17:00:00+00:00,73.53
6.49,10.81,2023-02-17 18:00:00+00:00,78.05
5.2,10.85,2023-02-17 19:00:00+00:00,72.79
5.5,10.79,2023-02-17 20:00:00+00:00,72.28
6.45,10.77,2023-02-17 21:00:00+00:00,73.73
7.5,10.33,2023-02-17 22:00:00+00:00,77.45
6.83,10.72,2023-02-17 23:00:00+00:00,75.11
11.66,10.6,2023-02-18 00:00:00+00:00,80.67
11.43,10.18,2023-02-18 01:00:00+00:00,81.78
19.11,9.59,2023-02-18 02:00:00+00:00,86.53
34.58,9.54,2023-02-18 03:00:00+00:00,88.98
29.37,9.7,2023-02-18 04:00:00+00:00,89.53
18.83,9.69,2023-02-18 05:00:00+00:00,90.36
15.55,9.81,2023-02-18 06:00:00+00:00,89.37
15.93,9.82,2023-02-18 07:00:00+00:00,89.16
11.91,9.63,2023-02-18 08:00:00+00:00,89.07
7.92,9.87,2023-02-18 09:00:00+00:00,82.64
8.8,10.57,2023-02-18 10:00:00+00:00,78.85
8.51,11.53,2023-02-18 11:00:00+00:00,76.1
8.51,12.86,2023-02-18 12:00:00+00:00,72.34
7.18,14.1,2023-02-18 13:00:00+00:00,68.93
