pm25,temperature,datetime,humidity
6.75,9.91,2023-01-11 08:00:00+00:00,83.43
8.0,10.55,2023-01-11 13:00:00+00:00,72.22
8.68,10.32,2023-01-11 14:00:00+00:00,72.58
8.58,9.93,2023-01-11 15:00:00+00:00,72.87
9.05,9.64,2023-01-11 16:00:00+00:00,75.26
10.37,9.53,2023-01-11 17:00:00+00:00,76.57
10.42,9.91,2023-01-11 18:00:00+00:00,76.11
11.85,9.53,2023-01-11 19:00:00+00:00,81.02
10.2,9.22,2023-01-11 20:00:00+00:00,82.25
9.17,9.51,2023-01-11 21:00:00+00:00,79.83
10.24,9.69,2023-01-11 22:00:00+00:00,79.31
9.52,9.74,2023-01-11 23:00:00+00:00,78.31
9.05,9.75,2023-01-12 00:00:00+00:00,78.05
9.98,9.8,2023-01-12 01:00:00+00:00,79.54
14.49,9.93,2023-01-12 03:00:00+00:00,86.29
9.31,9.58,2023-01-12 04:00:00+00:00,85.43
4.17,9.4,2023-01-12 05:00:00+00:00,88.31
7.67,10.0,2023-01-12 06:00:00+00:00,88.93
15.26,10.88,2023-01-12 07:00:00+00:00,86.64
12.64,11.55,2023-01-12 08:00:00+00:00,83.36
11.49,11.57,2023-01-12 09:00:00+00:00,82.85
11.23,11.75,2023-01-12 10:00:00+00:00,82.83
11.26,11.87,2023-01-12 11:00:00+00:00,82.87
12.94,11.79,2023-01-12 12:00:00+00:00,83.24
12.04,11.49,2023-01-12 13:00:00+00:00,85.4
9.35,11.25,2023-01-12 14:00:00+00:00,86.99
6.87,11.36,2023-01-12 15:00:00+00:00,85.91
2.93,11.24,2023-01-12 16:00:00+00:00,86.58
3.4,11.14,2023-01-12 17:00:00+00:00,87.22
6.92,11.22,2023-01-12 18:00:00+00:00,86.84
8.43,11.3,2023-01-12 19:00:00+00:00,85.62
6.9,11.28,2023-01-12 20:00:00+00:00,85.01
7.32,11.11,2023-01-12 21:00:00+00:00,83.21
8.2,10.61,2023-01-12 22:00:00+00:00,81.68
10.71,10.04,2023-01-12 23:00:00+00:00,72.68
13.72,9.69,2023-01-13 00:00:00+00:00,71.26
13.33,9.48,2023-01-13 01:00:00+00:00,71.65
12.94,9.43,2023-01-13 02:00:00+00:00,72.19
12.82,9.26,2023-01-13 03:00:00+00:00,73.44
11.95,9.33,2023-01-13 04:00:00+00:00,70.62
9.21,9.45,2023-01-13 05:00:00+00:00,69.29
8.92,9.21,2023-01-13 06:00:00+00:00,69.63
9.37,9.25,2023-01-13 07:00:00+00:00,70.78
9.47,9.22,2023-01-13 08:00:00+00:00,71.98
8.87,9.48,2023-01-13 09:00:00+00:00,70.05
8.44,9.5,2023-01-13 10:00:00+00:00,70.27
7.56,9.57,2023-01-13 11:00:00+00:00,70.34
6.68,9.86,2023-01-13 12:00:00+00:00,69.3
5.17,9.84,2023-01-13 13:00:00+00:00,69.06
5.26,9.87,2023-01-13 14:00:00+00:00,69.11
6.37,9.97,2023-01-13 15:00:00+00:00,69.82
6.63,9.94,2023-01-13 16:00:00+00:00,69.97
6.11,10.0,2023-01-13 17:00:00+00:00,68.84
6.02,9.13,2023-01-13 18:00:00+00:00,76.18
6.02,9.22,2023-01-13 19:00:00+00:00,75.29
4.53,9.55,2023-01-13 20:00:00+00:00,72.33
5.06,9.5,2023-01-13 21:00:00+00:00,71.48
5.68,9.57,2023-01-13 22:00:00+00:00,70.4
6.62,9.4,2023-01-13 23:00:00+00:00,71.34
6.77,9.11,2023-01-14 00:00:00+00:00,70.7
8.38,8.64,2023-01-14 01:00:00+00:00,72.05
7.64,8.27,2023-01-14 02:00:00+00:00,73.24
7.79,7.94,2023-01-14 03:00:00+00:00,76.03
7.66,7.6,2023-01-14 04:00:00+00:00,79.05
7.49,7.17,2023-01-14 05:00:00+00:00,80.07
9.28,7.16,2023-01-14 06:00:00+00:00,81.53
8.61,7.21,2023-01-14 07:00:00+00:00,83.69
7.87,7.06,2023-01-14 08:00:00+00:00,85.05
7.63,7.16,2023-01-14 09:00:00+00:00,86.86
9.14,7.66,2023-01-14 10:00:00+00:00,87.7
9.36,8.31,2023-01-14 11:00:00+00:00,88.22
5.39,9.21,2023-01-14 12:00:00+00:00,88.55
4.0,10.02,2023-01-14 13:00:00+00:00,87.54
2.46,10.47,2023-01-14 14:00:00+00:00,88.39
1.43,11.16,2023-01-14 15:00:00+00:00,87.91
1.38,11.41,2023-01-14 16:00:00+00:00,87.8
4.58,11.3,2023-01-14 17:00:00+00:00,87.98
9.29,11.15,2023-01-14 18:00:00+00:00,86.24
4.01,9.69,2023-01-14 19:00:00+00:00,81.65
3.26,7.97,2023-01-14 20:00:00+00:00,80.29
3.18,8.11,2023-01-14 21:00:00+00:00,74.82
4.05,8.34,2023-01-14 22:00:00+00:00,70.86
4.27,8.31,2023-01-14 23:00:00+00:00,69.34
5.18,8.19,2023-01-15 00:00:00+00:00,67.67
5.02,8.15,2023-01-15 01:00:00+00:00,67.09
4.9,7.98,2023-01-15 02:00:00+00:00,66.35
5.46,7.94,2023-01-15 03:00:00+00:00,65.31
4.65,7.73,2023-01-15 04:00:00+00:00,65.13
4.34,7.63,2023-01-15 05:00:00+00:00,63.62
4.35,7.38,2023-01-15 06:00:00+00:00,60.28
