pm25,temperature,datetime,humidity
0.63,24.41,2023-02-02 12:00:00+00:00,52.61
22.41,20.27,2023-02-13 14:00:00+00:00,37.49
23.99,16.7,2023-02-13 15:00:00+00:00,46.07
26.94,12.26,2023-02-13 16:00:00+00:00,59.84
31.72,10.72,2023-02-13 17:00:00+00:00,66.29
34.82,9.18,2023-02-13 18:00:00+00:00,73.13
47.11,7.38,2023-02-13 19:00:00+00:00,79.77
64.41,6.09,2023-02-13 20:00:00+00:00,86.36
63.7,6.34,2023-02-13 21:00:00+00:00,89.04
54.34,6.63,2023-02-13 22:00:00+00:00,87.82
63.32,5.92,2023-02-13 23:00:00+00:00,88.98
71.44,5.3,2023-02-14 00:00:00+00:00,90.91
75.86,4.88,2023-02-14 01:00:00+00:00,92.6
77.66,4.79,2023-02-14 02:00:00+00:00,93.1
78.9,4.53,2023-02-14 03:00:00+00:00,93.09
73.18,3.76,2023-02-14 04:00:00+00:00,92.29
72.92,2.91,2023-02-14 05:00:00+00:00,92.79
97.59,3.33,2023-02-14 06:00:00+00:00,96.56
88.64,3.99,2023-02-14 07:00:00+00:00,95.81
77.75,4.36,2023-02-14 08:00:00+00:00,94.53
75.73,5.19,2023-02-14 09:00:00+00:00,92.61
70.23,7.08,2023-02-14 10:00:00+00:00,87.94
55.44,11.77,2023-02-14 11:00:00+00:00,67.78
52.71,15.52,2023-02-14 12:00:00+00:00,50.46
45.38,18.51,2023-02-14 13:00:00+00:00,40.64
39.34,19.42,2023-02-14 14:00:00+00:00,37.76
44.35,18.31,2023-02-14 15:00:00+00:00,41.64
56.0,13.32,2023-02-14 16:00:00+00:00,57.4
77.92,10.76,2023-02-14 17:00:00+00:00,67.8
88.03,7.87,2023-02-14 18:00:00+00:00,78.13
105.28,6.38,2023-02-14 19:00:00+00:00,84.29
124.9,5.27,2023-02-14 20:00:00+00:00,88.37
120.48,4.44,2023-02-14 21:00:00+00:00,89.32
141.79,4.11,2023-02-14 22:00:00+00:00,92.95
