pm25,temperature,datetime,humidity
5.05,3.46,2023-04-03 06:00:00+00:00,75.07
4.7,4.01,2023-04-03 07:00:00+00:00,73.57
4.29,5.35,2023-04-03 08:00:00+00:00,66.79
3.62,7.06,2023-04-03 09:00:00+00:00,58.09
2.68,8.62,2023-04-03 10:00:00+00:00,46.07
2.09,9.97,2023-04-03 11:00:00+00:00,39.62
1.48,11.02,2023-04-03 12:00:00+00:00,32.74
1.35,11.67,2023-04-03 13:00:00+00:00,31.09
1.74,12.77,2023-04-03 14:00:00+00:00,30.99
1.95,13.29,2023-04-03 15:00:00+00:00,31.29
2.01,13.8,2023-04-03 16:00:00+00:00,33.56
2.43,11.22,2023-04-03 17:00:00+00:00,36.38
2.68,9.32,2023-04-03 18:00:00+00:00,41.79
3.79,8.41,2023-04-03 19:00:00+00:00,45.33
4.17,7.74,2023-04-03 20:00:00+00:00,49.25
3.88,6.92,2023-04-03 21:00:00+00:00,57.61
3.22,6.18,2023-04-03 22:00:00+00:00,62.31
2.88,5.94,2023-04-03 23:00:00+00:00,59.16
3.65,5.51,2023-04-04 00:00:00+00:00,61.69
4.7,5.08,2023-04-04 01:00:00+00:00,64.66
6.77,4.68,2023-04-04 02:00:00+00:00,66.75
9.18,4.26,2023-04-04 03:00:00+00:00,68.9
10.64,4.08,2023-04-04 04:00:00+00:00,70.11
13.38,3.56,2023-04-04 05:00:00+00:00,71.68
15.27,3.11,2023-04-04 06:00:00+00:00,73.42
15.97,3.68,2023-04-04 07:00:00+00:00,75.71
12.92,6.75,2023-04-04 08:00:00+00:00,66.51
7.2,10.02,2023-04-04 09:00:00+00:00,48.23
3.81,12.94,2023-04-04 10:00:00+00:00,35.15
4.96,14.94,2023-04-04 11:00:00+00:00,33.77
5.12,15.41,2023-04-04 12:00:00+00:00,32.69
5.75,16.25,2023-04-04 13:00:00+00:00,30.58
6.65,17.47,2023-04-04 14:00:00+00:00,31.06
6.98,17.28,2023-04-04 15:00:00+00:00,32.44
7.29,15.46,2023-04-04 16:00:00+00:00,33.29
7.15,14.26,2023-04-04 17:00:00+00:00,31.92
8.91,12.09,2023-04-04 18:00:00+00:00,40.11
9.42,9.95,2023-04-04 19:00:00+00:00,49.62
12.06,8.54,2023-04-04 20:00:00+00:00,55.62
14.66,7.37,2023-04-04 21:00:00+00:00,59.35
16.14,6.88,2023-04-04 22:00:00+00:00,61.91
12.54,6.26,2023-04-04 23:00:00+00:00,64.16
10.47,5.75,2023-04-05 00:00:00+00:00,64.81
14.64,5.2,2023-04-05 01:00:00+00:00,67.38
19.34,4.71,2023-04-05 02:00:00+00:00,71.59
21.08,4.41,2023-04-05 03:00:00+00:00,72.0
24.08,4.23,2023-04-05 04:00:00+00:00,73.08
25.87,3.99,2023-04-05 05:00:00+00:00,74.73
27.56,3.75,2023-04-05 06:00:00+00:00,74.91
