pm25,temperature,datetime,humidity
6.64,19.78,2023-02-22 22:00:00+00:00,50.76
5.64,21.24,2023-02-22 23:00:00+00:00,46.85
5.22,21.23,2023-02-23 00:00:00+00:00,46.82
6.11,21.23,2023-02-23 01:00:00+00:00,46.28
5.07,20.65,2023-02-23 02:00:00+00:00,47.26
4.65,19.85,2023-02-23 03:00:00+00:00,48.99
4.03,19.6,2023-02-23 04:00:00+00:00,49.49
3.7,19.45,2023-02-23 05:00:00+00:00,49.72
4.41,19.33,2023-02-23 06:00:00+00:00,49.69
4.09,19.19,2023-02-23 07:00:00+00:00,49.71
3.59,19.09,2023-02-23 08:00:00+00:00,49.83
3.2,19.25,2023-02-23 09:00:00+00:00,51.59
4.73,19.41,2023-02-23 10:00:00+00:00,51.16
4.79,19.49,2023-02-23 11:00:00+00:00,50.04
4.8,19.44,2023-02-23 12:00:00+00:00,50.37
4.08,19.51,2023-02-23 13:00:00+00:00,50.8
3.35,19.68,2023-02-23 14:00:00+00:00,51.37
2.65,19.83,2023-02-23 15:00:00+00:00,51.68
2.45,19.89,2023-02-23 16:00:00+00:00,51.86
2.6,20.05,2023-02-23 17:00:00+00:00,51.9
2.38,20.1,2023-02-23 18:00:00+00:00,51.38
2.29,20.18,2023-02-23 19:00:00+00:00,50.74
2.7,20.08,2023-02-23 20:00:00+00:00,51.17
2.44,20.19,2023-02-23 21:00:00+00:00,51.15
2.91,20.22,2023-02-23 22:00:00+00:00,50.28
2.74,19.91,2023-02-23 23:00:00+00:00,49.89
2.42,19.72,2023-02-24 00:00:00+00:00,50.12
2.12,19.45,2023-02-24 01:00:00+00:00,49.44
1.58,19.19,2023-02-24 02:00:00+00:00,48.82
1.65,18.94,2023-02-24 03:00:00+00:00,47.92
1.57,18.7,2023-02-24 04:00:00+00:00,46.98
1.84,18.46,2023-02-24 05:00:00+00:00,46.53
2.0,18.3,2023-02-24 06:00:00+00:00,46.43
2.04,18.23,2023-02-24 07:00:00+00:00,47.06
2.28,18.16,2023-02-24 08:00:00+00:00,47.27
3.58,18.51,2023-02-24 09:00:00+00:00,46.06
5.1,17.97,2023-02-24 10:00:00+00:00,49.03
3.57,18.15,2023-02-24 11:00:00+00:00,50.18
3.47,18.79,2023-02-24 12:00:00+00:00,49.08
3.33,19.18,2023-02-24 13:00:00+00:00,48.66
3.59,19.29,2023-02-24 14:00:00+00:00,48.79
2.19,17.87,2023-02-24 16:00:00+00:00,53.91
2.5,19.62,2023-02-24 17:00:00+00:00,49.35
2.52,20.21,2023-02-24 18:00:00+00:00,47.1
2.98,20.26,2023-02-24 19:00:00+00:00,46.45
3.38,18.72,2023-02-25 09:00:00+00:00,44.51
5.33,18.76,2023-02-25 10:00:00+00:00,44.06
2.54,18.75,2023-02-25 11:00:00+00:00,43.69
1.93,18.84,2023-02-25 12:00:00+00:00,43.83
1.8,18.95,2023-02-25 13:00:00+00:00,43.64
1.68,19.04,2023-02-25 14:00:00+00:00,43.65
10.37,19.31,2023-02-25 15:00:00+00:00,45.91
47.66,19.57,2023-02-25 16:00:00+00:00,46.36
17.52,19.72,2023-02-25 17:00:00+00:00,46.15
18.13,19.95,2023-02-25 18:00:00+00:00,46.34
9.54,19.97,2023-02-25 19:00:00+00:00,45.99
6.97,20.03,2023-02-25 20:00:00+00:00,45.75
5.34,20.06,2023-02-25 21:00:00+00:00,45.37
4.34,20.08,2023-02-25 22:00:00+00:00,45.09
4.03,20.2,2023-02-25 23:00:00+00:00,44.89
3.69,20.25,2023-02-26 00:00:00+00:00,44.88
3.24,20.23,2023-02-26 01:00:00+00:00,44.63
2.64,20.04,2023-02-26 02:00:00+00:00,44.37
2.21,19.84,2023-02-26 03:00:00+00:00,44.43
1.89,19.66,2023-02-26 04:00:00+00:00,44.41
1.66,19.46,2023-02-26 05:00:00+00:00,44.38
1.51,19.33,2023-02-26 06:00:00+00:00,44.26
1.26,19.2,2023-02-26 07:00:00+00:00,44.22
1.25,19.32,2023-02-26 08:00:00+00:00,44.31
1.47,19.41,2023-02-26 09:00:00+00:00,44.17
4.57,19.38,2023-02-26 10:00:00+00:00,44.53
4.23,19.36,2023-02-26 11:00:00+00:00,44.16
2.45,19.38,2023-02-26 12:00:00+00:00,43.52
1.54,19.49,2023-02-26 13:00:00+00:00,43.15
1.42,19.57,2023-02-26 14:00:00+00:00,42.81
12.2,19.71,2023-02-26 15:00:00+00:00,44.33
16.04,19.93,2023-02-26 16:00:00+00:00,44.77
6.49,20.04,2023-02-26 17:00:00+00:00,44.55
4.37,20.15,2023-02-26 18:00:00+00:00,44.8
3.17,20.15,2023-02-26 19:00:00+00:00,44.6
4.67,20.19,2023-02-26 20:00:00+00:00,44.77
7.39,20.26,2023-02-26 21:00:00+00:00,44.47
6.66,20.33,2023-02-26 22:00:00+00:00,44.43
5.91,20.4,2023-02-26 23:00:00+00:00,44.37
5.1,20.39,2023-02-27 00:00:00+00:00,44.13
4.46,20.16,2023-02-27 01:00:00+00:00,43.91
4.01,19.98,2023-02-27 02:00:00+00:00,43.83
3.21,19.74,2023-02-27 03:00:00+00:00,43.81
2.91,19.56,2023-02-27 04:00:00+00:00,43.67
2.36,19.37,2023-02-27 05:00:00+00:00,43.58
2.07,19.21,2023-02-27 06:00:00+00:00,43.43
1.82,19.06,2023-02-27 07:00:00+00:00,43.32
1.96,19.08,2023-02-27 08:00:00+00:00,43.57
3.1,19.42,2023-02-27 09:00:00+00:00,43.07
2.91,19.65,2023-02-27 10:00:00+00:00,41.85
5.54,19.76,2023-02-27 11:00:00+00:00,41.88
3.78,19.9,2023-02-27 12:00:00+00:00,41.64
1.76,20.13,2023-02-27 13:00:00+00:00,42.09
1.27,20.26,2023-02-27 14:00:00+00:00,42.12
10.04,20.41,2023-02-27 15:00:00+00:00,42.96
28.95,20.56,2023-02-27 16:00:00+00:00,43.29
12.98,20.79,2023-02-27 17:00:00+00:00,42.92
11.58,20.78,2023-02-27 18:00:00+00:00,43.34
5.49,20.76,2023-02-27 19:00:00+00:00,43.33
3.27,20.75,2023-02-27 20:00:00+00:00,43.21
2.45,21.7,2023-02-27 21:00:00+00:00,44.01
3.04,21.71,2023-02-27 22:00:00+00:00,45.02
3.02,19.87,2023-02-27 23:00:00+00:00,46.97
2.64,19.73,2023-02-28 00:00:00+00:00,47.01
2.35,19.31,2023-02-28 01:00:00+00:00,47.2
2.11,19.12,2023-02-28 02:00:00+00:00,47.22
1.87,19.01,2023-02-28 03:00:00+00:00,47.26
1.46,18.9,2023-02-28 04:00:00+00:00,47.18
1.35,18.84,2023-02-28 05:00:00+00:00,47.16
1.29,18.78,2023-02-28 06:00:00+00:00,47.07
1.17,18.71,2023-02-28 07:00:00+00:00,47.07
1.3,18.65,2023-02-28 08:00:00+00:00,47.12
6.41,16.57,2023-02-28 09:00:00+00:00,39.05
6.51,12.94,2023-02-28 10:00:00+00:00,50.52
8.01,12.09,2023-02-28 11:00:00+00:00,47.83
7.96,8.07,2023-02-28 12:00:00+00:00,53.44
5.75,9.84,2023-02-28 13:00:00+00:00,43.97
4.57,9.16,2023-02-28 14:00:00+00:00,42.65
5.18,7.82,2023-02-28 15:00:00+00:00,46.6
5.85,6.87,2023-02-28 16:00:00+00:00,47.82
6.34,5.71,2023-02-28 17:00:00+00:00,48.95
8.73,4.44,2023-02-28 18:00:00+00:00,57.29
14.82,3.13,2023-02-28 19:00:00+00:00,66.0
25.71,1.42,2023-02-28 20:00:00+00:00,72.44
24.83,0.79,2023-02-28 21:00:00+00:00,77.66
27.97,0.8,2023-02-28 22:00:00+00:00,78.03
27.05,0.25,2023-02-28 23:00:00+00:00,82.75
29.76,0.32,2023-03-01 00:00:00+00:00,86.79
30.22,-1.9,2023-03-01 03:00:00+00:00,83.58
33.61,-2.39,2023-03-01 04:00:00+00:00,83.99
35.29,-2.84,2023-03-01 05:00:00+00:00,83.88
40.54,-3.16,2023-03-01 06:00:00+00:00,84.44
54.14,-2.92,2023-03-01 07:00:00+00:00,87.9
46.45,-0.99,2023-03-01 08:00:00+00:00,88.33
52.16,3.22,2023-03-01 09:00:00+00:00,82.9
36.22,6.51,2023-03-01 10:00:00+00:00,71.77
29.88,7.78,2023-03-01 11:00:00+00:00,61.71
19.23,8.51,2023-03-01 12:00:00+00:00,50.74
17.7,8.6,2023-03-01 13:00:00+00:00,45.56
19.13,8.21,2023-03-01 14:00:00+00:00,45.8
25.47,7.8,2023-03-01 15:00:00+00:00,48.98
21.64,7.4,2023-03-01 16:00:00+00:00,52.1
20.69,6.66,2023-03-01 17:00:00+00:00,55.19
26.07,5.43,2023-03-01 18:00:00+00:00,61.67
30.13,4.61,2023-03-01 19:00:00+00:00,64.96
32.99,4.14,2023-03-01 20:00:00+00:00,69.1
37.93,3.58,2023-03-01 21:00:00+00:00,74.96
47.46,3.07,2023-03-01 22:00:00+00:00,83.64
53.79,2.95,2023-03-01 23:00:00+00:00,87.4
60.13,2.6,2023-03-02 00:00:00+00:00,89.81
77.18,2.67,2023-03-02 01:00:00+00:00,90.41
65.83,2.95,2023-03-02 02:00:00+00:00,88.71
51.43,2.8,2023-03-02 03:00:00+00:00,85.58
47.01,2.47,2023-03-02 04:00:00+00:00,86.2
42.5,2.26,2023-03-02 05:00:00+00:00,86.86
44.76,2.24,2023-03-02 06:00:00+00:00,87.52
43.55,2.12,2023-03-02 07:00:00+00:00,87.05
38.52,2.56,2023-03-02 08:00:00+00:00,85.09
38.95,2.95,2023-03-02 09:00:00+00:00,83.63
37.71,3.82,2023-03-02 10:00:00+00:00,81.09
39.05,4.36,2023-03-02 11:00:00+00:00,80.97
33.1,6.39,2023-03-02 12:00:00+00:00,72.79
31.19,7.14,2023-03-02 13:00:00+00:00,69.93
30.94,7.97,2023-03-02 14:00:00+00:00,66.61
30.8,8.55,2023-03-02 15:00:00+00:00,64.43
23.36,8.31,2023-03-02 16:00:00+00:00,64.84
25.03,7.35,2023-03-02 17:00:00+00:00,71.86
19.38,5.82,2023-03-02 18:00:00+00:00,78.4
19.0,4.73,2023-03-02 19:00:00+00:00,81.84
22.69,3.81,2023-03-02 20:00:00+00:00,83.69
22.44,3.42,2023-03-02 21:00:00+00:00,84.26
