pm25,temperature,datetime,humidity
4.6,18.21,2023-01-12 07:00:00+00:00,54.04
5.25,18.77,2023-01-12 08:00:00+00:00,53.23
5.59,19.27,2023-01-12 09:00:00+00:00,52.98
5.59,19.32,2023-01-12 10:00:00+00:00,53.74
5.34,19.61,2023-01-12 11:00:00+00:00,53.72
5.57,19.83,2023-01-12 12:00:00+00:00,53.32
6.1,19.86,2023-01-12 13:00:00+00:00,53.28
5.83,19.84,2023-01-12 14:00:00+00:00,53.26
5.18,20.0,2023-01-12 15:00:00+00:00,52.17
4.53,19.81,2023-01-12 16:00:00+00:00,52.87
4.11,19.73,2023-01-12 17:00:00+00:00,53.0
3.67,19.7,2023-01-12 18:00:00+00:00,52.74
3.63,19.5,2023-01-12 19:00:00+00:00,52.61
4.28,19.29,2023-01-12 20:00:00+00:00,52.94
3.73,19.18,2023-01-12 21:00:00+00:00,52.91
3.95,19.02,2023-01-12 22:00:00+00:00,52.98
4.32,18.83,2023-01-12 23:00:00+00:00,52.72
5.69,18.8,2023-01-13 00:00:00+00:00,53.16
5.66,18.63,2023-01-13 01:00:00+00:00,52.7
5.01,18.5,2023-01-13 02:00:00+00:00,52.56
5.24,18.37,2023-01-13 03:00:00+00:00,52.63
4.85,18.3,2023-01-13 04:00:00+00:00,52.29
4.48,18.19,2023-01-13 05:00:00+00:00,52.06
4.49,18.23,2023-01-13 06:00:00+00:00,51.78
4.03,18.67,2023-01-13 07:00:00+00:00,51.16
4.4,19.05,2023-01-13 08:00:00+00:00,50.28
6.54,19.29,2023-01-13 09:00:00+00:00,50.09
6.41,19.51,2023-01-13 10:00:00+00:00,50.21
4.51,19.68,2023-01-13 11:00:00+00:00,49.43
3.98,19.92,2023-01-13 12:00:00+00:00,48.61
3.69,19.85,2023-01-13 13:00:00+00:00,48.85
7.24,14.39,2023-01-13 14:00:00+00:00,56.43
7.48,10.85,2023-01-13 15:00:00+00:00,65.51
5.04,12.34,2023-01-13 16:00:00+00:00,65.81
4.88,12.53,2023-01-13 17:00:00+00:00,65.22
4.89,12.59,2023-01-13 18:00:00+00:00,65.66
4.47,12.64,2023-01-13 19:00:00+00:00,65.74
3.94,12.62,2023-01-13 20:00:00+00:00,65.72
4.41,12.64,2023-01-13 21:00:00+00:00,65.57
4.23,12.67,2023-01-13 22:00:00+00:00,65.4
4.39,12.64,2023-01-13 23:00:00+00:00,65.5
5.02,12.62,2023-01-14 00:00:00+00:00,65.29
5.08,12.59,2023-01-14 01:00:00+00:00,64.95
5.51,12.53,2023-01-14 02:00:00+00:00,64.12
5.22,12.5,2023-01-14 03:00:00+00:00,64.82
4.81,12.52,2023-01-14 04:00:00+00:00,65.09
4.13,12.49,2023-01-14 05:00:00+00:00,64.94
5.03,12.42,2023-01-14 06:00:00+00:00,64.41
5.43,12.39,2023-01-14 07:00:00+00:00,64.6
