pm25,temperature,datetime,humidity
0.12,29.22,2023-01-07 08:00:00+00:00,29.05
0.12,29.3,2023-01-07 09:00:00+00:00,28.63
0.11,29.4,2023-01-07 10:00:00+00:00,27.95
0.1,29.49,2023-01-07 11:00:00+00:00,27.0
0.09,29.6,2023-01-07 12:00:00+00:00,26.27
0.09,29.58,2023-01-07 13:00:00+00:00,26.0
0.1,29.5,2023-01-07 14:00:00+00:00,26.0
0.11,29.41,2023-01-07 15:00:00+00:00,26.0
0.13,29.26,2023-01-07 16:00:00+00:00,26.0
0.15,29.2,2023-01-07 17:00:00+00:00,26.0
0.16,29.2,2023-01-07 18:00:00+00:00,26.0
0.18,29.14,2023-01-07 19:00:00+00:00,26.67
0.2,29.1,2023-01-07 20:00:00+00:00,27.0
0.21,29.19,2023-01-07 21:00:00+00:00,27.0
0.19,29.2,2023-01-07 22:00:00+00:00,27.0
0.19,29.19,2023-01-07 23:00:00+00:00,27.07
0.19,29.16,2023-01-08 00:00:00+00:00,28.0
0.11,29.08,2023-01-08 01:00:00+00:00,27.09
0.11,29.2,2023-01-08 03:00:00+00:00,27.0
0.09,29.2,2023-01-08 04:00:00+00:00,27.0
0.1,29.21,2023-01-08 05:00:00+00:00,27.0
0.08,29.19,2023-01-08 06:00:00+00:00,26.12
0.08,29.07,2023-01-08 07:00:00+00:00,26.0
0.07,29.0,2023-01-08 08:00:00+00:00,26.0
0.08,29.0,2023-01-08 09:00:00+00:00,25.55
0.07,29.11,2023-01-08 10:00:00+00:00,25.0
0.09,29.28,2023-01-08 11:00:00+00:00,25.0
0.09,29.43,2023-01-08 12:00:00+00:00,25.0
0.09,29.5,2023-01-08 13:00:00+00:00,25.0
0.08,29.47,2023-01-08 14:00:00+00:00,24.68
0.08,29.34,2023-01-08 15:00:00+00:00,24.0
0.08,29.17,2023-01-08 16:00:00+00:00,24.0
0.09,28.96,2023-01-08 17:00:00+00:00,24.0
0.11,28.94,2023-01-08 18:00:00+00:00,24.0
0.13,29.0,2023-01-08 19:00:00+00:00,24.0
0.12,28.92,2023-01-08 20:00:00+00:00,24.0
0.1,28.9,2023-01-08 21:00:00+00:00,24.0
0.12,28.84,2023-01-08 22:00:00+00:00,24.0
0.14,28.87,2023-01-08 23:00:00+00:00,24.0
0.09,28.92,2023-01-09 00:00:00+00:00,24.0
0.07,28.9,2023-01-09 01:00:00+00:00,24.0
0.08,28.83,2023-01-09 02:00:00+00:00,24.0
0.08,28.8,2023-01-09 03:00:00+00:00,24.0
0.07,28.8,2023-01-09 04:00:00+00:00,24.0
0.07,28.73,2023-01-09 05:00:00+00:00,24.0
0.07,28.62,2023-01-09 06:00:00+00:00,24.0
0.07,28.6,2023-01-09 07:00:00+00:00,24.0
0.08,28.56,2023-01-09 08:00:00+00:00,24.24
0.1,28.36,2023-01-09 09:00:00+00:00,25.86
0.07,28.75,2023-01-09 10:00:00+00:00,26.0
0.08,29.14,2023-01-09 11:00:00+00:00,25.49
2.62,29.48,2023-01-09 12:00:00+00:00,25.0
0.22,29.76,2023-01-09 13:00:00+00:00,25.0
0.67,29.7,2023-01-09 14:00:00+00:00,25.0
0.46,29.54,2023-01-09 15:00:00+00:00,24.4
0.34,29.23,2023-01-09 16:00:00+00:00,24.31
0.14,29.02,2023-01-09 17:00:00+00:00,24.0
0.11,29.0,2023-01-09 18:00:00+00:00,24.0
0.1,28.9,2023-01-09 19:00:00+00:00,24.0
0.12,28.9,2023-01-09 20:00:00+00:00,24.0
0.11,28.86,2023-01-09 21:00:00+00:00,24.0
0.12,28.8,2023-01-09 22:00:00+00:00,23.43
0.1,28.8,2023-01-09 23:00:00+00:00,23.0
0.1,28.83,2023-01-10 00:00:00+00:00,23.0
0.1,28.7,2023-01-10 01:00:00+00:00,22.51
0.09,28.75,2023-01-10 02:00:00+00:00,22.63
0.09,28.77,2023-01-10 03:00:00+00:00,23.0
0.09,28.7,2023-01-10 04:00:00+00:00,23.0
0.11,28.7,2023-01-10 05:00:00+00:00,23.0
0.1,28.63,2023-01-10 06:00:00+00:00,23.0
0.12,28.51,2023-01-10 07:00:00+00:00,23.0
0.13,28.47,2023-01-10 08:00:00+00:00,23.95
0.14,28.39,2023-01-10 09:00:00+00:00,23.57
0.17,27.97,2023-01-10 10:00:00+00:00,23.97
0.14,28.27,2023-01-10 11:00:00+00:00,23.04
0.14,28.31,2023-01-10 12:00:00+00:00,23.0
0.17,27.87,2023-01-10 13:00:00+00:00,24.54
0.2,28.11,2023-01-10 14:00:00+00:00,24.2
0.19,28.39,2023-01-10 15:00:00+00:00,23.89
0.3,28.4,2023-01-10 16:00:00+00:00,23.0
,28.4,2023-01-10 17:00:00+00:00,23.5
0.02,28.16,2023-01-10 18:00:00+00:00,24.0
,28.1,2023-01-10 19:00:00+00:00,24.71
0.04,28.15,2023-01-10 20:00:00+00:00,25.0
0.09,28.1,2023-01-10 21:00:00+00:00,25.0
,28.0,2023-01-10 23:00:00+00:00,27.0
,28.0,2023-01-11 01:00:00+00:00,28.45
