datetime,pm25,temperature,humidity
2023-01-01 00:00:00+00:00,43.02,14.87,66.7
2023-01-01 01:00:00+00:00,32.76,15.21,65.96
2023-01-01 03:00:00+00:00,5.83,15.12,65.89
2023-01-01 04:00:00+00:00,4.93,14.54,69.57
2023-01-01 05:00:00+00:00,4.16,13.18,69.63
2023-01-01 06:00:00+00:00,6.77,12.46,72.64
2023-01-01 07:00:00+00:00,8.63,12.33,74.79
2023-01-01 08:00:00+00:00,8.63,12.18,75.33
2023-01-01 09:00:00+00:00,7.73,12.02,73.97
2023-01-01 10:00:00+00:00,6.55,12.17,71.59
2023-01-01 11:00:00+00:00,6.16,12.58,69.94
2023-01-01 12:00:00+00:00,6.28,13.14,69.6
2023-01-01 13:00:00+00:00,6.41,12.95,69.25
2023-01-01 14:00:00+00:00,6.82,12.59,69.54
2023-01-01 15:00:00+00:00,6.16,12.66,69.99
2023-01-01 16:00:00+00:00,5.72,12.31,74.9
2023-01-01 17:00:00+00:00,6.99,12.09,77.09
2023-01-01 18:00:00+00:00,7.98,12.08,77.26
2023-01-01 19:00:00+00:00,6.51,12.03,76.12
2023-01-01 20:00:00+00:00,6.04,11.1,81.69
2023-01-01 21:00:00+00:00,9.64,11.12,88.94
2023-01-01 22:00:00+00:00,10.76,11.09,90.43
2023-01-01 23:00:00+00:00,13.68,11.0,90.99
2023-01-02 00:00:00+00:00,15.2,10.94,92.42
2023-01-02 01:00:00+00:00,20.61,11.14,91.34
2023-01-02 02:00:00+00:00,24.09,11.32,92.44
2023-01-02 03:00:00+00:00,26.12,11.31,93.37
2023-01-02 04:00:00+00:00,24.37,11.38,93.72
2023-01-02 05:00:00+00:00,8.73,11.04,92.88
2023-01-02 06:00:00+00:00,4.07,9.72,91.42
2023-01-02 07:00:00+00:00,1.84,8.99,91.57
2023-01-02 08:00:00+00:00,3.08,8.83,91.79
2023-01-02 09:00:00+00:00,2.35,8.89,89.28
2023-01-02 10:00:00+00:00,2.92,9.0,85.65
2023-01-02 11:00:00+00:00,3.52,9.35,86.03
2023-01-02 12:00:00+00:00,3.34,9.82,84.36
2023-01-02 13:00:00+00:00,3.92,9.87,84.34
2023-01-02 14:00:00+00:00,4.42,9.44,85.72
2023-01-02 15:00:00+00:00,3.06,9.08,81.95
2023-01-02 16:00:00+00:00,2.95,8.61,80.7
2023-01-02 17:00:00+00:00,6.11,7.99,82.54
2023-01-02 18:00:00+00:00,5.15,7.53,80.85
2023-01-02 19:00:00+00:00,6.07,7.24,82.16
2023-01-02 20:00:00+00:00,5.45,7.03,79.93
2023-01-02 21:00:00+00:00,5.44,6.93,78.55
2023-01-02 22:00:00+00:00,5.28,6.58,77.36
2023-01-02 23:00:00+00:00,3.36,6.16,74.92
2023-01-03 00:00:00+00:00,2.74,6.1,74.18
2023-01-03 01:00:00+00:00,3.66,5.98,74.54
2023-01-03 02:00:00+00:00,4.83,5.83,75.36
2023-01-03 03:00:00+00:00,4.62,5.69,75.87
2023-01-03 04:00:00+00:00,7.75,4.98,80.53
2023-01-03 05:00:00+00:00,10.63,4.89,83.57
2023-01-03 06:00:00+00:00,29.04,4.31,89.19
2023-01-03 07:00:00+00:00,47.41,3.78,92.16
2023-01-03 08:00:00+00:00,48.3,4.48,90.09
2023-01-03 09:00:00+00:00,21.49,5.67,86.98
2023-01-03 10:00:00+00:00,39.53,6.16,89.72
2023-01-03 11:00:00+00:00,46.16,6.68,90.45
2023-01-03 12:00:00+00:00,45.79,7.46,89.82
2023-01-03 13:00:00+00:00,38.68,8.04,87.96
2023-01-03 14:00:00+00:00,25.55,8.48,85.77
2023-01-03 15:00:00+00:00,17.28,8.72,84.0
2023-01-03 16:00:00+00:00,13.53,8.65,84.67
2023-01-03 17:00:00+00:00,14.42,8.61,84.43
2023-01-03 18:00:00+00:00,12.17,8.5,84.84
2023-01-03 19:00:00+00:00,11.7,8.53,84.71
2023-01-03 20:00:00+00:00,11.12,8.79,83.86
2023-01-03 21:00:00+00:00,8.56,9.1,82.63
2023-01-03 22:00:00+00:00,6.66,9.32,82.23
2023-01-04 00:00:00+00:00,7.2,9.17,88.92
2023-01-04 01:00:00+00:00,4.7,9.18,91.4
2023-01-04 03:00:00+00:00,5.72,10.81,90.73
2023-01-04 04:00:00+00:00,3.36,11.76,89.31
2023-01-04 05:00:00+00:00,4.66,11.96,88.33
2023-01-04 07:00:00+00:00,3.89,12.34,86.86
2023-01-04 08:00:00+00:00,5.54,12.0,88.62
2023-01-04 09:00:00+00:00,4.43,11.47,91.79
2023-01-04 10:00:00+00:00,9.83,11.91,89.96
2023-01-04 11:00:00+00:00,6.3,11.82,91.48
2023-01-04 12:00:00+00:00,6.55,11.89,90.96
2023-01-04 13:00:00+00:00,7.71,12.09,88.46
2023-01-04 14:00:00+00:00,7.67,12.2,86.75
2023-01-04 15:00:00+00:00,6.99,12.39,84.41
2023-01-04 16:00:00+00:00,7.79,12.59,82.25
2023-01-04 17:00:00+00:00,10.97,12.15,82.57
