,datetime,pm25,pm25_mean
3,2023-01-01 03:00:00+00:00,12.5,12.6
4,2023-01-01 04:00:00+00:00,10.6,10.6
5,2023-01-01 05:00:00+00:00,9.100000000000001,10.0875
6,2023-01-01 06:00:00+00:00,8.55,8.55625
7,2023-01-01 07:00:00+00:00,9.55,9.05
8,2023-01-01 08:00:00+00:00,9.2,8.31875
9,2023-01-01 09:00:00+00:00,8.45,8.99375
10,2023-01-01 10:00:00+00:00,7.85,7.5874999999999995
11,2023-01-01 11:00:00+00:00,6.95,6.675
12,2023-01-01 12:00:00+00:00,6.699999999999999,6.54375
13,2023-01-01 13:00:00+00:00,8.350000000000001,9.71875
14,2023-01-01 14:00:00+00:00,7.949999999999999,8.10625
15,2023-01-01 15:00:00+00:00,7.550000000000001,7.55
16,2023-01-01 16:00:00+00:00,7.15,8.2625
17,2023-01-01 17:00:00+00:00,9.7,11.38125
18,2023-01-01 18:00:00+00:00,10.25,10.45
19,2023-01-01 19:00:00+00:00,9.95,11.475
20,2023-01-01 20:00:00+00:00,7.6,8.24375
21,2023-01-01 21:00:00+00:00,7.949999999999999,8.50625
22,2023-01-01 22:00:00+00:00,7.8,7.325
23,2023-01-01 23:00:00+00:00,7.0,7.7437499999999995
24,2023-01-02 00:00:00+00:00,7.35,7.4125
25,2023-01-02 01:00:00+00:00,8.8,9.73125
26,2023-01-02 02:00:00+00:00,10.65,11.64375
27,2023-01-02 03:00:00+00:00,9.5,8.575
28,2023-01-02 04:00:00+00:00,9.35,8.59375
29,2023-01-02 05:00:00+00:00,6.7,6.6937500000000005
30,2023-01-02 06:00:00+00:00,2.6,2.2866666666666666
31,2023-01-02 07:00:00+00:00,1.5,0.09374999999999997
32,2023-01-02 08:00:00+00:00,1.7,0.45625
33,2023-01-02 09:00:00+00:00,1.0999999999999999,0.5214285714285715
34,2023-01-02 10:00:00+00:00,3.0,2.8400000000000003
35,2023-01-02 11:00:00+00:00,4.5,4.86
36,2023-01-02 12:00:00+00:00,4.4,4.966666666666667
37,2023-01-02 13:00:00+00:00,5.6,5.8933333333333335
38,2023-01-02 14:00:00+00:00,5.5,5.126666666666666
39,2023-01-02 15:00:00+00:00,4.0,4.24
40,2023-01-02 16:00:00+00:00,4.2,4.48
41,2023-01-02 17:00:00+00:00,5.5,6.733333333333333
42,2023-01-02 18:00:00+00:00,5.3,5.546666666666667
43,2023-01-02 19:00:00+00:00,4.7,5.793333333333334
44,2023-01-02 20:00:00+00:00,5.3,6.5
45,2023-01-02 21:00:00+00:00,6.8,7.933333333333334
46,2023-01-02 22:00:00+00:00,7.8,7.113333333333333
47,2023-01-02 23:00:00+00:00,6.5,6.346666666666667
48,2023-01-03 00:00:00+00:00,4.8,6.073333333333333
49,2023-01-03 01:00:00+00:00,5.0,5.4
50,2023-01-03 02:00:00+00:00,4.7,4.833333333333333
51,2023-01-03 03:00:00+00:00,5.9,5.3933333333333335
52,2023-01-03 04:00:00+00:00,7.0,6.953333333333333
53,2023-01-03 05:00:00+00:00,8.6,9.520000000000001
54,2023-01-03 06:00:00+00:00,10.5,11.686666666666666
55,2023-01-03 07:00:00+00:00,17.5,16.946666666666665
56,2023-01-03 08:00:00+00:00,18.4,18.64
57,2023-01-03 09:00:00+00:00,14.6,15.54
58,2023-01-03 10:00:00+00:00,16.0,15.139999999999999
59,2023-01-03 11:00:00+00:00,18.8,18.62
60,2023-01-03 12:00:00+00:00,19.8,20.240000000000002
61,2023-01-03 13:00:00+00:00,15.5,17.086666666666666
62,2023-01-03 14:00:00+00:00,12.4,13.733333333333333
63,2023-01-03 15:00:00+00:00,10.5,10.946666666666665
64,2023-01-03 16:00:00+00:00,9.1,9.406666666666666
65,2023-01-03 17:00:00+00:00,9.1,9.886666666666665
66,2023-01-03 18:00:00+00:00,8.8,9.653333333333334
67,2023-01-03 19:00:00+00:00,8.6,10.053333333333335
68,2023-01-03 20:00:00+00:00,8.8,10.08
69,2023-01-03 21:00:00+00:00,7.4,9.26
70,2023-01-03 22:00:00+00:00,7.6,8.853333333333333
71,2023-01-03 23:00:00+00:00,6.5,8.08
72,2023-01-04 00:00:00+00:00,6.0,7.379999999999999
73,2023-01-04 01:00:00+00:00,4.1,6.093333333333333
74,2023-01-04 02:00:00+00:00,1.9,2.44
75,2023-01-04 03:00:00+00:00,3.1,3.9066666666666667
76,2023-01-04 04:00:00+00:00,3.3,4.86
77,2023-01-04 05:00:00+00:00,3.9,5.1466666666666665
78,2023-01-04 06:00:00+00:00,3.6,3.8133333333333335
79,2023-01-04 07:00:00+00:00,3.6,4.04
80,2023-01-04 08:00:00+00:00,4.8,5.04
81,2023-01-04 09:00:00+00:00,3.6,4.026666666666666
82,2023-01-04 10:00:00+00:00,4.6,4.79375
83,2023-01-04 11:00:00+00:00,5.7,5.99375
84,2023-01-04 12:00:00+00:00,4.45,4.83125
85,2023-01-04 13:00:00+00:00,6.15,5.825
86,2023-01-04 14:00:00+00:00,6.800000000000001,6.95
87,2023-01-04 15:00:00+00:00,6.55,6.51875
88,2023-01-04 16:00:00+00:00,7.9,7.275
89,2023-01-04 17:00:00+00:00,9.95,9.65625
90,2023-01-04 18:00:00+00:00,11.55,12.075
91,2023-01-04 19:00:00+00:00,13.2,12.8625
92,2023-01-04 20:00:00+00:00,12.100000000000001,12.2125
93,2023-01-04 21:00:00+00:00,13.0,13.20625
94,2023-01-04 22:00:00+00:00,13.7,12.74375
95,2023-01-04 23:00:00+00:00,14.25,13.76875
96,2023-01-05 00:00:00+00:00,13.25,13.21875
97,2023-01-05 01:00:00+00:00,12.25,12.5125
98,2023-01-05 02:00:00+00:00,13.05,12.46875
99,2023-01-05 03:00:00+00:00,13.3,13.6375
100,2023-01-05 04:00:00+00:00,12.1,11.53125
101,2023-01-05 05:00:00+00:00,12.05,12.393749999999999
102,2023-01-05 06:00:00+00:00,11.649999999999999,11.68125
103,2023-01-05 07:00:00+00:00,11.3,11.9
104,2023-01-05 08:00:00+00:00,10.649999999999999,11.1375
105,2023-01-05 09:00:00+00:00,11.2,11.43125
106,2023-01-05 10:00:00+00:00,11.3,11.875
107,2023-01-05 11:00:00+00:00,11.0,12.086666666666668
108,2023-01-05 12:00:00+00:00,11.95,12.0375
109,2023-01-05 13:00:00+00:00,14.399999999999999,13.6625
110,2023-01-05 14:00:00+00:00,12.649999999999999,12.59375
111,2023-01-05 15:00:00+00:00,10.85,11.4375
112,2023-01-05 16:00:00+00:00,9.7,9.50625
113,2023-01-05 17:00:00+00:00,8.149999999999999,8.79375
114,2023-01-05 18:00:00+00:00,7.55,7.09375
115,2023-01-05 19:00:00+00:00,8.75,7.887499999999999
116,2023-01-05 20:00:00+00:00,8.1,8.4375
117,2023-01-05 21:00:00+00:00,8.35,7.86875
118,2023-01-05 22:00:00+00:00,9.149999999999999,9.1375
119,2023-01-05 23:00:00+00:00,6.9,7.10625
120,2023-01-06 00:00:00+00:00,5.35,6.9125000000000005
121,2023-01-06 01:00:00+00:00,4.55,4.7625
122,2023-01-06 02:00:00+00:00,3.85,4.45
123,2023-01-06 03:00:00+00:00,4.65,5.45625
124,2023-01-06 04:00:00+00:00,3.95,5.96875
125,2023-01-06 05:00:00+00:00,3.6,4.89375
126,2023-01-06 06:00:00+00:00,2.8,3.2133333333333334
127,2023-01-06 07:00:00+00:00,3.05,3.325
128,2023-01-06 08:00:00+00:00,4.55,4.40625
129,2023-01-06 09:00:00+00:00,4.800000000000001,4.2875000000000005
130,2023-01-06 10:00:00+00:00,4.65,4.5562499999999995
131,2023-01-06 11:00:00+00:00,5.25,4.40625
132,2023-01-06 12:00:00+00:00,5.1,5.00625
133,2023-01-06 13:00:00+00:00,5.35,5.59375
134,2023-01-06 14:00:00+00:00,4.35,4.2875
135,2023-01-06 15:00:00+00:00,3.9,4.4875
136,2023-01-06 16:00:00+00:00,4.0,4.3625
137,2023-01-06 17:00:00+00:00,4.35,5.03125
138,2023-01-06 18:00:00+00:00,6.5,7.20625
139,2023-01-06 19:00:00+00:00,8.2,9.175
140,2023-01-06 20:00:00+00:00,10.05,11.51875
141,2023-01-06 21:00:00+00:00,10.7,11.575
142,2023-01-06 22:00:00+00:00,8.85,8.9125
143,2023-01-06 23:00:00+00:00,6.15,6.75
144,2023-01-07 00:00:00+00:00,6.800000000000001,6.5375
145,2023-01-07 01:00:00+00:00,7.300000000000001,8.19375
146,2023-01-07 02:00:00+00:00,6.6,8.65625
147,2023-01-07 03:00:00+00:00,6.0,8.95
148,2023-01-07 04:00:00+00:00,6.65,9.08125
149,2023-01-07 05:00:00+00:00,6.800000000000001,8.08125
150,2023-01-07 06:00:00+00:00,6.8,7.49375
151,2023-01-07 07:00:00+00:00,8.600000000000001,8.43125
152,2023-01-07 08:00:00+00:00,7.35,7.2749999999999995
153,2023-01-07 09:00:00+00:00,5.45,5.41875
154,2023-01-07 10:00:00+00:00,3.4,4.68125
155,2023-01-07 11:00:00+00:00,2.95,3.65625
156,2023-01-07 12:00:00+00:00,2.95,2.6625
157,2023-01-07 13:00:00+00:00,2.8,2.8
158,2023-01-07 14:00:00+00:00,2.75,2.65
159,2023-01-07 15:00:00+00:00,3.15,3.06875
160,2023-01-07 16:00:00+00:00,3.1,3.54375
161,2023-01-07 17:00:00+00:00,3.95,4.01875
162,2023-01-07 18:00:00+00:00,4.0,5.9625
163,2023-01-07 19:00:00+00:00,4.25,5.3625
164,2023-01-07 20:00:00+00:00,5.55,6.64375
165,2023-01-07 21:00:00+00:00,6.65,7.85625
166,2023-01-07 22:00:00+00:00,6.4,8.2375
167,2023-01-07 23:00:00+00:00,6.0,7.6000000000000005
168,2023-01-08 00:00:00+00:00,6.25,6.36875
169,2023-01-08 01:00:00+00:00,5.3,6.025
170,2023-01-08 02:00:00+00:00,5.199999999999999,7.60625
171,2023-01-08 03:00:00+00:00,5.6,7.5625
172,2023-01-08 04:00:00+00:00,4.550000000000001,5.5562499999999995
173,2023-01-08 05:00:00+00:00,3.9,5.956250000000001
174,2023-01-08 06:00:00+00:00,4.7,7.3374999999999995
175,2023-01-08 07:00:00+00:00,4.9,6.725
176,2023-01-08 08:00:00+00:00,5.300000000000001,6.85
177,2023-01-08 09:00:00+00:00,5.2,6.18125
178,2023-01-08 10:00:00+00:00,5.5,7.1625
179,2023-01-08 11:00:00+00:00,5.9,6.9125
180,2023-01-08 12:00:00+00:00,5.6,7.775
181,2023-01-08 13:00:00+00:00,5.35,7.475
182,2023-01-08 14:00:00+00:00,5.050000000000001,6.3125
183,2023-01-08 15:00:00+00:00,4.4,6.0375
