pm25,temperature,datetime,humidity
23.3,7.62,2023-04-06 06:00:00+00:00,54.66
28.57,7.73,2023-04-06 07:00:00+00:00,58.06
33.45,8.19,2023-04-06 08:00:00+00:00,61.99
35.54,9.03,2023-04-06 09:00:00+00:00,63.52
33.5,9.43,2023-04-06 10:00:00+00:00,68.33
16.51,9.55,2023-04-06 11:00:00+00:00,70.38
15.48,9.41,2023-04-06 12:00:00+00:00,76.89
16.3,9.38,2023-04-06 13:00:00+00:00,79.82
15.58,9.23,2023-04-06 14:00:00+00:00,81.42
14.54,9.12,2023-04-06 15:00:00+00:00,83.8
12.81,9.16,2023-04-06 16:00:00+00:00,84.83
12.48,9.29,2023-04-06 17:00:00+00:00,86.26
14.89,9.46,2023-04-06 18:00:00+00:00,86.96
22.64,9.76,2023-04-06 19:00:00+00:00,87.32
6.68,9.81,2023-04-06 20:00:00+00:00,87.32
4.9,9.5,2023-04-06 21:00:00+00:00,87.64
5.16,9.12,2023-04-06 22:00:00+00:00,87.42
4.0,8.86,2023-04-06 23:00:00+00:00,87.03
5.53,9.02,2023-04-07 00:00:00+00:00,86.56
4.92,9.05,2023-04-07 01:00:00+00:00,85.87
5.07,9.07,2023-04-07 02:00:00+00:00,86.28
7.1,8.96,2023-04-07 03:00:00+00:00,85.21
5.53,8.93,2023-04-07 04:00:00+00:00,83.69
5.75,8.94,2023-04-07 05:00:00+00:00,83.23
4.85,8.89,2023-04-07 06:00:00+00:00,83.16
4.34,8.9,2023-04-07 07:00:00+00:00,79.18
4.65,9.1,2023-04-07 08:00:00+00:00,78.78
4.55,9.21,2023-04-07 09:00:00+00:00,79.25
4.38,9.55,2023-04-07 10:00:00+00:00,79.16
5.78,9.75,2023-04-07 11:00:00+00:00,79.08
10.02,9.45,2023-04-07 12:00:00+00:00,82.9
12.26,9.66,2023-04-07 13:00:00+00:00,82.39
5.06,9.61,2023-04-07 14:00:00+00:00,81.2
7.07,9.64,2023-04-07 15:00:00+00:00,81.55
15.94,9.85,2023-04-07 16:00:00+00:00,81.62
21.19,9.86,2023-04-07 17:00:00+00:00,82.34
26.09,9.77,2023-04-07 18:00:00+00:00,82.78
24.61,9.54,2023-04-07 19:00:00+00:00,84.08
27.43,9.7,2023-04-07 20:00:00+00:00,83.66
25.84,9.91,2023-04-07 21:00:00+00:00,82.65
22.59,9.82,2023-04-07 22:00:00+00:00,82.84
25.6,9.88,2023-04-07 23:00:00+00:00,82.26
27.59,9.86,2023-04-08 00:00:00+00:00,82.26
26.85,9.46,2023-04-08 01:00:00+00:00,81.07
27.86,8.73,2023-04-08 02:00:00+00:00,81.65
29.32,8.31,2023-04-08 03:00:00+00:00,82.55
24.84,7.77,2023-04-08 04:00:00+00:00,81.31
26.33,7.26,2023-04-08 05:00:00+00:00,79.2
25.21,6.99,2023-04-08 06:00:00+00:00,77.29
24.46,7.2,2023-04-08 07:00:00+00:00,77.4
20.12,8.09,2023-04-08 08:00:00+00:00,74.5
18.82,9.34,2023-04-08 09:00:00+00:00,72.81
21.57,10.6,2023-04-08 10:00:00+00:00,70.2
19.73,11.81,2023-04-08 11:00:00+00:00,64.95
19.02,13.32,2023-04-08 12:00:00+00:00,58.25
17.35,14.92,2023-04-08 13:00:00+00:00,51.11
18.62,16.06,2023-04-08 14:00:00+00:00,48.81
17.89,15.29,2023-04-08 15:00:00+00:00,48.78
