pm25,temperature,datetime,humidity
2.81,6.61,2023-01-19 12:00:00+00:00,58.01
2.74,7.38,2023-01-19 13:00:00+00:00,57.47
2.99,7.3,2023-01-19 14:00:00+00:00,56.78
2.82,6.8,2023-01-19 15:00:00+00:00,60.31
3.01,7.37,2023-01-19 16:00:00+00:00,62.06
6.13,5.15,2023-01-19 17:00:00+00:00,69.59
3.95,4.44,2023-01-19 18:00:00+00:00,72.67
4.04,3.34,2023-01-19 19:00:00+00:00,74.64
3.83,3.03,2023-01-19 20:00:00+00:00,75.41
8.11,2.97,2023-01-19 21:00:00+00:00,77.21
3.5,3.23,2023-01-19 22:00:00+00:00,76.81
2.92,2.97,2023-01-19 23:00:00+00:00,77.29
10.98,2.52,2023-01-20 00:00:00+00:00,81.22
20.98,2.05,2023-01-20 01:00:00+00:00,83.29
28.78,1.76,2023-01-20 03:00:00+00:00,85.75
37.4,1.72,2023-01-20 04:00:00+00:00,86.56
13.53,2.21,2023-01-20 05:00:00+00:00,87.06
20.98,2.18,2023-01-20 06:00:00+00:00,86.84
33.7,2.24,2023-01-20 07:00:00+00:00,87.75
39.97,2.16,2023-01-20 08:00:00+00:00,88.25
32.22,2.15,2023-01-20 09:00:00+00:00,88.86
38.33,2.26,2023-01-20 10:00:00+00:00,87.89
31.03,3.99,2023-01-20 11:00:00+00:00,86.12
28.84,3.74,2023-01-20 12:00:00+00:00,85.5
26.85,3.12,2023-01-20 13:00:00+00:00,88.08
27.51,3.62,2023-01-20 14:00:00+00:00,88.82
24.86,4.52,2023-01-20 15:00:00+00:00,85.73
31.67,3.49,2023-01-20 16:00:00+00:00,86.02
31.89,3.0,2023-01-20 17:00:00+00:00,86.93
30.52,2.89,2023-01-20 18:00:00+00:00,86.12
31.1,2.88,2023-01-20 19:00:00+00:00,85.18
29.87,2.69,2023-01-20 20:00:00+00:00,83.7
35.1,1.64,2023-01-20 21:00:00+00:00,84.12
54.58,0.81,2023-01-20 22:00:00+00:00,85.37
54.27,0.55,2023-01-20 23:00:00+00:00,86.57
56.32,0.42,2023-01-21 00:00:00+00:00,87.06
49.83,0.18,2023-01-21 01:00:00+00:00,87.14
46.39,-0.15,2023-01-21 02:00:00+00:00,86.95
49.95,-0.66,2023-01-21 03:00:00+00:00,87.15
54.16,-0.95,2023-01-21 04:00:00+00:00,87.62
52.88,-1.12,2023-01-21 05:00:00+00:00,87.94
55.51,-1.3,2023-01-21 06:00:00+00:00,87.77
56.4,-1.4,2023-01-21 07:00:00+00:00,87.82
63.9,-0.97,2023-01-21 08:00:00+00:00,87.91
53.33,0.52,2023-01-21 09:00:00+00:00,88.44
47.86,1.48,2023-01-21 10:00:00+00:00,87.64
50.15,2.86,2023-01-21 11:00:00+00:00,86.02
32.31,8.0,2023-01-21 12:00:00+00:00,77.85
18.05,16.41,2023-01-21 13:00:00+00:00,57.9
17.66,14.21,2023-01-21 14:00:00+00:00,51.48
26.41,9.61,2023-01-21 15:00:00+00:00,59.41
30.48,4.71,2023-01-21 16:00:00+00:00,69.23
