pm25,temperature,datetime,humidity
23.06,6.31,2023-01-29 07:00:00+00:00,78.58
18.67,6.26,2023-01-29 08:00:00+00:00,79.25
12.14,6.45,2023-01-29 09:00:00+00:00,79.52
8.88,6.67,2023-01-29 10:00:00+00:00,80.28
7.85,6.75,2023-01-29 11:00:00+00:00,79.91
9.12,6.88,2023-01-29 12:00:00+00:00,79.99
11.34,6.74,2023-01-29 13:00:00+00:00,85.04
15.58,6.89,2023-01-29 14:00:00+00:00,84.64
16.22,6.95,2023-01-29 15:00:00+00:00,83.68
9.68,7.05,2023-01-29 16:00:00+00:00,85.22
45.39,7.16,2023-01-29 17:00:00+00:00,85.74
34.02,7.43,2023-01-29 18:00:00+00:00,85.65
9.34,7.34,2023-01-29 19:00:00+00:00,83.91
9.76,7.5,2023-01-29 20:00:00+00:00,84.27
10.6,7.78,2023-01-29 21:00:00+00:00,84.46
11.62,7.88,2023-01-29 22:00:00+00:00,84.64
11.37,7.85,2023-01-29 23:00:00+00:00,86.02
10.4,7.86,2023-01-30 00:00:00+00:00,85.81
7.71,8.11,2023-01-30 01:00:00+00:00,84.0
8.69,7.93,2023-01-30 02:00:00+00:00,85.14
8.4,8.02,2023-01-30 03:00:00+00:00,85.1
9.12,8.22,2023-01-30 04:00:00+00:00,84.36
10.1,8.2,2023-01-30 05:00:00+00:00,80.02
12.47,7.67,2023-01-30 06:00:00+00:00,75.69
13.84,7.4,2023-01-30 07:00:00+00:00,73.84
12.84,7.36,2023-01-30 08:00:00+00:00,73.1
13.06,7.51,2023-01-30 09:00:00+00:00,73.38
14.08,7.75,2023-01-30 10:00:00+00:00,73.31
15.44,7.98,2023-01-30 11:00:00+00:00,73.17
17.22,8.06,2023-01-30 12:00:00+00:00,73.74
15.7,8.62,2023-01-30 13:00:00+00:00,71.11
15.61,8.67,2023-01-30 14:00:00+00:00,70.88
15.7,8.46,2023-01-30 15:00:00+00:00,70.75
14.29,7.74,2023-01-30 16:00:00+00:00,74.93
14.67,7.37,2023-01-30 17:00:00+00:00,75.73
13.38,7.32,2023-01-30 18:00:00+00:00,74.98
11.89,7.16,2023-01-30 19:00:00+00:00,74.98
11.33,7.03,2023-01-30 20:00:00+00:00,74.78
9.08,7.08,2023-01-30 21:00:00+00:00,74.33
8.41,6.99,2023-01-30 22:00:00+00:00,72.0
8.46,6.68,2023-01-30 23:00:00+00:00,76.31
