pm25,temperature,datetime,humidity
4.5,7.04,2023-01-15 07:00:00+00:00,57.44
5.73,6.82,2023-01-15 08:00:00+00:00,63.45
7.13,6.75,2023-01-15 09:00:00+00:00,67.92
6.79,7.49,2023-01-15 10:00:00+00:00,65.48
7.02,7.88,2023-01-15 11:00:00+00:00,65.14
7.4,8.14,2023-01-15 12:00:00+00:00,64.99
7.4,8.15,2023-01-15 13:00:00+00:00,65.42
6.09,6.91,2023-01-15 14:00:00+00:00,76.69
5.32,6.37,2023-01-15 15:00:00+00:00,79.36
6.08,6.96,2023-01-15 16:00:00+00:00,77.18
5.99,7.24,2023-01-15 17:00:00+00:00,76.24
5.36,6.8,2023-01-15 18:00:00+00:00,79.0
3.27,6.15,2023-01-15 19:00:00+00:00,82.1
4.91,5.85,2023-01-15 20:00:00+00:00,82.81
4.38,5.57,2023-01-15 21:00:00+00:00,82.44
2.54,5.22,2023-01-15 22:00:00+00:00,81.22
3.37,4.83,2023-01-15 23:00:00+00:00,81.54
6.64,4.73,2023-01-16 00:00:00+00:00,82.7
8.92,4.76,2023-01-16 01:00:00+00:00,82.81
15.92,4.22,2023-01-16 03:00:00+00:00,84.18
19.92,4.38,2023-01-16 04:00:00+00:00,84.29
13.81,4.38,2023-01-16 05:00:00+00:00,83.0
7.41,4.23,2023-01-16 06:00:00+00:00,83.22
3.26,4.51,2023-01-16 07:00:00+00:00,82.91
3.12,4.73,2023-01-16 08:00:00+00:00,83.19
5.16,4.54,2023-01-16 10:00:00+00:00,83.8
7.68,4.93,2023-01-16 11:00:00+00:00,84.48
3.28,5.02,2023-01-16 12:00:00+00:00,83.56
4.47,5.2,2023-01-16 13:00:00+00:00,84.79
5.37,5.55,2023-01-16 14:00:00+00:00,85.35
8.31,5.96,2023-01-16 15:00:00+00:00,85.06
2.55,4.98,2023-01-16 16:00:00+00:00,83.34
2.3,4.53,2023-01-16 17:00:00+00:00,86.03
2.23,4.43,2023-01-16 18:00:00+00:00,84.35
2.1,4.73,2023-01-16 19:00:00+00:00,83.8
3.5,4.91,2023-01-16 20:00:00+00:00,83.24
3.28,4.81,2023-01-16 21:00:00+00:00,84.26
4.22,4.68,2023-01-16 22:00:00+00:00,82.85
5.76,4.46,2023-01-16 23:00:00+00:00,80.0
3.3,3.89,2023-01-17 00:00:00+00:00,78.73
4.22,4.31,2023-01-17 01:00:00+00:00,73.88
2.86,3.58,2023-01-17 02:00:00+00:00,78.09
3.23,3.53,2023-01-17 03:00:00+00:00,74.52
1.84,4.28,2023-01-17 04:00:00+00:00,57.56
1.67,4.28,2023-01-17 05:00:00+00:00,55.86
1.42,4.3,2023-01-17 06:00:00+00:00,57.95
1.72,4.07,2023-01-17 07:00:00+00:00,57.96
1.36,3.74,2023-01-17 08:00:00+00:00,57.6
1.91,3.68,2023-01-17 09:00:00+00:00,58.69
2.04,4.17,2023-01-17 10:00:00+00:00,58.08
1.92,4.81,2023-01-17 11:00:00+00:00,56.2
2.03,5.04,2023-01-17 12:00:00+00:00,55.82
1.72,5.26,2023-01-17 13:00:00+00:00,53.4
1.49,6.02,2023-01-17 14:00:00+00:00,50.43
1.25,5.97,2023-01-17 15:00:00+00:00,50.18
0.94,4.75,2023-01-17 16:00:00+00:00,54.08
1.29,3.99,2023-01-17 17:00:00+00:00,56.43
1.4,3.87,2023-01-17 18:00:00+00:00,56.16
2.75,3.81,2023-01-17 19:00:00+00:00,58.07
2.47,3.93,2023-01-17 20:00:00+00:00,58.33
3.32,3.67,2023-01-17 21:00:00+00:00,56.26
3.32,3.67,2023-01-17 21:00:00+00:00,56.26
3.32,3.67,2023-01-17 21:00:00+00:00,56.26
3.32,3.67,2023-01-17 21:00:00+00:00,56.26
3.32,3.67,2023-01-17 21:00:00+00:00,56.26
3.32,3.67,2023-01-17 21:00:00+00:00,56.26
3.32,3.67,2023-01-17 21:00:00+00:00,56.26
3.32,3.67,2023-01-17 21:00:00+00:00,56.26
2.7,3.39,2023-01-17 22:00:00+00:00,57.61
2.01,3.44,2023-01-17 23:00:00+00:00,60.57
1.44,3.63,2023-01-18 00:00:00+00:00,56.93
2.73,3.74,2023-01-18 01:00:00+00:00,59.15
5.25,3.5,2023-01-18 02:00:00+00:00,60.75
5.77,3.46,2023-01-18 03:00:00+00:00,62.29
3.49,3.65,2023-01-18 04:00:00+00:00,61.58
3.58,3.73,2023-01-18 05:00:00+00:00,62.81
2.69,3.95,2023-01-18 06:00:00+00:00,61.84
2.87,4.25,2023-01-18 07:00:00+00:00,62.62
2.86,4.3,2023-01-18 08:00:00+00:00,64.17
2.57,4.57,2023-01-18 09:00:00+00:00,63.03
1.79,5.11,2023-01-18 10:00:00+00:00,60.23
2.54,5.64,2023-01-18 11:00:00+00:00,60.2
2.76,5.66,2023-01-18 12:00:00+00:00,63.51
2.47,6.07,2023-01-18 13:00:00+00:00,62.01
2.52,5.76,2023-01-18 14:00:00+00:00,63.35
2.59,5.49,2023-01-18 15:00:00+00:00,66.87
3.17,5.33,2023-01-18 16:00:00+00:00,71.78
4.08,5.57,2023-01-18 17:00:00+00:00,71.72
5.0,5.7,2023-01-18 18:00:00+00:00,70.79
2.64,4.7,2023-01-18 19:00:00+00:00,78.9
4.3,4.26,2023-01-18 20:00:00+00:00,84.6
2.94,4.58,2023-01-18 21:00:00+00:00,84.1
1.99,4.12,2023-01-18 22:00:00+00:00,84.25
3.2,4.33,2023-01-18 23:00:00+00:00,85.2
2.43,4.94,2023-01-19 00:00:00+00:00,82.17
3.0,4.72,2023-01-19 01:00:00+00:00,84.35
3.39,4.47,2023-01-19 02:00:00+00:00,82.69
5.81,4.62,2023-01-19 03:00:00+00:00,81.23
6.47,5.9,2023-01-19 04:00:00+00:00,69.3
5.89,5.93,2023-01-19 05:00:00+00:00,71.17
5.29,5.91,2023-01-19 06:00:00+00:00,67.0
5.58,5.95,2023-01-19 07:00:00+00:00,66.5
4.01,5.55,2023-01-19 08:00:00+00:00,64.06
3.07,4.92,2023-01-19 09:00:00+00:00,65.52
2.32,5.59,2023-01-19 10:00:00+00:00,55.9
2.16,5.94,2023-01-19 11:00:00+00:00,54.32
2.07,5.64,2023-01-19 12:00:00+00:00,53.97
2.75,6.33,2023-01-19 13:00:00+00:00,59.23
1.99,6.61,2023-01-19 14:00:00+00:00,54.52
2.12,5.88,2023-01-19 15:00:00+00:00,55.76
2.17,5.21,2023-01-19 16:00:00+00:00,59.24
2.68,4.72,2023-01-19 17:00:00+00:00,66.04
2.05,4.01,2023-01-19 18:00:00+00:00,69.58
3.16,4.03,2023-01-19 19:00:00+00:00,65.04
1.81,3.94,2023-01-19 20:00:00+00:00,63.26
2.74,3.59,2023-01-19 21:00:00+00:00,68.17
1.25,3.09,2023-01-19 22:00:00+00:00,72.17
1.64,2.5,2023-01-19 23:00:00+00:00,76.95
9.11,2.68,2023-01-20 00:00:00+00:00,79.87
14.61,2.74,2023-01-20 01:00:00+00:00,79.87
28.72,2.35,2023-01-20 03:00:00+00:00,81.75
36.13,2.19,2023-01-20 04:00:00+00:00,82.19
18.84,2.56,2023-01-20 05:00:00+00:00,84.14
20.25,2.86,2023-01-20 06:00:00+00:00,82.85
29.74,2.8,2023-01-20 07:00:00+00:00,83.16
34.36,2.69,2023-01-20 08:00:00+00:00,83.86
29.84,2.65,2023-01-20 09:00:00+00:00,84.42
33.14,2.92,2023-01-20 10:00:00+00:00,84.17
32.53,3.36,2023-01-20 11:00:00+00:00,84.44
29.29,3.54,2023-01-20 12:00:00+00:00,84.3
27.58,3.59,2023-01-20 13:00:00+00:00,84.06
27.04,3.98,2023-01-20 14:00:00+00:00,84.46
26.27,4.14,2023-01-20 15:00:00+00:00,82.85
30.29,3.65,2023-01-20 16:00:00+00:00,82.33
33.73,3.43,2023-01-20 17:00:00+00:00,81.61
28.39,3.45,2023-01-20 18:00:00+00:00,78.77
28.68,3.54,2023-01-20 19:00:00+00:00,75.88
30.55,3.5,2023-01-20 20:00:00+00:00,73.89
34.2,2.92,2023-01-20 21:00:00+00:00,75.22
45.46,2.28,2023-01-20 22:00:00+00:00,77.47
46.91,1.97,2023-01-20 23:00:00+00:00,78.59
48.29,1.74,2023-01-21 00:00:00+00:00,79.06
45.31,1.47,2023-01-21 01:00:00+00:00,78.84
43.71,1.15,2023-01-21 02:00:00+00:00,79.24
47.31,0.91,2023-01-21 03:00:00+00:00,80.05
48.69,0.67,2023-01-21 04:00:00+00:00,80.42
49.79,0.36,2023-01-21 05:00:00+00:00,81.06
52.6,0.07,2023-01-21 06:00:00+00:00,81.29
52.62,-0.17,2023-01-21 07:00:00+00:00,81.53
54.74,-0.19,2023-01-21 08:00:00+00:00,82.63
53.57,0.53,2023-01-21 09:00:00+00:00,85.48
47.68,1.18,2023-01-21 10:00:00+00:00,85.24
50.05,2.25,2023-01-21 11:00:00+00:00,84.44
40.19,3.5,2023-01-21 12:00:00+00:00,81.41
25.25,5.35,2023-01-21 13:00:00+00:00,74.18
23.35,6.79,2023-01-21 14:00:00+00:00,67.25
33.0,6.44,2023-01-21 15:00:00+00:00,66.89
33.08,4.2,2023-01-21 16:00:00+00:00,72.69
41.56,3.09,2023-01-21 17:00:00+00:00,77.27
37.51,2.32,2023-01-21 18:00:00+00:00,79.86
40.12,1.44,2023-01-21 19:00:00+00:00,82.15
55.45,0.79,2023-01-21 20:00:00+00:00,83.62
45.82,0.65,2023-01-21 21:00:00+00:00,83.6
50.54,1.11,2023-01-21 22:00:00+00:00,82.84
45.33,1.34,2023-01-21 23:00:00+00:00,82.63
29.93,1.66,2023-01-22 00:00:00+00:00,80.17
23.79,1.82,2023-01-22 01:00:00+00:00,77.82
18.09,2.18,2023-01-22 02:00:00+00:00,75.6
14.27,2.49,2023-01-22 03:00:00+00:00,73.51
14.63,2.44,2023-01-22 04:00:00+00:00,73.59
13.87,2.68,2023-01-22 05:00:00+00:00,73.25
13.11,2.65,2023-01-22 06:00:00+00:00,73.21
14.38,2.5,2023-01-22 07:00:00+00:00,75.46
12.45,2.65,2023-01-22 08:00:00+00:00,74.72
9.79,2.78,2023-01-22 09:00:00+00:00,73.26
10.7,2.87,2023-01-22 10:00:00+00:00,72.57
11.19,3.04,2023-01-22 11:00:00+00:00,72.44
11.23,3.31,2023-01-22 12:00:00+00:00,72.21
9.39,3.65,2023-01-22 13:00:00+00:00,71.96
10.17,3.77,2023-01-22 14:00:00+00:00,72.08
11.99,3.75,2023-01-22 15:00:00+00:00,72.97
15.38,3.57,2023-01-22 16:00:00+00:00,73.76
19.2,3.51,2023-01-22 17:00:00+00:00,74.5
21.8,3.37,2023-01-22 18:00:00+00:00,76.26
20.01,3.29,2023-01-22 19:00:00+00:00,77.1
18.02,3.55,2023-01-22 20:00:00+00:00,77.9
18.4,3.86,2023-01-22 21:00:00+00:00,78.26
18.16,3.86,2023-01-22 22:00:00+00:00,78.74
16.52,3.98,2023-01-22 23:00:00+00:00,78.74
14.84,4.05,2023-01-23 00:00:00+00:00,78.81
15.18,4.07,2023-01-23 01:00:00+00:00,79.6
16.6,4.02,2023-01-23 02:00:00+00:00,80.5
17.53,3.98,2023-01-23 03:00:00+00:00,81.14
17.08,3.92,2023-01-23 04:00:00+00:00,81.45
18.41,3.97,2023-01-23 05:00:00+00:00,81.61
20.68,4.05,2023-01-23 06:00:00+00:00,81.61
22.6,4.08,2023-01-23 07:00:00+00:00,81.58
26.84,4.2,2023-01-23 08:00:00+00:00,81.58
29.33,4.37,2023-01-23 09:00:00+00:00,81.45
29.96,4.6,2023-01-23 10:00:00+00:00,81.55
32.44,5.0,2023-01-23 11:00:00+00:00,80.8
29.73,5.52,2023-01-23 12:00:00+00:00,78.6
19.51,5.8,2023-01-23 13:00:00+00:00,74.49
10.67,6.48,2023-01-23 14:00:00+00:00,67.66
9.02,6.12,2023-01-23 15:00:00+00:00,67.28
10.13,5.83,2023-01-23 16:00:00+00:00,67.98
11.55,5.29,2023-01-23 17:00:00+00:00,69.39
11.35,4.97,2023-01-23 18:00:00+00:00,70.22
15.21,4.88,2023-01-23 19:00:00+00:00,71.01
20.52,4.89,2023-01-23 20:00:00+00:00,71.6
29.16,4.91,2023-01-23 21:00:00+00:00,72.36
32.75,4.86,2023-01-23 22:00:00+00:00,72.86
31.78,4.82,2023-01-23 23:00:00+00:00,72.42
32.11,4.72,2023-01-24 00:00:00+00:00,72.64
33.76,4.58,2023-01-24 01:00:00+00:00,72.41
29.55,4.42,2023-01-24 03:00:00+00:00,71.92
29.05,4.41,2023-01-24 04:00:00+00:00,71.9
28.93,4.34,2023-01-24 05:00:00+00:00,71.79
30.73,4.31,2023-01-24 06:00:00+00:00,72.17
34.49,4.18,2023-01-24 07:00:00+00:00,73.0
33.43,4.01,2023-01-24 08:00:00+00:00,73.44
34.89,3.98,2023-01-24 09:00:00+00:00,74.71
36.95,4.16,2023-01-24 10:00:00+00:00,74.87
33.59,4.19,2023-01-24 11:00:00+00:00,74.41
34.33,4.18,2023-01-24 12:00:00+00:00,74.0
35.04,4.08,2023-01-24 13:00:00+00:00,74.25
35.05,4.05,2023-01-24 14:00:00+00:00,74.15
37.49,3.97,2023-01-24 15:00:00+00:00,74.22
42.83,3.87,2023-01-24 16:00:00+00:00,75.0
51.08,3.63,2023-01-24 17:00:00+00:00,75.62
53.6,3.44,2023-01-24 18:00:00+00:00,75.98
51.24,3.42,2023-01-24 19:00:00+00:00,75.55
54.6,3.35,2023-01-24 20:00:00+00:00,75.97
58.25,3.43,2023-01-24 21:00:00+00:00,75.69
58.9,3.19,2023-01-24 22:00:00+00:00,75.96
61.81,2.94,2023-01-24 23:00:00+00:00,76.62
64.92,2.81,2023-01-25 00:00:00+00:00,77.06
63.76,2.69,2023-01-25 01:00:00+00:00,76.89
64.57,1.94,2023-01-25 02:00:00+00:00,79.19
67.5,1.76,2023-01-25 03:00:00+00:00,79.91
70.13,1.64,2023-01-25 04:00:00+00:00,80.43
66.56,1.73,2023-01-25 05:00:00+00:00,79.94
62.35,1.71,2023-01-25 06:00:00+00:00,79.54
65.27,1.85,2023-01-25 07:00:00+00:00,78.97
67.95,1.76,2023-01-25 08:00:00+00:00,79.11
72.55,1.7,2023-01-25 09:00:00+00:00,79.57
75.31,1.8,2023-01-25 10:00:00+00:00,79.79
78.42,2.13,2023-01-25 11:00:00+00:00,78.99
79.09,2.41,2023-01-25 12:00:00+00:00,78.72
76.95,2.59,2023-01-25 13:00:00+00:00,78.66
79.13,2.57,2023-01-25 14:00:00+00:00,78.91
72.08,2.75,2023-01-25 15:00:00+00:00,79.26
65.28,2.72,2023-01-25 16:00:00+00:00,79.59
68.88,2.65,2023-01-25 17:00:00+00:00,78.98
71.84,2.3,2023-01-25 18:00:00+00:00,79.85
73.79,2.24,2023-01-25 19:00:00+00:00,80.12
85.26,2.18,2023-01-25 20:00:00+00:00,81.08
101.8,2.18,2023-01-25 21:00:00+00:00,83.65
106.64,2.2,2023-01-25 22:00:00+00:00,85.46
80.34,2.18,2023-01-25 23:00:00+00:00,85.68
49.35,2.17,2023-01-26 00:00:00+00:00,86.1
38.9,2.28,2023-01-26 01:00:00+00:00,86.39
38.71,2.48,2023-01-26 02:00:00+00:00,86.62
38.68,2.76,2023-01-26 03:00:00+00:00,86.4
36.12,3.03,2023-01-26 04:00:00+00:00,86.29
23.18,4.44,2023-01-26 05:00:00+00:00,91.99
9.89,5.82,2023-01-26 06:00:00+00:00,89.64
9.26,5.92,2023-01-26 07:00:00+00:00,87.08
8.57,5.65,2023-01-26 08:00:00+00:00,85.82
8.3,5.69,2023-01-26 09:00:00+00:00,85.84
8.15,6.39,2023-01-26 10:00:00+00:00,83.36
6.93,7.39,2023-01-26 11:00:00+00:00,80.8
7.08,7.92,2023-01-26 12:00:00+00:00,78.85
5.78,8.32,2023-01-26 13:00:00+00:00,76.49
