pm25,temperature,datetime,humidity
27.92,1.58,2023-02-08 07:00:00+00:00,62.4
28.89,1.43,2023-02-08 08:00:00+00:00,62.9
30.05,1.71,2023-02-08 09:00:00+00:00,62.94
28.95,2.65,2023-02-08 10:00:00+00:00,59.75
28.51,4.02,2023-02-08 11:00:00+00:00,55.64
22.21,5.35,2023-02-08 12:00:00+00:00,48.9
18.62,6.6,2023-02-08 13:00:00+00:00,43.14
15.08,7.38,2023-02-08 14:00:00+00:00,37.92
16.35,7.66,2023-02-08 15:00:00+00:00,37.39
20.12,7.41,2023-02-08 16:00:00+00:00,41.98
23.66,6.54,2023-02-08 17:00:00+00:00,47.48
26.03,5.81,2023-02-08 18:00:00+00:00,49.48
27.66,5.34,2023-02-08 19:00:00+00:00,49.73
21.41,5.08,2023-02-08 20:00:00+00:00,47.71
20.19,4.68,2023-02-08 21:00:00+00:00,48.24
20.34,4.18,2023-02-08 22:00:00+00:00,48.33
20.69,3.73,2023-02-08 23:00:00+00:00,49.36
21.78,3.26,2023-02-09 00:00:00+00:00,50.36
23.35,2.6,2023-02-09 01:00:00+00:00,53.13
25.91,1.87,2023-02-09 03:00:00+00:00,58.5
27.84,1.47,2023-02-09 04:00:00+00:00,61.23
27.51,1.4,2023-02-09 05:00:00+00:00,62.3
25.51,1.75,2023-02-09 06:00:00+00:00,59.87
25.22,1.85,2023-02-09 07:00:00+00:00,60.72
26.13,1.4,2023-02-09 08:00:00+00:00,63.69
21.55,3.49,2023-02-09 09:00:00+00:00,57.75
23.75,3.96,2023-02-09 10:00:00+00:00,58.05
28.21,5.17,2023-02-09 11:00:00+00:00,60.07
31.67,6.76,2023-02-09 12:00:00+00:00,61.11
32.24,7.62,2023-02-09 13:00:00+00:00,62.03
38.42,7.53,2023-02-09 14:00:00+00:00,66.48
43.47,7.53,2023-02-09 15:00:00+00:00,73.34
46.51,7.62,2023-02-09 16:00:00+00:00,74.85
50.04,7.63,2023-02-09 17:00:00+00:00,77.22
40.35,7.22,2023-02-09 18:00:00+00:00,79.19
