pm25,temperature,datetime,humidity
11.19,9.09,2023-02-03 08:00:00+00:00,81.62
12.05,9.35,2023-02-03 09:00:00+00:00,81.33
13.02,9.6,2023-02-03 10:00:00+00:00,80.93
11.71,10.07,2023-02-03 11:00:00+00:00,79.57
12.41,10.16,2023-02-03 12:00:00+00:00,79.43
13.03,10.48,2023-02-03 13:00:00+00:00,79.15
13.44,10.48,2023-02-03 14:00:00+00:00,78.71
13.86,10.34,2023-02-03 15:00:00+00:00,78.08
12.38,10.18,2023-02-03 16:00:00+00:00,78.26
12.02,9.63,2023-02-03 17:00:00+00:00,80.02
10.6,9.42,2023-02-03 18:00:00+00:00,81.06
12.18,9.46,2023-02-03 19:00:00+00:00,80.44
12.8,9.37,2023-02-03 20:00:00+00:00,79.33
11.29,9.2,2023-02-03 21:00:00+00:00,77.04
14.74,9.25,2023-02-03 22:00:00+00:00,77.91
11.13,9.28,2023-02-03 23:00:00+00:00,77.88
14.03,9.19,2023-02-04 00:00:00+00:00,79.75
12.33,8.71,2023-02-04 01:00:00+00:00,80.07
12.58,8.06,2023-02-04 02:00:00+00:00,81.85
13.43,8.44,2023-02-04 03:00:00+00:00,84.08
13.86,8.63,2023-02-04 04:00:00+00:00,83.23
11.81,8.5,2023-02-04 05:00:00+00:00,82.07
19.94,8.05,2023-02-04 06:00:00+00:00,81.63
11.27,8.09,2023-02-04 07:00:00+00:00,82.61
13.26,8.3,2023-02-04 08:00:00+00:00,82.88
13.08,8.75,2023-02-04 09:00:00+00:00,84.26
11.53,9.55,2023-02-04 10:00:00+00:00,82.21
9.72,9.68,2023-02-04 11:00:00+00:00,80.46
11.46,9.8,2023-02-04 12:00:00+00:00,80.13
10.27,9.9,2023-02-04 13:00:00+00:00,79.05
9.78,10.4,2023-02-04 14:00:00+00:00,76.73
9.86,10.19,2023-02-04 15:00:00+00:00,77.79
10.28,9.87,2023-02-04 16:00:00+00:00,79.77
10.37,9.48,2023-02-04 17:00:00+00:00,81.62
9.75,9.45,2023-02-04 18:00:00+00:00,82.46
10.7,9.53,2023-02-04 19:00:00+00:00,82.41
15.81,9.3,2023-02-04 20:00:00+00:00,83.48
22.48,9.15,2023-02-04 21:00:00+00:00,84.2
24.44,9.18,2023-02-04 22:00:00+00:00,83.83
27.15,9.05,2023-02-04 23:00:00+00:00,84.25
26.81,9.02,2023-02-05 00:00:00+00:00,83.99
24.4,8.91,2023-02-05 01:00:00+00:00,83.79
5.76,8.95,2023-02-05 03:00:00+00:00,82.18
7.49,9.01,2023-02-05 04:00:00+00:00,84.38
7.08,8.11,2023-02-05 05:00:00+00:00,82.21
8.57,7.55,2023-02-05 06:00:00+00:00,79.6
11.49,7.57,2023-02-05 07:00:00+00:00,79.27
13.56,7.48,2023-02-05 08:00:00+00:00,78.72
16.04,7.86,2023-02-05 09:00:00+00:00,76.3
16.36,8.22,2023-02-05 10:00:00+00:00,76.2
16.1,8.62,2023-02-05 11:00:00+00:00,75.02
