pm25,temperature,datetime,humidity
5.85,17.91,2023-02-08 07:00:00+00:00,46.13
5.72,17.64,2023-02-08 08:00:00+00:00,46.31
6.06,17.51,2023-02-08 09:00:00+00:00,46.31
8.97,17.56,2023-02-08 10:00:00+00:00,46.68
8.79,17.78,2023-02-08 11:00:00+00:00,46.45
8.71,18.1,2023-02-08 12:00:00+00:00,45.75
7.14,18.21,2023-02-08 13:00:00+00:00,43.78
5.79,18.15,2023-02-08 14:00:00+00:00,43.83
5.07,18.14,2023-02-08 15:00:00+00:00,44.11
4.76,18.35,2023-02-08 16:00:00+00:00,45.11
4.77,18.7,2023-02-08 17:00:00+00:00,43.77
13.62,14.26,2023-02-11 11:00:00+00:00,58.33
16.82,10.42,2023-02-11 12:00:00+00:00,70.92
17.58,9.21,2023-02-11 13:00:00+00:00,77.36
16.1,9.36,2023-02-11 14:00:00+00:00,78.17
14.63,9.44,2023-02-11 15:00:00+00:00,77.74
12.35,9.57,2023-02-11 16:00:00+00:00,78.39
12.67,9.48,2023-02-11 17:00:00+00:00,78.14
12.69,9.33,2023-02-11 18:00:00+00:00,78.36
11.98,9.24,2023-02-11 19:00:00+00:00,78.67
10.43,9.12,2023-02-11 20:00:00+00:00,78.86
11.93,9.0,2023-02-11 21:00:00+00:00,79.1
15.23,8.91,2023-02-11 22:00:00+00:00,79.17
16.13,8.74,2023-02-11 23:00:00+00:00,79.6
15.37,8.68,2023-02-12 00:00:00+00:00,79.63
14.64,8.61,2023-02-12 01:00:00+00:00,79.62
13.24,8.47,2023-02-12 02:00:00+00:00,79.54
13.12,8.29,2023-02-12 03:00:00+00:00,79.42
12.66,8.14,2023-02-12 04:00:00+00:00,79.56
12.04,8.11,2023-02-12 05:00:00+00:00,79.57
10.57,8.09,2023-02-12 06:00:00+00:00,79.55
9.4,8.07,2023-02-12 07:00:00+00:00,79.47
8.18,8.05,2023-02-12 08:00:00+00:00,79.5
7.51,8.1,2023-02-12 09:00:00+00:00,79.44
7.91,8.2,2023-02-12 10:00:00+00:00,79.24
9.23,8.36,2023-02-12 11:00:00+00:00,78.62
18.33,8.56,2023-02-12 12:00:00+00:00,76.04
17.46,8.68,2023-02-12 13:00:00+00:00,77.16
18.47,8.78,2023-02-12 14:00:00+00:00,77.38
21.03,8.8,2023-02-12 15:00:00+00:00,77.42
24.05,8.81,2023-02-12 16:00:00+00:00,77.45
28.27,8.78,2023-02-12 17:00:00+00:00,77.3
28.56,8.72,2023-02-12 18:00:00+00:00,76.98
29.51,8.65,2023-02-12 19:00:00+00:00,77.1
33.06,8.59,2023-02-12 20:00:00+00:00,77.41
31.64,8.54,2023-02-12 21:00:00+00:00,78.17
32.82,8.5,2023-02-12 22:00:00+00:00,78.6
34.11,8.4,2023-02-12 23:00:00+00:00,78.77
35.78,8.35,2023-02-13 00:00:00+00:00,78.92
35.19,8.28,2023-02-13 01:00:00+00:00,78.97
35.12,8.2,2023-02-13 03:00:00+00:00,79.01
35.69,8.16,2023-02-13 04:00:00+00:00,78.99
39.08,8.14,2023-02-13 05:00:00+00:00,78.97
41.49,8.09,2023-02-13 06:00:00+00:00,78.96
39.83,8.07,2023-02-13 07:00:00+00:00,78.93
35.74,8.05,2023-02-13 08:00:00+00:00,78.99
33.23,8.12,2023-02-13 09:00:00+00:00,78.96
29.11,8.22,2023-02-13 10:00:00+00:00,78.82
29.84,8.41,2023-02-13 11:00:00+00:00,78.45
30.09,8.72,2023-02-13 12:00:00+00:00,77.93
30.83,9.04,2023-02-13 13:00:00+00:00,77.45
31.0,9.33,2023-02-13 14:00:00+00:00,77.26
31.04,9.63,2023-02-13 15:00:00+00:00,76.99
28.56,9.99,2023-02-13 16:00:00+00:00,77.11
27.14,10.02,2023-02-13 17:00:00+00:00,76.68
27.25,9.9,2023-02-13 18:00:00+00:00,77.5
27.23,9.56,2023-02-13 19:00:00+00:00,78.81
28.46,9.11,2023-02-13 20:00:00+00:00,79.29
39.32,8.63,2023-02-13 21:00:00+00:00,79.43
43.63,8.22,2023-02-13 22:00:00+00:00,79.23
44.45,7.85,2023-02-13 23:00:00+00:00,78.97
42.49,7.53,2023-02-14 00:00:00+00:00,78.94
38.58,7.22,2023-02-14 01:00:00+00:00,78.83
34.61,6.97,2023-02-14 02:00:00+00:00,78.71
30.56,6.72,2023-02-14 03:00:00+00:00,78.69
26.5,6.43,2023-02-14 04:00:00+00:00,78.68
23.09,6.19,2023-02-14 05:00:00+00:00,78.71
22.59,5.93,2023-02-14 06:00:00+00:00,78.67
22.11,5.7,2023-02-14 07:00:00+00:00,78.61
24.11,5.56,2023-02-14 08:00:00+00:00,79.03
26.16,5.57,2023-02-14 09:00:00+00:00,79.84
28.74,5.83,2023-02-14 10:00:00+00:00,80.22
32.3,6.21,2023-02-14 11:00:00+00:00,79.53
36.54,6.67,2023-02-14 12:00:00+00:00,78.56
39.69,7.31,2023-02-14 13:00:00+00:00,77.56
41.69,7.87,2023-02-14 14:00:00+00:00,76.6
43.16,8.41,2023-02-14 15:00:00+00:00,75.61
53.15,8.92,2023-02-14 16:00:00+00:00,76.12
51.95,9.09,2023-02-14 17:00:00+00:00,75.27
51.0,8.98,2023-02-14 18:00:00+00:00,76.1
61.18,8.72,2023-02-14 19:00:00+00:00,78.01
64.48,8.34,2023-02-14 20:00:00+00:00,79.7
63.97,7.86,2023-02-14 21:00:00+00:00,79.82
67.66,7.47,2023-02-14 22:00:00+00:00,79.42
67.96,7.11,2023-02-14 23:00:00+00:00,79.36
64.76,6.84,2023-02-15 00:00:00+00:00,79.14
62.21,6.57,2023-02-15 01:00:00+00:00,79.07
53.11,6.38,2023-02-15 02:00:00+00:00,79.35
45.93,6.18,2023-02-15 03:00:00+00:00,79.26
40.19,5.95,2023-02-15 04:00:00+00:00,79.03
38.13,5.66,2023-02-15 05:00:00+00:00,78.78
36.58,5.43,2023-02-15 06:00:00+00:00,78.76
37.12,5.25,2023-02-15 07:00:00+00:00,79.12
37.65,5.18,2023-02-15 08:00:00+00:00,79.43
37.16,5.26,2023-02-15 09:00:00+00:00,79.97
