pm25,temperature,datetime,humidity
0.19,13.05,2023-02-11 08:00:00+00:00,64.62
0.05,13.0,2023-02-11 09:00:00+00:00,64.64
0.04,12.97,2023-02-11 10:00:00+00:00,64.76
0.02,12.99,2023-02-11 11:00:00+00:00,65.04
9.29,18.71,2023-02-17 11:00:00+00:00,54.96
12.74,12.69,2023-02-17 12:00:00+00:00,72.61
11.6,12.2,2023-02-17 13:00:00+00:00,74.7
10.69,12.49,2023-02-17 14:00:00+00:00,73.6
11.0,12.23,2023-02-17 15:00:00+00:00,74.47
11.74,11.38,2023-02-17 16:00:00+00:00,77.58
10.43,11.1,2023-02-17 17:00:00+00:00,79.33
9.32,11.01,2023-02-17 18:00:00+00:00,79.49
7.92,11.07,2023-02-17 19:00:00+00:00,77.02
8.72,11.02,2023-02-17 20:00:00+00:00,77.24
10.05,10.82,2023-02-17 21:00:00+00:00,78.7
8.71,10.83,2023-02-17 22:00:00+00:00,77.13
10.35,10.92,2023-02-17 23:00:00+00:00,79.04
12.04,10.68,2023-02-18 00:00:00+00:00,81.2
14.76,10.1,2023-02-18 01:00:00+00:00,82.95
21.08,9.91,2023-02-18 02:00:00+00:00,84.88
33.45,9.88,2023-02-18 03:00:00+00:00,85.96
30.93,10.06,2023-02-18 04:00:00+00:00,86.27
20.32,9.98,2023-02-18 05:00:00+00:00,87.19
15.23,10.23,2023-02-18 06:00:00+00:00,86.17
15.54,10.33,2023-02-18 07:00:00+00:00,85.6
13.41,10.2,2023-02-18 08:00:00+00:00,85.29
10.99,10.36,2023-02-18 09:00:00+00:00,81.04
9.43,10.67,2023-02-18 10:00:00+00:00,78.54
9.93,11.22,2023-02-18 11:00:00+00:00,77.55
10.21,11.75,2023-02-18 12:00:00+00:00,76.89
9.38,12.38,2023-02-18 13:00:00+00:00,74.86
9.28,12.22,2023-02-18 14:00:00+00:00,75.39
8.43,12.07,2023-02-18 15:00:00+00:00,76.15
8.04,11.6,2023-02-18 16:00:00+00:00,77.88
8.33,11.28,2023-02-18 17:00:00+00:00,79.64
9.27,10.8,2023-02-18 18:00:00+00:00,81.12
12.62,10.47,2023-02-18 19:00:00+00:00,82.62
15.4,10.35,2023-02-18 20:00:00+00:00,83.85
15.02,10.48,2023-02-18 21:00:00+00:00,83.8
12.58,10.46,2023-02-18 22:00:00+00:00,83.17
9.86,10.61,2023-02-18 23:00:00+00:00,82.24
8.59,10.76,2023-02-19 00:00:00+00:00,82.39
11.71,10.71,2023-02-19 01:00:00+00:00,83.0
14.01,10.61,2023-02-19 02:00:00+00:00,82.61
7.48,10.52,2023-02-19 03:00:00+00:00,82.06
7.19,10.42,2023-02-19 04:00:00+00:00,82.44
7.58,10.33,2023-02-19 05:00:00+00:00,82.16
9.71,10.39,2023-02-19 06:00:00+00:00,81.38
8.44,10.39,2023-02-19 07:00:00+00:00,80.46
9.07,10.41,2023-02-19 08:00:00+00:00,80.42
11.45,10.55,2023-02-19 09:00:00+00:00,79.71
5.81,10.51,2023-02-19 10:00:00+00:00,77.39
5.02,10.17,2023-02-19 11:00:00+00:00,77.06
6.76,9.82,2023-02-19 12:00:00+00:00,77.29
2.98,9.84,2023-02-19 13:00:00+00:00,73.48
9.73,10.77,2023-02-19 14:00:00+00:00,67.72
