datetime,pm25,pm25_mean,pm25_NL49570,pm25_NL49557,pm25_NL49553,pm25_NL49572,pm25_NL49573,pm25_NL49551,winddirection,windspeed,temperature,humidity,sensorname,pm25_diff_WE,pm25_diff_NS,pm25_diff_coloc,pm25_upwind,pm25_diff_winddirection
2023-01-01 05:00:00+00:00,9.1,10.0875,15.2,10.9,12.5,7.5,12.3,16.7,220.0,15.0,,,superFrame,4.800000000000001,-5.799999999999999,-1.5999999999999996,16.7,-5.799999999999999
2023-01-01 06:00:00+00:00,8.55,8.55625,15.9,16.0,16.0,8.5,9.7,10.0,210.0,14.0,,,superFrame,1.1999999999999993,6.0,0.0,10.0,6.0
2023-01-01 07:00:00+00:00,9.55,9.05,15.7,13.0,12.0,16.0,10.1,10.0,220.0,14.0,,,superFrame,-5.9,3.0,1.0,10.0,3.0
2023-01-01 08:00:00+00:00,9.2,8.31875,16.0,13.5,10.7,16.8,9.8,5.0,220.0,12.0,,,superFrame,-7.0,8.5,2.8000000000000007,5.0,8.5
2023-01-01 09:00:00+00:00,8.45,8.99375,16.0,14.6,11.6,7.7,9.1,3.3,220.0,12.0,,,superFrame,1.3999999999999995,11.3,3.0,3.3,11.3
2023-01-01 10:00:00+00:00,7.85,7.587499999999999,13.6,13.0,12.2,9.6,10.3,5.5,210.0,12.0,,,superFrame,0.7000000000000011,7.5,0.8000000000000007,5.5,7.5
2023-01-01 11:00:00+00:00,6.95,6.675,10.8,10.9,11.3,13.3,6.9,5.1,210.0,12.0,,,superFrame,-6.4,5.800000000000001,-0.40000000000000036,5.1,5.800000000000001
2023-01-01 12:00:00+00:00,6.699999999999999,6.54375,10.2,11.9,12.5,5.3,6.1,6.6,210.0,14.0,,,superFrame,0.7999999999999998,5.300000000000001,-0.5999999999999996,6.6,5.300000000000001
2023-01-01 13:00:00+00:00,8.350000000000001,9.71875,10.3,12.1,12.3,19.1,8.4,10.5,210.0,13.0,,,superFrame,-10.700000000000001,1.5999999999999996,-0.20000000000000107,10.5,1.5999999999999996
2023-01-01 14:00:00+00:00,7.949999999999999,8.10625,11.8,11.7,11.9,9.3,8.7,12.2,210.0,10.0,,,superFrame,-0.6000000000000014,-0.5,-0.20000000000000107,12.2,-0.5
2023-01-01 15:00:00+00:00,7.550000000000001,7.55,9.1,11.4,13.7,6.5,5.8,12.0,200.0,8.0,,,superFrame,-0.7000000000000002,-0.5999999999999996,-2.299999999999999,12.0,-0.5999999999999996
2023-01-01 16:00:00+00:00,7.15,8.2625,8.1,21.6,19.6,5.4,5.3,9.7,190.0,7.0,,,superFrame,-0.10000000000000053,11.900000000000002,2.0,9.7,11.900000000000002
2023-01-01 17:00:00+00:00,9.7,11.38125,9.5,25.3,14.2,18.9,4.2,9.5,180.0,7.0,,,superFrame,-14.7,15.8,11.100000000000001,9.5,15.8
2023-01-01 18:00:00+00:00,10.25,10.45,12.3,20.8,14.0,13.5,5.4,11.7,170.0,4.0,,,superFrame,-8.1,9.100000000000001,6.800000000000001,11.7,9.100000000000001
2023-01-01 19:00:00+00:00,9.95,11.475,14.7,10.1,14.5,11.7,9.0,12.8,180.0,7.0,,,superFrame,-2.6999999999999993,-2.700000000000001,-4.4,12.8,-2.700000000000001
2023-01-01 20:00:00+00:00,7.6,8.24375,7.9,10.4,14.8,6.9,7.9,9.5,180.0,5.0,,,superFrame,1.0,0.9000000000000004,-4.4,9.5,0.9000000000000004
2023-01-01 21:00:00+00:00,7.949999999999999,8.50625,11.2,9.5,12.3,6.2,8.1,18.2,140.0,3.0,,,superFrame,1.8999999999999995,-8.7,-2.8000000000000007,18.2,-8.7
2023-01-01 22:00:00+00:00,7.8,7.325,9.3,10.8,10.6,9.6,7.5,13.3,150.0,3.0,,,superFrame,-2.0999999999999996,-2.5,0.20000000000000107,13.3,-2.5
2023-01-01 23:00:00+00:00,7.0,7.743749999999999,6.9,9.2,10.2,2.4,7.1,13.1,190.0,7.0,,,superFrame,4.699999999999999,-3.9000000000000004,-1.0,13.1,-3.9000000000000004
2023-01-02 00:00:00+00:00,7.35,7.4125,5.7,10.2,18.7,1.8,4.9,11.1,170.0,3.0,,,superFrame,3.1000000000000005,-0.9000000000000004,-8.5,11.1,-0.9000000000000004
2023-01-02 01:00:00+00:00,8.8,9.73125,9.1,20.7,15.6,7.6,8.5,7.6,190.0,6.0,,,superFrame,0.9000000000000004,13.1,5.1,7.6,13.1
2023-01-02 02:00:00+00:00,10.65,11.64375,11.3,21.1,19.0,8.0,8.6,6.0,200.0,9.0,,,superFrame,0.5999999999999996,15.100000000000001,2.1000000000000014,6.0,15.100000000000001
2023-01-02 03:00:00+00:00,9.5,8.575,9.9,13.9,14.3,6.6,6.2,7.0,210.0,8.0,,,superFrame,-0.39999999999999947,6.9,-0.40000000000000036,7.0,6.9
2023-01-02 04:00:00+00:00,9.35,8.59375,10.4,13.9,13.4,4.0,9.2,7.1,230.0,8.0,,,superFrame,5.199999999999999,6.800000000000001,0.5,9.2,-5.199999999999999
2023-01-02 05:00:00+00:00,6.7,6.6937500000000005,6.7,9.3,9.3,4.6,6.3,6.7,290.0,7.0,,,superFrame,1.7000000000000002,2.6000000000000005,0.0,6.3,-1.7000000000000002
2023-01-02 06:00:00+00:00,2.6,2.286666666666666,2.6,3.4,5.9,-4.7,3.2,0.3,300.0,6.0,,,superFrame,7.9,3.1,-2.5000000000000004,3.2,-7.9
2023-01-02 07:00:00+00:00,1.5,0.0937499999999999,3.0,2.2,2.4,-3.9,1.3,-7.4,270.0,5.0,,,superFrame,5.2,9.600000000000001,-0.19999999999999973,1.3,-5.2
2023-01-02 08:00:00+00:00,1.7,0.45625,3.0,2.8,0.7,2.0,-0.9,-4.8,250.0,8.0,,,superFrame,-2.9,7.6,2.0999999999999996,-0.9,2.9
2023-01-02 10:00:00+00:00,3.0,2.8400000000000003,4.4,3.2,5.5,1.4,1.7,1.6,230.0,7.0,,,superFrame,0.30000000000000004,1.6,-2.3,1.7,-0.30000000000000004
2023-01-02 11:00:00+00:00,4.5,4.86,5.9,4.7,7.0,9.8,4.6,6.0,220.0,8.0,,,superFrame,-5.200000000000001,-1.2999999999999998,-2.3,6.0,-1.2999999999999998
2023-01-02 12:00:00+00:00,4.4,4.966666666666667,6.9,6.0,7.5,5.1,3.7,6.7,220.0,8.0,,,superFrame,-1.3999999999999995,-0.7000000000000002,-1.5,6.7,-0.7000000000000002
2023-01-02 13:00:00+00:00,5.6,5.8933333333333335,8.3,7.6,5.6,17.3,1.6,5.7,250.0,8.0,,,superFrame,-15.700000000000001,1.8999999999999995,2.0,1.6,15.700000000000001
2023-01-02 14:00:00+00:00,5.5,5.126666666666666,6.0,5.5,6.8,9.7,3.7,6.9,260.0,8.0,,,superFrame,-5.999999999999999,-1.4000000000000004,-1.2999999999999998,3.7,5.999999999999999
2023-01-02 15:00:00+00:00,4.0,4.24,4.6,3.4,8.4,5.6,3.3,4.5,260.0,8.0,,,superFrame,-2.3,-1.1,-5.0,3.3,2.3
2023-01-02 16:00:00+00:00,4.2,4.48,5.4,4.3,9.2,5.3,3.2,3.4,270.0,7.0,,,superFrame,-2.0999999999999996,0.8999999999999999,-4.8999999999999995,3.2,2.0999999999999996
2023-01-02 17:00:00+00:00,5.5,6.733333333333333,6.2,6.2,7.9,25.9,4.0,10.1,270.0,7.0,,,superFrame,-21.9,-3.8999999999999995,-1.7000000000000002,4.0,21.9
2023-01-02 18:00:00+00:00,5.3,5.546666666666667,5.1,7.7,5.0,15.1,6.0,6.6,270.0,8.0,,,superFrame,-9.1,1.1000000000000005,2.7,6.0,9.1
2023-01-02 19:00:00+00:00,4.7,5.793333333333334,4.6,4.1,4.4,14.4,6.6,3.0,260.0,9.0,,,superFrame,-7.800000000000001,1.0999999999999996,-0.3000000000000007,6.6,7.800000000000001
2023-01-02 20:00:00+00:00,5.3,6.5,4.6,4.5,4.7,13.7,4.8,8.0,270.0,8.0,,,superFrame,-8.899999999999999,-3.5,-0.20000000000000018,4.8,8.899999999999999
2023-01-02 21:00:00+00:00,6.8,7.933333333333334,4.5,7.1,7.1,20.6,6.2,9.7,280.0,9.0,,,superFrame,-14.400000000000002,-2.5999999999999996,0.0,6.2,14.400000000000002
2023-01-02 22:00:00+00:00,7.8,7.113333333333333,3.6,4.6,7.9,7.8,4.8,8.4,270.0,8.0,,,superFrame,-3.0,-3.8000000000000007,-3.3000000000000007,4.8,3.0
2023-01-02 23:00:00+00:00,6.5,6.346666666666667,3.4,7.0,6.4,11.6,3.8,5.5,270.0,7.0,,,superFrame,-7.8,1.5,0.5999999999999996,3.8,7.8
2023-01-03 00:00:00+00:00,4.8,6.073333333333333,3.7,7.7,4.6,14.1,3.7,5.9,270.0,8.0,,,superFrame,-10.399999999999999,1.7999999999999998,3.1000000000000005,3.7,10.399999999999999
2023-01-03 01:00:00+00:00,5.0,5.4,3.4,5.0,3.9,10.0,3.5,5.0,260.0,5.0,,,superFrame,-6.5,0.0,1.1,3.5,6.5
2023-01-03 02:00:00+00:00,4.7,4.833333333333333,3.2,5.0,3.2,4.8,3.3,4.3,260.0,5.0,,,superFrame,-1.5,0.7000000000000002,1.7999999999999998,3.3,1.5
2023-01-03 03:00:00+00:00,5.9,5.3933333333333335,2.9,6.0,3.9,6.6,4.0,7.8,230.0,3.0,,,superFrame,-2.5999999999999996,-1.7999999999999998,2.1,4.0,2.5999999999999996
2023-01-03 04:00:00+00:00,7.0,6.953333333333333,3.9,7.5,8.1,6.6,5.0,8.0,150.0,3.0,,,superFrame,-1.5999999999999996,-0.5,-0.5999999999999996,8.0,-0.5
2023-01-03 05:00:00+00:00,8.6,9.52,5.5,19.1,12.5,4.0,6.0,6.4,160.0,4.0,,,superFrame,2.0,12.700000000000001,6.600000000000001,6.4,12.700000000000001
2023-01-03 06:00:00+00:00,10.5,11.686666666666666,9.0,12.5,21.4,6.6,8.9,8.7,150.0,5.0,,,superFrame,2.3000000000000007,3.8000000000000007,-8.899999999999999,8.7,3.8000000000000007
2023-01-03 07:00:00+00:00,17.5,16.946666666666665,12.3,25.5,23.2,11.7,10.1,16.6,130.0,3.0,,,superFrame,-1.5999999999999996,8.899999999999999,2.3000000000000007,11.7,-1.5999999999999996
2023-01-03 08:00:00+00:00,18.4,18.64,15.5,26.8,25.6,15.9,16.9,14.6,160.0,4.0,,,superFrame,0.9999999999999982,12.200000000000001,1.1999999999999993,14.6,12.200000000000001
2023-01-03 09:00:00+00:00,14.6,15.54,14.3,18.2,22.1,14.2,18.7,12.6,170.0,5.0,,,superFrame,4.5,5.6,-3.900000000000002,12.6,5.6
2023-01-03 10:00:00+00:00,16.0,15.14,13.8,16.6,19.8,16.0,19.0,18.4,170.0,5.0,,,superFrame,3.0,-1.7999999999999972,-3.1999999999999993,18.4,-1.7999999999999972
2023-01-03 11:00:00+00:00,18.8,18.62,18.5,28.1,27.8,15.2,14.1,21.6,190.0,8.0,,,superFrame,-1.0999999999999996,6.5,0.3000000000000007,21.6,6.5
2023-01-03 12:00:00+00:00,19.8,20.24,19.2,34.1,26.1,24.8,12.9,18.6,190.0,9.0,,,superFrame,-11.9,15.5,8.0,18.6,15.5
2023-01-03 13:00:00+00:00,15.5,17.086666666666666,15.5,27.7,31.8,18.9,13.0,10.7,200.0,11.0,,,superFrame,-5.899999999999999,17.0,-4.100000000000001,10.7,17.0
2023-01-03 14:00:00+00:00,12.4,13.733333333333333,11.3,20.8,22.3,11.9,11.8,10.8,190.0,8.0,,,superFrame,-0.09999999999999964,10.0,-1.5,10.8,10.0
2023-01-03 15:00:00+00:00,10.5,10.946666666666664,9.4,20.5,8.5,9.9,9.3,12.4,180.0,8.0,,,superFrame,-0.5999999999999996,8.1,12.0,12.4,8.1
2023-01-03 16:00:00+00:00,9.1,9.406666666666666,9.1,11.1,10.3,6.9,8.8,12.1,180.0,9.0,,,superFrame,1.9000000000000004,-1.0,0.7999999999999989,12.1,-1.0
2023-01-03 17:00:00+00:00,9.1,9.886666666666663,9.2,12.6,16.1,6.0,6.8,9.1,180.0,10.0,,,superFrame,0.7999999999999998,3.5,-3.5000000000000018,9.1,3.5
2023-01-03 18:00:00+00:00,8.8,9.653333333333334,8.8,26.4,12.3,6.9,6.7,8.4,180.0,12.0,,,superFrame,-0.20000000000000018,18.0,14.099999999999998,8.4,18.0
2023-01-03 19:00:00+00:00,8.6,10.053333333333336,8.4,20.4,25.2,6.2,7.4,9.5,190.0,12.0,,,superFrame,1.2000000000000002,10.899999999999999,-4.800000000000001,9.5,10.899999999999999
2023-01-03 20:00:00+00:00,8.8,10.08,8.1,20.7,17.3,6.1,8.9,9.1,190.0,14.0,,,superFrame,2.8000000000000007,11.6,3.3999999999999986,9.1,11.6
2023-01-03 21:00:00+00:00,7.4,9.26,7.4,16.8,15.3,6.5,10.2,7.0,190.0,14.0,,,superFrame,3.6999999999999993,9.8,1.5,7.0,9.8
2023-01-03 22:00:00+00:00,7.6,8.853333333333333,6.6,17.6,15.9,4.4,7.9,7.7,190.0,16.0,,,superFrame,3.5,9.900000000000002,1.700000000000001,7.7,9.900000000000002
2023-01-03 23:00:00+00:00,6.5,8.08,5.7,22.7,14.9,3.5,5.1,10.0,190.0,15.0,,,superFrame,1.5999999999999996,12.7,7.799999999999999,10.0,12.7
2023-01-04 00:00:00+00:00,6.0,7.379999999999999,4.3,22.9,14.7,4.2,7.1,8.9,190.0,15.0,,,superFrame,2.8999999999999995,13.999999999999998,8.2,8.9,13.999999999999998
2023-01-04 01:00:00+00:00,4.1,6.093333333333333,2.3,20.5,17.7,4.8,5.0,4.1,200.0,17.0,,,superFrame,0.20000000000000018,16.4,2.8000000000000007,4.1,16.4
2023-01-04 02:00:00+00:00,1.9,2.44,3.0,3.3,7.9,1.4,1.9,0.5,210.0,20.0,,,superFrame,0.5,2.8,-4.6000000000000005,0.5,2.8
2023-01-04 03:00:00+00:00,3.1,3.9066666666666654,6.1,6.4,9.6,0.9,3.9,3.6,220.0,19.0,,,superFrame,3.0,2.8000000000000003,-3.1999999999999993,3.6,2.8000000000000003
2023-01-04 04:00:00+00:00,3.3,4.86,7.1,9.8,9.7,3.3,3.5,9.9,210.0,18.0,,,superFrame,0.20000000000000018,-0.09999999999999964,0.10000000000000142,9.9,-0.09999999999999964
2023-01-04 05:00:00+00:00,3.9,5.1466666666666665,7.2,7.1,17.6,2.3,5.0,10.2,210.0,17.0,,,superFrame,2.7,-3.0999999999999996,-10.500000000000002,10.2,-3.0999999999999996
2023-01-04 06:00:00+00:00,3.6,3.8133333333333335,7.9,3.3,5.6,3.6,3.8,6.1,220.0,18.0,,,superFrame,0.19999999999999973,-2.8,-2.3,6.1,-2.8
2023-01-04 07:00:00+00:00,3.6,4.04,8.9,2.9,3.4,9.8,1.8,6.4,220.0,16.0,,,superFrame,-8.0,-3.5000000000000004,-0.5,6.4,-3.5000000000000004
2023-01-04 08:00:00+00:00,4.8,5.04,11.7,3.5,4.6,9.0,2.8,8.2,220.0,16.0,,,superFrame,-6.2,-4.699999999999999,-1.0999999999999996,8.2,-4.699999999999999
2023-01-04 09:00:00+00:00,3.6,4.026666666666666,9.9,4.7,7.0,2.0,2.2,4.7,230.0,16.0,,,superFrame,0.20000000000000018,0.0,-2.3,2.2,-0.20000000000000018
2023-01-04 10:00:00+00:00,4.6,4.79375,14.5,5.6,6.4,3.0,2.8,3.0,220.0,17.0,,,superFrame,-0.20000000000000018,2.5999999999999996,-0.8000000000000007,3.0,2.5999999999999996
2023-01-04 11:00:00+00:00,5.7,5.99375,12.9,4.3,9.8,4.7,5.5,6.7,220.0,16.0,,,superFrame,0.7999999999999998,-2.4000000000000004,-5.500000000000001,6.7,-2.4000000000000004
2023-01-04 12:00:00+00:00,4.45,4.83125,9.1,2.2,9.3,3.3,5.9,4.9,230.0,15.0,,,superFrame,2.6000000000000005,-2.7,-7.1000000000000005,5.9,-2.6000000000000005
2023-01-04 13:00:00+00:00,6.15,5.825,12.1,5.8,9.8,3.9,5.4,6.2,220.0,15.0,,,superFrame,1.5000000000000004,-0.40000000000000036,-4.000000000000001,6.2,-0.40000000000000036
2023-01-04 14:00:00+00:00,6.800000000000001,6.95,11.3,8.7,9.7,8.5,6.2,11.7,220.0,15.0,,,superFrame,-2.3,-3.0,-1.0,11.7,-3.0
2023-01-04 15:00:00+00:00,6.55,6.51875,11.1,7.1,7.8,9.0,7.9,10.5,220.0,15.0,,,superFrame,-1.0999999999999996,-3.4000000000000004,-0.7000000000000002,10.5,-3.4000000000000004
2023-01-04 16:00:00+00:00,7.9,7.275,13.7,8.4,11.0,7.0,8.0,10.1,220.0,14.0,,,superFrame,1.0,-1.6999999999999993,-2.5999999999999996,10.1,-1.6999999999999993
2023-01-04 17:00:00+00:00,9.95,9.65625,15.9,9.0,12.7,10.7,8.7,12.4,230.0,14.0,,,superFrame,-2.0,-3.4000000000000004,-3.6999999999999993,8.7,2.0
2023-01-04 18:00:00+00:00,11.55,12.075,17.4,11.3,17.4,17.3,19.0,12.7,230.0,13.0,,,superFrame,1.6999999999999993,-1.3999999999999986,-6.099999999999998,19.0,-1.6999999999999993
2023-01-04 19:00:00+00:00,13.2,12.8625,18.6,13.1,16.2,13.3,13.8,19.2,230.0,13.0,,,superFrame,0.5,-6.1,-3.0999999999999996,13.8,-0.5
2023-01-04 20:00:00+00:00,12.1,12.2125,17.4,10.5,10.2,6.8,13.2,12.3,240.0,15.0,,,superFrame,6.3999999999999995,-1.8000000000000007,0.3000000000000007,13.2,-6.3999999999999995
2023-01-04 21:00:00+00:00,13.0,13.20625,16.5,9.2,12.9,22.6,13.1,12.3,240.0,12.0,,,superFrame,-9.500000000000002,-3.1000000000000014,-3.700000000000001,13.1,9.500000000000002
2023-01-04 22:00:00+00:00,13.7,12.74375,18.0,11.2,14.4,4.2,11.2,13.2,240.0,13.0,,,superFrame,6.999999999999999,-2.0,-3.200000000000001,11.2,-6.999999999999999
2023-01-04 23:00:00+00:00,14.25,13.76875,19.2,12.6,18.2,7.5,16.5,14.3,250.0,13.0,,,superFrame,9.0,-1.700000000000001,-5.6,16.5,-9.0
2023-01-05 00:00:00+00:00,13.25,13.21875,15.9,12.3,15.9,11.8,12.7,16.7,250.0,12.0,,,superFrame,0.8999999999999986,-4.399999999999999,-3.5999999999999996,12.7,-0.8999999999999986
2023-01-05 01:00:00+00:00,12.25,12.5125,15.4,12.5,16.8,12.8,16.5,15.0,250.0,11.0,,,superFrame,3.6999999999999993,-2.5,-4.300000000000001,16.5,-3.6999999999999993
2023-01-05 02:00:00+00:00,13.05,12.46875,14.8,14.3,14.3,16.1,14.9,12.1,250.0,13.0,,,superFrame,-1.200000000000001,2.200000000000001,0.0,14.9,1.200000000000001
2023-01-05 03:00:00+00:00,13.3,13.6375,16.2,12.2,13.5,24.3,14.4,8.1,260.0,12.0,,,superFrame,-9.9,4.1,-1.3000000000000007,14.4,9.9
2023-01-05 04:00:00+00:00,12.1,11.53125,15.2,7.6,13.7,4.6,14.3,20.1,260.0,12.0,,,superFrame,9.700000000000001,-12.500000000000002,-6.1,14.3,-9.700000000000001
2023-01-05 05:00:00+00:00,12.05,12.39375,15.1,5.1,15.9,28.6,12.6,16.6,260.0,11.0,,,superFrame,-16.0,-11.500000000000002,-10.8,12.6,16.0
2023-01-05 06:00:00+00:00,11.65,11.68125,15.2,4.2,11.6,28.0,16.9,13.1,260.0,10.0,,,superFrame,-11.100000000000001,-8.899999999999999,-7.3999999999999995,16.9,11.100000000000001
2023-01-05 07:00:00+00:00,11.3,11.9,14.6,3.4,15.9,32.9,10.1,12.0,270.0,10.0,,,superFrame,-22.799999999999997,-8.6,-12.5,10.1,22.799999999999997
2023-01-05 08:00:00+00:00,10.65,11.1375,13.1,7.1,13.3,30.1,12.1,11.0,260.0,8.0,,,superFrame,-18.0,-3.9000000000000004,-6.200000000000001,12.1,18.0
2023-01-05 09:00:00+00:00,11.2,11.43125,13.5,9.5,11.8,18.8,18.7,11.2,260.0,9.0,,,superFrame,-0.10000000000000142,-1.6999999999999993,-2.3000000000000007,18.7,0.10000000000000142
2023-01-05 10:00:00+00:00,11.3,11.875,13.6,8.2,10.0,20.7,18.5,11.4,260.0,8.0,,,superFrame,-2.1999999999999993,-3.200000000000001,-1.8000000000000007,18.5,2.1999999999999993
2023-01-05 11:00:00+00:00,11.0,12.086666666666668,13.4,9.9,9.5,22.6,13.0,13.7,250.0,7.0,,,superFrame,-9.600000000000001,-3.799999999999999,0.40000000000000036,13.0,9.600000000000001
2023-01-05 12:00:00+00:00,11.95,12.0375,14.5,11.3,11.7,19.3,14.3,12.9,240.0,7.0,,,superFrame,-5.0,-1.5999999999999996,-0.3999999999999986,14.3,5.0
2023-01-05 13:00:00+00:00,14.4,13.6625,16.6,18.9,16.8,16.3,21.1,12.1,220.0,7.0,,,superFrame,4.800000000000001,6.799999999999999,2.099999999999998,12.1,6.799999999999999
2023-01-05 14:00:00+00:00,12.65,12.59375,18.7,9.1,16.6,14.8,9.8,13.2,220.0,8.0,,,superFrame,-5.0,-4.1,-7.500000000000002,13.2,-4.1
2023-01-05 15:00:00+00:00,10.85,11.4375,18.3,12.0,13.7,6.5,11.0,8.7,210.0,9.0,,,superFrame,4.5,3.3000000000000007,-1.6999999999999993,8.7,3.3000000000000007
2023-01-05 16:00:00+00:00,9.7,9.50625,14.9,12.7,11.9,5.4,10.3,9.7,190.0,6.0,,,superFrame,4.9,3.0,0.7999999999999989,9.7,3.0
2023-01-05 17:00:00+00:00,8.149999999999999,8.79375,9.3,18.6,12.7,8.1,6.6,9.9,200.0,8.0,,,superFrame,-1.5,8.700000000000001,5.900000000000002,9.9,8.700000000000001
2023-01-05 18:00:00+00:00,7.55,7.09375,5.4,10.0,12.9,1.8,4.7,-0.2,210.0,9.0,,,superFrame,2.9000000000000004,10.2,-2.9000000000000004,-0.2,10.2
2023-01-05 19:00:00+00:00,8.75,7.887499999999999,6.7,11.2,9.6,5.5,4.2,2.7,210.0,10.0,,,superFrame,-1.2999999999999998,8.5,1.5999999999999996,2.7,8.5
2023-01-05 20:00:00+00:00,8.1,8.4375,9.1,11.8,10.0,11.2,3.7,6.7,210.0,10.0,,,superFrame,-7.499999999999999,5.1000000000000005,1.8000000000000007,6.7,5.1000000000000005
2023-01-05 21:00:00+00:00,8.35,7.86875,12.1,12.0,12.1,9.5,5.1,4.2,210.0,10.0,,,superFrame,-4.4,7.8,-0.09999999999999964,4.2,7.8
2023-01-05 22:00:00+00:00,9.15,9.1375,13.0,12.4,13.7,5.6,5.6,7.9,210.0,12.0,,,superFrame,0.0,4.5,-1.299999999999999,7.9,4.5
2023-01-05 23:00:00+00:00,6.9,7.10625,10.0,10.9,13.1,-0.3,4.4,9.9,220.0,14.0,,,superFrame,4.7,1.0,-2.1999999999999993,9.9,1.0
2023-01-06 00:00:00+00:00,5.35,6.9125000000000005,7.9,9.9,11.0,17.6,4.3,12.0,210.0,14.0,,,superFrame,-13.3,-2.0999999999999996,-1.0999999999999996,12.0,-2.0999999999999996
2023-01-06 01:00:00+00:00,4.55,4.7625,6.7,9.5,9.7,-5.3,2.5,10.1,210.0,13.0,,,superFrame,7.8,-0.5999999999999996,-0.1999999999999993,10.1,-0.5999999999999996
2023-01-06 02:00:00+00:00,3.85,4.45,5.3,10.1,7.8,3.3,0.9,6.7,200.0,13.0,,,superFrame,-2.4,3.3999999999999995,2.3,6.7,3.3999999999999995
2023-01-06 03:00:00+00:00,4.65,5.45625,3.8,18.7,10.8,9.6,3.7,6.8,200.0,12.0,,,superFrame,-5.8999999999999995,11.899999999999999,7.899999999999999,6.8,11.899999999999999
2023-01-06 04:00:00+00:00,3.95,5.96875,3.0,16.0,20.0,6.5,7.9,7.9,210.0,15.0,,,superFrame,1.4000000000000004,8.1,-4.0,7.9,8.1
2023-01-06 05:00:00+00:00,3.6,4.89375,3.5,14.1,15.0,4.4,7.1,8.6,210.0,16.0,,,superFrame,2.6999999999999993,5.5,-0.9000000000000004,8.6,5.5
2023-01-06 07:00:00+00:00,3.05,3.325,7.1,6.0,5.9,0.2,4.8,-0.8,260.0,9.0,,,superFrame,4.6,6.8,0.09999999999999964,4.8,-4.6
2023-01-06 08:00:00+00:00,4.55,4.40625,8.2,4.1,4.6,0.9,8.6,4.2,250.0,9.0,,,superFrame,7.699999999999999,-0.10000000000000053,-0.5,8.6,-7.699999999999999
2023-01-06 09:00:00+00:00,4.800000000000001,4.2875000000000005,6.4,1.6,4.9,4.7,5.0,10.8,240.0,8.0,,,superFrame,0.2999999999999998,-9.200000000000001,-3.3000000000000003,5.0,-0.2999999999999998
2023-01-06 10:00:00+00:00,4.65,4.55625,6.3,2.7,4.3,3.8,5.1,8.7,240.0,7.0,,,superFrame,1.2999999999999998,-5.999999999999999,-1.5999999999999996,5.1,-1.2999999999999998
2023-01-06 11:00:00+00:00,5.25,4.40625,6.4,-2.4,5.9,6.0,5.9,6.0,230.0,9.0,,,superFrame,-0.09999999999999964,-8.4,-8.3,5.9,0.09999999999999964
2023-01-06 12:00:00+00:00,5.1,5.00625,7.1,-1.6,7.7,7.5,4.6,7.7,220.0,7.0,,,superFrame,-2.9000000000000004,-9.3,-9.3,7.7,-9.3
2023-01-06 13:00:00+00:00,5.35,5.59375,7.9,2.0,7.6,5.7,6.1,12.4,210.0,8.0,,,superFrame,0.39999999999999947,-10.4,-5.6,12.4,-10.4
2023-01-06 14:00:00+00:00,4.35,4.2875,7.8,2.4,7.8,1.8,6.4,6.7,210.0,9.0,,,superFrame,4.6000000000000005,-4.300000000000001,-5.4,6.7,-4.300000000000001
2023-01-06 15:00:00+00:00,3.9,4.4875,7.3,4.7,6.7,3.0,6.2,3.9,210.0,9.0,,,superFrame,3.2,0.8000000000000003,-2.0,3.9,0.8000000000000003
2023-01-06 16:00:00+00:00,4.0,4.3625,6.4,4.2,5.9,2.3,3.9,7.6,210.0,10.0,,,superFrame,1.6,-3.3999999999999995,-1.7000000000000002,7.6,-3.3999999999999995
2023-01-06 17:00:00+00:00,4.35,5.03125,6.2,8.8,9.5,2.5,4.0,8.2,210.0,8.0,,,superFrame,1.5,0.6000000000000014,-0.6999999999999993,8.2,0.6000000000000014
2023-01-06 18:00:00+00:00,6.5,7.20625,6.8,17.9,13.8,7.8,6.2,8.2,210.0,7.0,,,superFrame,-1.5999999999999996,9.7,4.099999999999998,8.2,9.7
2023-01-06 19:00:00+00:00,8.2,9.175,5.8,17.9,21.5,16.7,5.7,0.9,200.0,8.0,,,superFrame,-11.0,17.0,-3.6000000000000014,0.9,17.0
2023-01-06 20:00:00+00:00,10.05,11.51875,7.3,25.0,28.5,5.8,7.7,16.0,200.0,7.0,,,superFrame,1.9000000000000004,9.0,-3.5,16.0,9.0
2023-01-06 21:00:00+00:00,10.7,11.575,9.0,19.4,19.0,5.9,8.8,12.2,210.0,11.0,,,superFrame,2.9000000000000004,7.199999999999999,0.3999999999999986,12.2,7.199999999999999
2023-01-06 22:00:00+00:00,8.85,8.9125,6.9,7.2,14.3,5.6,6.7,9.0,210.0,11.0,,,superFrame,1.1000000000000005,-1.7999999999999998,-7.1000000000000005,9.0,-1.7999999999999998
2023-01-06 23:00:00+00:00,6.15,6.75,6.2,8.0,14.5,5.4,6.0,3.4,210.0,12.0,,,superFrame,0.5999999999999996,4.6,-6.5,3.4,4.6
2023-01-07 00:00:00+00:00,6.800000000000001,6.5375,5.6,7.9,14.6,7.2,5.5,8.0,200.0,12.0,,,superFrame,-1.7000000000000002,-0.09999999999999964,-6.699999999999999,8.0,-0.09999999999999964
2023-01-07 01:00:00+00:00,7.300000000000001,8.19375,4.1,23.5,20.8,7.0,5.4,9.9,200.0,12.0,,,superFrame,-1.5999999999999996,13.6,2.6999999999999993,9.9,13.6
